ID,NameLit,SourceCat,TypeSourceCat,Sep,SepTidal,SepTidalLit,SepTidalData,pmRASep,pmRASigma,pmDESep,pmDESigma,PlxSep,PlxSigma,maxSigma,meanSigma,Name,AllNames,Type,CST,N,CSTt,Nt,RAdeg,DEdeg,GLON,GLAT,r50,rc,rt,rtot,r50pc,rcpc,rtpc,rtotpc,pmRA,s_pmRA,e_pmRA,pmDE,s_pmDE,e_pmDE,Plx,s_Plx,e_Plx,dist16,dist50,dist84,Ndist,globalPlx,X,Y,Z,RV,s_RV,e_RV,n_RV,CMDCl2.5,CMDCl16,CMDCl50,CMDCl84,CMDCl97.5,CMDClHuman,logAge16,logAge50,logAge84,AV16,AV50,AV84,diffAV16,diffAV50,diffAV84,MOD16,MOD50,MOD84,minClSize,isMerged,isGMMMemb,NXmatches,XmatchType
7088.0,UPK_422,Cantat-Gaudin+20,gaia_dr2,0.1499,0.02675914,0.1013976,0.02675914,0.01194,0.0,0.07093,0.09178,0.0846,0.2949,0.295,0.1289,UPK_422,UPK_422,o,16.45091697,240.0,17.27075154,231.0,87.96384099,-7.39008228,212.82626112,-16.59,1.06039954,0.69256307,5.60054174,9.1036773,5.40015806,3.52669446,28.60906466,46.74988934,0.17105887,0.41113776,0.02705088,-0.60892678,0.32721125,0.02152892,3.36681538,0.13552053,0.0089166,291.56125823,291.74940838,291.93780152,192.0,0.0,-8357.14215764,-151.57106193,-61.90169266,12.19900877,19.27391587,2.50925012,59.0,0.8859,0.971,0.9850232,0.99988472,0.99998677,,6.89658308,7.17187357,7.39372587,0.0846,0.27640048,0.40493646,0.08686,0.68036398,0.92671031,7.15145397,7.31760955,7.47160912,80.0,0.0,0.0,1.0,1:1
7089.0,UPK_429,Cantat-Gaudin+20,gaia_dr2,0.06907,0.07540725,0.07540725,0.09919336,0.1259,0.43515677,0.01178,0.0,0.0176,0.0,0.435,0.1451,UPK_429,"Theia_360,UPK_429",o,13.98660864,101.0,13.98660864,101.0,108.93445752,-0.82022902,216.44221321,5.028,0.22528963,0.29392994,0.69634746,0.69634746,3.35900662,4.38243071,10.38280751,10.38280751,-1.9401091,0.11848895,0.01179009,0.09478381,0.11508697,0.01145158,1.11736617,0.06609241,0.00657644,852.27242702,854.25996381,856.25679232,99.0,0.0,-8806.34995055,-505.48694359,97.42719047,13.43555224,13.29051996,2.60648541,26.0,0.9971,0.9998,0.99992216,1.0,1.0,,8.01950359,8.22473907,8.5157156,0.01389,0.1219482,0.18312711,0.03611,0.37728849,0.5601036,9.43601704,9.5947156,9.75922489,80.0,0.0,0.0,2.0,1:m
7090.0,UPK_431,Cantat-Gaudin+20,gaia_dr2,0.1182,0.06654521,0.09590571,0.06654521,0.002867,0.0,0.01956,0.0,0.04584,0.0,0.0,0.0,UPK_431,"Theia_409,UPK_431",o,13.85301028,89.0,13.85301028,89.0,108.13972112,-2.56677562,217.63157282,3.52,0.49271984,0.50369406,1.77557215,1.77557215,6.11718301,6.25343637,22.05048266,22.05048266,-2.4568675,0.12669767,0.01342993,0.77055536,0.12311525,0.01305019,1.34753528,0.0524718,0.005562,709.8016904,711.31726901,712.83933364,87.0,0.0,-8684.12732288,-433.49736042,65.91346363,7.59508415,23.38472562,4.26944724,30.0,0.9201,0.9903,0.99585441,0.9999966,0.9999966,,8.39577198,8.62873173,8.8633194,0.02299,0.13862905,0.21265465,0.1405,0.60288891,0.84579736,9.00946808,9.18151093,9.34469795,80.0,0.0,0.0,2.0,1:m
5448.0,UPK_433,Cantat-Gaudin+20,gaia_dr2,0.1167,0.09652296,0.17057215,0.09652296,0.009711,0.0,0.02286,0.0,0.02737,0.0,0.0,0.0,Teutsch_201,"Teutsch_201,Theia_194,UPK_433",o,12.47080193,89.0,12.80270714,86.0,103.30768514,-5.64136684,218.15894623,-2.172,0.31274628,0.29103736,1.20874196,1.8648858,4.1879838,3.89727463,16.18849826,24.98125026,-0.77471119,0.12835423,0.01384079,-2.49986357,0.15912692,0.0171591,1.26557096,0.04172103,0.00449889,765.71683163,767.23986419,768.76896753,86.0,0.0,-8724.89346716,-473.69433005,-6.73257409,23.13876807,13.10439177,2.1840653,36.0,0.9803,0.9973,0.99872708,0.99999416,0.99999857,,8.0407877,8.25593424,8.49127007,0.0148,0.11648433,0.17491868,0.05485,0.49097568,0.72475487,9.18793964,9.35586548,9.53674984,80.0,0.0,0.0,3.0,1:m
7091.0,UPK_436,Cantat-Gaudin+20,gaia_dr2,0.1606,0.12513122,0.13986548,0.12513122,0.0393,0.0,0.04229,0.0,0.03281,0.0,0.0,0.0,UPK_436,UPK_436,o,14.6725723,127.0,14.6725723,127.0,100.32805316,-7.99848563,218.92707093,-5.876,0.42525852,0.58059102,1.28317753,1.28317753,6.04023533,8.24665902,18.22855403,18.22855403,-4.13069986,0.17140532,0.01520976,0.6492851,0.14980129,0.01329272,1.18291843,0.07582457,0.00672834,812.04476844,813.79588373,815.55456765,113.0,0.0,-8751.94825215,-508.64562821,-60.90072367,18.70920264,23.40897123,4.01460545,34.0,0.9698,0.9934,0.99644408,0.99997342,0.99997342,,6.96607065,7.16352844,7.36699915,0.07925,0.20718838,0.29702511,0.2371,0.83936262,1.11871803,9.37246513,9.52261257,9.70665359,80.0,0.0,0.0,1.0,1:1
7093.0,UPK_442,Cantat-Gaudin+20,gaia_dr2,1.01,0.42037404,0.42037404,0.4764779,0.01797,0.0,0.04583,0.0,0.04479,0.0,0.0,0.0,UPK_442,UPK_442,o,14.10133303,121.0,14.10133303,121.0,97.85223527,-12.55732944,221.96901254,-10.08,1.01123888,2.11917161,2.11917161,2.11917161,11.10293357,23.27571955,23.27571955,23.27571955,-2.55102586,0.18209237,0.01655385,-1.33982653,0.22483755,0.02043978,1.5385589,0.10104833,0.00918621,627.93150939,629.01574769,630.10373673,100.0,0.0,-8582.71763426,-414.15208231,-88.07416104,20.98996673,12.45392972,2.31263669,29.0,0.009427,0.01169,0.30689786,0.4720895,0.84654641,,7.58989429,7.83341622,8.0825119,0.05174,0.22102965,0.32537648,0.7362,1.25720972,1.69698119,8.77515793,8.93783712,9.10790634,80.0,0.0,0.0,1.0,1:1
7094.0,UPK_445,Cantat-Gaudin+20,gaia_dr2,0.03746,0.02104939,0.06222486,0.02104939,0.09293,0.20367382,0.09935,0.2268,0.007503,0.0,0.227,0.1435,UPK_445,"Theia_83,UBC_446,UPK_445",o,15.58186959,123.0,15.58186959,123.0,92.35372444,-15.03935511,221.94648061,-15.96,0.43421103,0.37546963,1.7795939,1.7795939,5.01391976,4.33560038,20.55553616,20.55553616,-2.53806639,0.20296766,0.01830098,1.4353525,0.17703244,0.01596248,1.47643702,0.07400554,0.00667285,660.19996118,661.59291386,662.99175693,103.0,0.0,-8595.53317276,-425.17663314,-159.95155276,24.95916496,11.47035344,2.63147955,19.0,0.341,0.7891,0.88553804,0.99696994,0.99696994,,6.67565823,6.86643219,7.05334044,0.3529,0.61677563,0.78851914,0.6555,1.13085753,1.70680022,8.93357372,9.10203123,9.2586031,80.0,0.0,0.0,3.0,1:m
7097.0,UPK_452,Cantat-Gaudin+20,gaia_dr2,0.1768,0.22017866,0.27706355,0.22017866,0.03845,0.0,0.1121,0.374,0.04285,0.0,0.374,0.1247,UPK_452,UPK_452,o,6.54137447,17.0,6.54137447,17.0,110.36599085,-11.7880401,226.82917054,1.184,0.20745252,0.19275104,0.80283232,0.80283232,2.20662957,2.05025172,8.54008299,8.54008299,-5.81344701,0.07370496,0.01787608,3.26406689,0.12809654,0.03106798,1.60179509,0.02005951,0.00486515,607.46140081,609.44069325,611.43292611,14.0,0.0,-8538.8158032,-444.38023903,34.45812582,41.31117206,6.5891895,2.08368468,10.0,0.9923,0.9998,0.99993834,1.0,1.0,,8.1502533,8.38020325,8.60277843,0.0003063,0.06957895,0.10546741,5.7e-07,0.16536559,0.29867214,8.62314034,8.81215048,8.98136425,10.0,0.0,0.0,1.0,1:1
6995.0,UPK_46,Cantat-Gaudin+20,gaia_dr2,0.09054,0.04163454,0.12470446,0.04163454,0.07033,0.11348318,0.1169,0.2088,0.005235,0.0,0.209,0.1074,UPK_46,"Theia_329,UPK_46",o,12.17411849,63.0,12.46877862,60.0,294.6262259,-1.31249267,37.17295043,-11.06,0.47002192,0.35336086,2.17452729,2.89546405,5.48089731,4.12047956,25.36864469,33.79184584,0.14132826,0.1556169,0.02009006,-8.61212971,0.22378479,0.02889049,1.45715967,0.03430504,0.00442876,666.66971821,668.10765332,669.55180479,59.0,0.0,-7599.83761101,396.18377096,-108.73960512,0.71770669,11.80425955,2.27173081,27.0,0.9609,0.9895,0.99435556,0.99987346,0.9998951,,7.8057723,8.01741838,8.25963497,0.646,0.80409634,1.0096904,0.4129,0.90798098,1.25806391,8.86803436,9.04314041,9.17366314,20.0,0.0,0.0,2.0,m:m
7099.0,UPK_457,Cantat-Gaudin+20,gaia_dr2,0.06395,0.06673729,0.17378359,0.06673729,0.01646,0.0,0.02449,0.0,0.002271,0.0,0.0,0.0,UPK_457,UPK_457,o,9.16620867,58.0,9.88067918,51.0,104.48379667,-18.66520688,230.34822343,-7.009,0.22324805,0.18274939,0.95827025,1.35425487,3.70478704,3.03270929,15.90383585,22.47784499,-3.82645834,0.11375778,0.01592928,5.16149416,0.16048211,0.02247199,0.98814786,0.08902723,0.01246631,947.01871238,950.81497618,954.64179823,49.0,0.0,-8724.46854175,-726.59551823,-93.68858091,40.31956311,19.31081881,6.10661709,10.0,0.001424,0.001687,0.21647371,0.4096902,0.83291495,,6.93155384,7.21120787,7.4556036,0.1267,0.30638552,0.4273673,0.4622,0.97200882,1.42934537,9.69447422,9.87119865,10.03251076,40.0,0.0,0.0,1.0,1:1
6994.0,UPK_45,Cantat-Gaudin+20,gaia_dr2,0.02296,0.02081818,0.07502978,0.02081818,0.1349,0.658925,0.07763,0.2137,0.01121,0.0,0.659,0.2909,UPK_45,"UBC_116,UPK_45",o,12.82678119,104.0,13.45030917,100.0,291.69957462,0.22629784,37.1911212,-7.757,0.24181731,0.18470618,1.1028396,1.62660127,3.65032931,2.78820701,16.64976358,24.56065161,-0.57908619,0.14924897,0.0149249,-2.16963385,0.18170128,0.01817013,1.10386945,0.06617173,0.00661717,862.9533307,864.89764156,866.85073363,99.0,0.0,-7439.58048256,518.02532017,-97.68059126,1.28619038,12.81132078,2.37900255,29.0,0.9687,0.9941,0.99702615,0.99998987,0.99998987,,7.73111439,7.94313622,8.14935303,0.5654,0.75528911,0.90377843,0.1829,0.57218134,0.87238967,9.43785954,9.63738203,9.76827621,80.0,0.0,0.0,2.0,1:m
7100.0,UPK_467,Cantat-Gaudin+20,gaia_dr2,0.1049,0.06196219,0.08497949,0.06196219,0.04286,0.0,0.08699,0.2054,0.00162,0.0,0.205,0.06847,UPK_467,"Theia_395,UPK_467",o,18.2274361,179.0,18.97286354,129.0,121.28969669,-11.32474433,231.70101155,10.74,0.61098339,1.00680709,1.69239787,2.98865641,6.15929429,10.15023404,17.06529853,30.15471397,-6.93213847,0.24959311,0.02197545,-1.56600638,0.22507441,0.0198167,1.69020478,0.07049499,0.00620674,576.6981564,577.57411504,578.45273876,113.0,0.0,-8473.38725957,-445.33291536,129.3298501,18.89674487,14.62864117,2.25724834,42.0,0.9885,0.9977,0.99879146,0.99999905,0.99999905,,7.85189772,8.11708164,8.36504364,9.28e-06,0.10110837,0.15757349,0.2962,0.73617813,1.12068164,8.61119461,8.74585438,8.94787216,10.0,0.0,0.0,2.0,1:m
7101.0,UPK_468,Cantat-Gaudin+20,gaia_dr2,0.02948,0.0311021,0.13398684,0.0311021,0.001391,0.0,0.01272,0.0,0.0006586,0.0,0.0,0.0,UPK_468,UPK_468,o,7.60934272,38.0,7.9128167,37.0,118.39707972,-13.46614618,232.11841955,7.219,0.11739348,0.05113064,0.9477528,1.2086908,1.8046603,0.7860175,14.57087258,18.58362868,-1.49439121,0.14943917,0.02456765,0.14471794,0.14644909,0.02407608,1.09761379,0.04238474,0.00696801,877.30551998,880.79228995,884.30688621,38.0,0.0,-8658.23601702,-689.68200919,132.85424351,-0.13103853,9.63814981,2.57590389,14.0,0.9924,0.9989,0.99944112,0.99999964,0.99999964,,7.90997601,8.14538717,8.39010429,0.02482,0.14913246,0.22295132,0.009249,0.38474438,0.54490447,9.50696945,9.66813421,9.85730171,20.0,0.0,0.0,1.0,1:1
7102.0,UPK_470,Cantat-Gaudin+20,gaia_dr2,0.04889,0.0349614,0.04121993,0.0349614,0.08831,0.19092122,0.0398,0.0,0.02772,0.0,0.191,0.06364,UPK_470,"Theia_2398,UPK_470",o,13.94952155,185.0,15.12024488,170.0,108.35206657,-19.46935095,232.72692558,-4.11,0.34691605,0.30619664,1.39830894,2.39447429,5.95534153,5.25631688,24.00857299,41.12823713,-4.7256916,0.2104537,0.01614106,4.26979566,0.15256969,0.01170156,0.94376281,0.10077911,0.00772941,981.515002,983.55717321,985.60786014,157.0,0.0,-8716.27749437,-780.66058106,-48.16646498,30.46594329,21.9407489,3.65679148,36.0,0.8944,0.9832,0.99110088,0.99993348,0.99993348,,7.25718021,7.48039651,7.70005369,0.07195,0.20396464,0.31826162,0.286,0.72454956,1.07036471,9.81567669,9.98176479,10.1425848,80.0,0.0,0.0,2.0,1:m
6970.0,UPK_5,Cantat-Gaudin+20,gaia_dr2,0.09088,0.02580932,0.1352347,0.02580932,0.04428,0.0,0.08843,0.1252,0.002626,0.0,0.125,0.04174,UPK_5,"Theia_184,UPK_5",o,16.93190467,156.0,17.12609811,155.0,273.21018942,-18.32609813,12.29840926,-0.1009,0.90161744,0.82785991,3.52112083,4.68064223,8.69294885,7.98171183,33.98890065,45.22536046,0.68228071,0.27597358,0.02216673,-8.44743434,0.29289508,0.0235259,1.76448203,0.0706359,0.00567361,551.60422213,552.37193031,553.14177842,147.0,0.0,-7582.28253511,117.65633868,18.44579426,-3.45499634,13.17955239,1.9224353,47.0,0.9924,0.9985,0.99933374,0.99999958,0.99999958,,7.66210127,7.91711283,8.10260487,0.4585,0.63152531,0.80331635,0.5136,0.93853551,1.33154237,8.47001076,8.62623024,8.76761246,80.0,0.0,0.0,2.0,1:m
7105.0,UPK_502,Cantat-Gaudin+20,gaia_dr2,0.009655,0.00756718,0.03218449,0.00756718,0.02233,0.0,0.06405,0.07571,0.04065,0.0,0.0757,0.02524,UPK_502,"Theia_472,UPK_502",o,12.46131381,69.0,12.46131381,69.0,124.35910126,-37.77862039,255.57742313,-1.234,0.24010356,0.15583801,1.27595084,1.27595084,2.84177527,1.84443368,15.10408189,15.10408189,-8.06266917,0.17088807,0.02057251,5.71404954,0.20058717,0.02414786,1.43062459,0.03421073,0.00411849,676.94154745,678.12728805,679.31718987,63.0,0.0,-8290.87383179,-656.60365943,6.62657709,31.05230778,5.95896538,1.21636872,24.0,0.9014,0.9861,0.99299428,0.99999022,0.99999022,,7.76437902,8.01488495,8.26719284,0.07952,0.24742295,0.35308906,0.1067,0.55677572,0.83138531,8.93199539,9.10346222,9.25281143,40.0,0.0,0.0,2.0,m:m
6996.0,UPK_50,Cantat-Gaudin+20,gaia_dr2,0.02272,0.04194049,0.04455523,0.04194049,0.0232,0.0,0.01707,0.0,0.01661,0.0,0.0,0.0,UPK_50,"UBC_358,UPK_50",o,15.63576542,100.0,15.63576542,100.0,283.29874621,8.19707992,40.43475023,3.34,0.24053743,0.5417955,0.5417955,0.5417955,4.15000245,9.34784425,9.34784425,9.34784425,-1.32120479,0.10948669,0.01094867,-3.79592787,0.1307045,0.01307045,0.97305249,0.042769,0.0042769,985.8447851,988.52069211,991.21116525,93.0,0.0,-7370.69817004,640.04660091,76.46944535,-4.23854537,13.22040906,2.81860068,22.0,0.9966,0.9993,0.99966565,0.99999928,0.99999928,,8.03003407,8.2155056,8.38489342,1.166,1.31686509,1.51226115,0.8017,1.18236929,1.53795159,9.80756378,9.94555235,10.08731747,80.0,0.0,0.0,2.0,1:m
7106.0,UPK_508,Cantat-Gaudin+20,gaia_dr2,0.0176,0.01920098,0.0442128,0.01920098,0.09346,0.29308473,0.07331,0.217,0.03239,0.0,0.293,0.17,UPK_508,"Theia_891,UBC_477,UPK_508",o,10.97597535,65.0,11.48518724,60.0,135.7539476,-34.94544101,258.93356835,7.759,0.20972208,0.16811389,0.91644776,1.57294054,2.95812502,2.37123871,12.92751908,22.19176612,-10.48453898,0.24054991,0.03105486,6.31930683,0.26027822,0.03360177,1.19958535,0.03806204,0.00491379,806.59114386,808.1520308,809.7189706,58.0,0.0,-8275.39638162,-785.86276957,130.30246845,23.64446039,7.38921702,1.4778434,25.0,0.9863,0.9984,0.99943033,0.99999976,0.99999976,,8.03182888,8.24008703,8.45077801,0.4327,0.62627217,0.7889806,0.001766,0.26358685,0.40038097,9.31411266,9.48843908,9.64189911,40.0,0.0,0.0,3.0,1:m
6997.0,UPK_51,Cantat-Gaudin+20,gaia_dr2,0.1317,0.06236508,0.159082,0.06236508,0.02079,0.0,0.05426,0.01954,0.03632,0.0,0.0195,0.006512,UPK_51,UPK_51,o,12.36581052,138.0,14.27384084,114.0,314.09652741,-6.71763033,41.68423661,-30.78,0.64039482,0.74756437,2.11207789,3.80146965,6.4213172,7.49603263,21.18677908,38.17224295,5.14079158,0.37113478,0.03475996,1.97673978,0.32031203,0.02999997,1.72185147,0.11653167,0.01091419,573.41044059,574.48786934,575.56935466,121.0,0.0,-7754.1113286,328.24250893,-274.10793259,-17.51183159,11.07948838,2.05740934,29.0,0.9761,0.9945,0.99722713,0.99998599,0.99999344,,7.76972866,8.01152039,8.2906332,2.51e-06,0.11963256,0.18629494,0.3209,0.7954469,1.14618886,8.57436848,8.74324894,8.89165497,80.0,0.0,0.0,1.0,1:1
7107.0,UPK_524,Cantat-Gaudin+20,gaia_dr2,0.761,0.25893148,0.35201045,0.25893148,0.03077,0.0,0.08943,0.1167,0.01596,0.0,0.117,0.03891,UPK_524,"Theia_146,UPK_524",o,14.1082594,102.0,14.37511932,100.0,105.18269608,-55.24245711,265.40815055,-20.74,0.96953081,1.31177024,2.93918139,4.26421538,9.22763569,12.48593399,27.9959331,40.6564446,-2.7837709,0.29568707,0.02956871,8.6465738,0.34115508,0.03411551,1.79025057,0.06985804,0.0069858,544.66656611,545.26799115,545.87074586,89.0,0.0,-8163.29279848,-508.31078094,-172.15086593,24.37626035,6.88521836,1.13192293,37.0,0.995,0.9992,0.99962214,1.0,1.0,,7.85257769,8.07226467,8.34208584,0.02639,0.17007388,0.26046303,0.1935,0.66642386,0.96347159,8.44522381,8.59538269,8.77220631,80.0,0.0,0.0,2.0,1:m
7108.0,UPK_526,Cantat-Gaudin+20,gaia_dr2,0.4063,0.0742744,0.21450886,0.0742744,0.2317,0.85732013,0.3399,1.78,0.04025,0.0,1.78,0.8791,UPK_526,"Theia_107,UPK_526",o,17.82368687,173.0,17.82368687,173.0,115.94639658,-52.83553664,265.60341727,-13.98,1.58606298,1.7276658,5.46998379,5.46998379,15.41498523,16.79202686,53.31139221,53.31139221,-7.77433388,0.3723942,0.02831261,7.80391969,0.52019953,0.03955004,1.74987501,0.08167978,0.00621,556.11712801,556.71684663,557.31786012,121.0,0.0,-8163.73103751,-538.62956958,-113.61774796,14.39773745,15.379915,2.31860943,44.0,0.6677,0.9344,0.96656412,0.99817669,0.99942338,,7.21190643,7.46560264,7.67596102,0.2371,0.45749013,0.5985136,0.5127,0.99481344,1.40126276,8.47380543,8.67469549,8.81030369,80.0,0.0,0.0,2.0,1:m
7109.0,UPK_528,Cantat-Gaudin+20,gaia_dr2,0.0182,0.02189194,0.05686745,0.02189194,0.06209,0.08862376,0.00247,0.0,0.01804,0.0,0.0886,0.02954,UPK_528,"Theia_2652,Theia_4431,UPK_528",o,16.15327918,113.0,16.15327918,113.0,137.04393348,-43.3619956,265.90495709,2.893,0.20057954,0.17116935,0.83124602,0.83124602,3.30250572,2.81826917,13.68721939,13.68721939,-7.64690547,0.2123943,0.01998037,1.92547,0.18883632,0.01776423,1.0207358,0.07501287,0.00705662,941.25587111,943.3607638,945.47509177,107.0,0.0,-8189.13278937,-939.75321922,68.58105805,26.92786131,9.59704326,2.00112185,23.0,0.9923,0.9984,0.99920514,0.99998939,0.99999535,,8.08558846,8.29678202,8.53685188,0.5209,0.72882625,0.89927793,0.6989,1.0871802,1.4528749,9.68926907,9.83618641,10.01041603,80.0,0.0,0.0,3.0,1:m
6999.0,UPK_53,Cantat-Gaudin+20,gaia_dr2,0.1289,0.09024335,0.18368459,0.09024335,0.01568,0.0,0.05184,0.01576,0.02239,0.0,0.0158,0.005254,UPK_53,"Theia_952,UPK_53",o,22.42864209,209.0,19.14481598,135.0,288.52944424,14.2690892,48.18711063,1.557,0.39677621,0.40597877,1.42887631,1.67217602,4.04888814,4.14279838,14.58370578,17.06823178,2.46468074,0.14991878,0.01290295,1.0321577,0.16605952,0.01429213,1.67760755,0.04483897,0.00385912,583.96502917,584.66331328,585.36326936,128.0,0.0,-7732.28238043,435.60349965,35.69015301,-5.22389826,13.11940304,1.67976743,61.0,0.998,0.9996,0.99980211,1.0,1.0,,8.10421562,8.27410126,8.50135422,1.107,1.30950511,1.44368243,0.8336,1.28495288,1.58836722,8.61119938,8.73960447,8.90155125,10.0,0.0,0.0,2.0,1:m
7110.0,UPK_535,Cantat-Gaudin+20,gaia_dr2,0.8668,0.35205669,0.35205669,0.36713904,0.06973,0.03429919,0.1724,0.4632,0.04222,0.0,0.463,0.1658,UPK_535,UPK_535,o,10.7570158,100.0,10.94232009,92.0,126.56812004,-50.08335551,266.64703716,-6.898,0.91207527,1.83105636,2.3608592,2.92654742,5.02809845,10.09685225,13.02124095,16.14618349,-13.02472582,0.47213434,0.04922341,3.34535044,0.23407963,0.02440449,3.14971348,0.09162664,0.00955274,315.60241352,315.83411318,316.06615328,89.0,0.0,-8140.40911185,-313.01098892,-17.08708409,3.910236,22.25732731,4.45146546,25.0,0.8991,0.9801,0.99028724,0.99985719,0.99985719,,7.06454849,7.34257913,7.56690836,9.781e-05,0.1348047,0.20927235,0.0111,0.47132523,0.67886937,7.31341696,7.49122,7.63402367,40.0,0.0,0.0,1.0,1:1
7111.0,UPK_537,Cantat-Gaudin+20,gaia_dr2,0.7946,0.42230786,0.46959352,0.42230786,0.0841,0.14392218,0.0406,0.0,0.003435,0.0,0.144,0.04797,UPK_537,"Theia_1128,UPK_537",o,13.33641742,125.0,14.44277417,111.0,125.64577997,-51.56926157,267.55133814,-8.219,0.89713802,1.88145262,1.88145262,3.2500122,9.35125701,19.61664189,19.61664189,33.90988879,-6.49189752,0.39275264,0.03727843,7.71639885,0.28443062,0.02699696,1.63711538,0.05464505,0.00518668,596.52563517,597.1698454,597.81544855,102.0,0.0,-8147.44390263,-590.49682962,-64.50281491,18.4094226,8.57402471,1.47043311,34.0,0.7065,0.9522,0.97492412,0.9993248,0.99968386,,7.57706785,7.78904915,8.03291512,0.5092,0.69887498,0.86717296,1.155,1.6072337,2.01303053,8.65650558,8.82219839,8.95488739,80.0,0.0,0.0,2.0,1:m
7112.0,UPK_540,Cantat-Gaudin+20,gaia_dr2,0.4722,0.12019454,0.28720505,0.12019454,0.08005,0.12986005,0.02622,0.0,0.02268,0.0,0.13,0.04329,UPK_540,UPK_540,o,15.02109772,124.0,15.07272474,123.0,115.51642138,-58.66151951,270.93237846,-16.74,1.07248236,1.07180008,3.92834069,4.15087691,6.82065108,6.816311,25.01931159,26.44146627,-4.84094861,0.36971389,0.03333598,7.68922456,0.33997728,0.03065472,2.71777839,0.09177713,0.00827527,364.01579724,364.34061133,364.66600559,91.0,0.0,-8116.56489932,-348.85314666,-84.15861857,7.93513203,8.95307635,1.95372143,21.0,0.9131,0.9833,0.99148622,0.99973822,0.99993873,,7.00052214,7.30204511,7.55694771,0.001473,0.24893375,0.37324265,0.003989,0.47307649,0.7064501,7.63899612,7.80146074,7.98787117,80.0,0.0,0.0,1.0,1:1
7000.0,UPK_54,Cantat-Gaudin+20,gaia_dr2,0.1244,0.16588506,0.16588506,0.26601863,0.01563,0.0,0.04804,0.0,0.01296,0.0,0.0,0.0,UPK_54,"Theia_495,UPK_54",o,12.46914695,117.0,13.8642256,87.0,286.25442036,15.72187119,48.46899692,4.176,0.24829761,0.46768828,0.46768828,0.82211534,3.52054568,6.63133333,6.63133333,11.65728152,-0.57462689,0.16271838,0.01744524,-5.91203792,0.18593933,0.01993479,1.20907234,0.05228058,0.00560507,810.72958354,812.37651035,814.03014196,114.0,0.0,-7584.62722555,606.52729608,78.58718631,-4.90387388,9.41144354,1.88228871,25.0,0.9984,0.9998,0.99989852,0.99999988,0.99999988,,7.6713357,7.88917351,8.06979179,0.9757,1.16537827,1.35236239,0.2153,0.59560376,0.91177124,9.35525894,9.5135994,9.65421677,80.0,0.0,0.0,2.0,1:m
7113.0,UPK_542,Cantat-Gaudin+20,gaia_dr2,0.1393,0.1149039,0.1149039,0.28705156,0.06769,0.09925185,0.1397,0.4161,0.01266,0.0,0.416,0.1718,UPK_542,"Theia_880,UPK_542",o,6.59591061,30.0,7.00593274,24.0,134.24013964,-54.46896461,273.01612936,-5.84,0.27577209,0.48515161,0.48515161,0.96394419,3.91523686,6.88798564,6.88798564,13.68665275,-4.90931407,0.13651899,0.02786682,2.74666821,0.19000185,0.03878396,1.19841186,0.05120865,0.01045292,810.69663452,813.44278738,816.20760811,29.0,0.0,-8079.60730515,-808.0993868,-62.08344997,25.18008276,12.08717133,5.40554735,5.0,0.7213,0.9799,0.99317598,1.0,1.0,,7.76092243,8.06991339,8.35228539,0.1778,0.39090045,0.57207125,0.000307,0.33428109,0.51475477,9.38991261,9.52827454,9.74034882,20.0,0.0,0.0,2.0,1:m
7114.0,UPK_545,Cantat-Gaudin+20,gaia_dr2,0.1854,0.01602813,0.0893747,0.01602813,0.3596,0.79602651,0.1864,0.4415,0.06716,0.1965,0.796,0.478,UPK_545,UPK_545,o,23.63493313,597.0,22.85875776,570.0,130.97457173,-58.78431833,275.28166917,-9.939,1.91388208,1.09304561,11.56486078,11.56486078,11.1615749,6.37293819,68.3508271,68.3508271,-8.41735262,0.93849673,0.0393093,2.53057003,0.596565,0.02498736,2.95321026,0.17959084,0.00752223,333.90598494,334.01914751,334.13238681,423.0,0.0,-8091.83569818,-327.60877222,-36.93217676,25.61523738,12.69554992,1.06915818,141.0,0.9361,0.9922,0.99633807,0.99999702,0.99999702,,7.74515343,8.00692511,8.31744766,1.53e-06,0.08566931,0.15176603,0.06623,0.52773327,0.76203889,7.42958403,7.58427668,7.73975325,80.0,0.0,0.0,1.0,1:1
7115.0,UPK_549,Cantat-Gaudin+20,gaia_dr2,0.008143,0.01079681,0.01762591,0.01079681,0.03818,0.0,0.03829,0.0,0.02008,0.0,0.0,0.0,UPK_549,"FoF_2236,Theia_1242,UBC_256,UPK_549",o,23.29391311,268.0,20.07709294,208.0,146.4828121,-52.48209161,276.77127231,0.7031,0.17653906,0.14529232,0.75422026,1.07803491,3.05952563,2.51799871,13.07179394,18.68512427,-1.64881884,0.1383086,0.00958998,-0.41971114,0.13400113,0.00929131,0.97329917,0.04447643,0.00308389,991.60638884,992.96637853,994.33010381,204.0,0.0,-8004.87551671,-985.96606722,32.68431095,-5.82308404,9.57629086,1.47765376,42.0,0.9652,0.9876,0.99249801,0.99929148,0.99978441,,8.37423611,8.56582642,8.73783398,1.22,1.42476904,1.58887768,1.289,1.6478492,2.01216602,9.7986021,9.96798563,10.09718227,80.0,0.0,0.0,4.0,1:m
