map,cmd,stars,MWSC,Name,Type,RAJ2000,DEJ2000,r0,r1,r2,pmRA,pmDE,RV,d,E(B-V),logt,rc,rt,k,SType,[Fe/H],Simbad
map,cmd,stars,2658,NGC_6404,,264.915,-33.233,0.02,0.07,0.125,6.3,-3.37,10.6,2146.0,1.062,8.75,1.91,7.93,7.46,,0.11,Simbad
map,cmd,stars,2659,FSR_0050,r,264.967,-9.11,0.012,0.06,0.115,-4.1,-2.0,,1764.0,0.833,9.5,0.38,6.89,19.82,,,Simbad
map,cmd,stars,2660,NGC_6400,,265.05,-36.945,0.01,0.1,0.19,-1.04,-2.7,,938.0,0.198,8.875,0.65,5.31,41.9,,,Simbad
map,cmd,stars,2661,NGC_6405,,265.08,-32.215,0.02,0.26,0.45,-0.76,-5.82,-9.8,356.0,0.139,8.035,0.54,6.7,83.55,,0.205,Simbad
map,cmd,stars,2662,NGC_6397,g,265.176,-53.674,0.04,0.255,0.405,2.48,-15.41,18.8,2301.0,0.187,10.05,1.93,21.8,82.92,glo,-1.645,Simbad
map,cmd,stars,2663,Trumpler_29,,265.372,-40.12,0.035,0.09,0.145,0.6,-3.84,,1096.0,0.0,8.685,1.2,4.97,11.33,,,Simbad
map,cmd,stars,2664,FSR_0025,g,265.429,-19.571,0.01,0.05,0.08,2.69,-3.89,,7074.0,1.093,10.1,4.27,20.14,0.8,,-1.04,Simbad
map,cmd,stars,2667,ESO_393-15,,265.905,-34.213,0.013,0.055,0.09,-9.15,0.23,,2471.0,1.666,9.15,2.0,7.08,11.52,dub,,Simbad
map,cmd,stars,2668,ESO_520-20,,265.9,-24.718,0.014,0.04,0.075,-4.22,-8.76,,2041.0,2.332,9.15,1.29,3.41,21.21,non,,Simbad
map,cmd,stars,2669,Palomar_6,g,265.926,-26.217,0.02,0.055,0.1,-11.23,4.39,181.0,5802.0,1.457,10.05,2.32,22.87,9.06,glo,-0.845,Simbad
map,cmd,stars,2670,Alessi_9,,266.295,-47.185,0.05,0.615,0.89,10.75,-9.5,-11.6,218.0,0.104,8.55,2.34,3.78,18.95,,-0.58,Simbad
map,cmd,stars,2672,Ruprecht_128,,266.07,-34.885,0.01,0.045,0.075,-4.15,1.43,,2486.0,1.624,9.2,1.04,5.51,6.24,,,Simbad
map,cmd,stars,2673,NGC_6416,,266.092,-32.365,0.02,0.115,0.24,-1.55,-0.22,-27.5,767.0,0.233,8.2,1.15,5.5,11.36,,-0.613,Simbad
map,cmd,stars,2675,DB2001_42,n,266.221,-29.68,0.015,0.055,0.1,2.58,1.09,,2727.0,0.999,6.25,1.39,7.79,0.6,irc,,Simbad
map,cmd,stars,2676,NGC_6426,g,266.227,3.17,0.03,0.095,0.18,-4.66,-5.34,-162.0,20598.0,0.36,10.1,5.7,100.93,0.07,glo,-2.05,Simbad
map,cmd,stars,2677,Dutra-Bica_58,,266.268,-28.848,0.01,0.055,0.09,1.3,0.0,-15.5,1182.0,1.978,6.0,0.97,3.04,7.59,,,Simbad
map,cmd,stars,2679,Dutra-Bica_33,,266.37,-26.697,0.015,0.05,0.09,0.76,-2.41,,998.0,2.498,6.75,,,,ast,,Simbad
map,cmd,stars,2682,FSR_0096,,266.437,7.484,0.01,0.045,0.1,-3.13,-7.11,,5011.0,0.312,9.4,1.02,16.92,2.05,,,Simbad
map,cmd,stars,2685,FSR_0043,,266.482,-14.66,0.01,0.055,0.085,-5.82,-4.31,,4078.0,0.77,9.1,1.39,14.15,1.47,,,Simbad
map,cmd,stars,2687,vdBergh-Hagen_245,n,266.566,-29.7,0.012,0.095,0.19,0.58,-2.82,,1699.0,1.863,6.67,0.7,17.93,14.31,,,Simbad
map,cmd,stars,2688,Collinder_347,n,266.595,-29.325,0.02,0.075,0.13,0.38,0.54,,1852.0,1.437,6.6,0.78,9.08,14.08,,,Simbad
map,cmd,stars,2689,IC_4665,,266.565,5.695,0.04,0.41,0.7,-0.6,-8.0,-12.2,352.0,0.171,7.63,3.67,5.43,7.46,,-0.03,Simbad
map,cmd,stars,2690,Dutra-Bica_44,,266.643,-24.895,0.016,0.045,0.07,-6.38,-11.7,,2264.0,2.409,9.1,1.01,6.37,22.75,ast,,Simbad
map,cmd,stars,2691,NGC_6425,,266.745,-31.53,0.018,0.08,0.155,6.2,-0.1,-3.5,1012.0,0.385,8.545,0.71,6.1,17.85,,0.09,Simbad
map,cmd,stars,2695,Dutra-Bica_45,,266.824,-24.893,0.01,0.039,0.09,2.75,-15.57,,1192.0,2.852,9.1,0.39,3.19,82.88,,,Simbad
map,cmd,stars,2696,Ruprecht_129,,266.824,-29.617,0.01,0.055,0.105,-1.62,-1.6,4.0,1526.0,1.187,7.5,2.47,7.03,1.38,ast,,Simbad
map,cmd,stars,2697,Djorg_1,g,266.868,-33.066,0.015,0.055,0.12,3.0,0.03,-362.4,13682.0,1.582,10.05,14.37,48.52,0.47,glo,-1.51,Simbad
map,cmd,stars,2698,Ruprecht_130,n,266.883,-30.09,0.01,0.055,0.085,-0.24,4.38,,3334.0,1.041,8.52,2.51,8.23,1.37,,,Simbad
map,cmd,stars,2699,Terzan_5,g,267.021,-24.78,0.01,0.04,0.07,1.32,-5.72,-93.0,6900.0,2.28,9.8,2.89,12.15,6.41,glo,-0.23,Simbad
map,cmd,stars,2700,Collinder_350,,267.052,1.36,0.06,0.28,0.55,-3.5,-0.44,-14.4,302.0,0.302,8.71,1.58,4.8,12.35,,,Simbad
map,cmd,stars,2701,NGC_6440,g,267.219,-20.36,0.04,0.085,0.15,-3.55,-3.38,-76.6,8492.0,1.072,10.05,2.9,37.1,4.96,glo,-0.36,Simbad
map,cmd,stars,2702,ASCC_91,,267.21,-37.37,0.01,0.13,0.22,2.0,-4.2,,858.0,0.104,8.65,2.12,5.13,13.38,,-0.035,Simbad
map,cmd,stars,2703,FSR_1721,,267.21,-60.11,0.02,0.105,0.17,1.77,-9.15,,2326.0,0.208,9.3,4.34,10.22,2.31,,,Simbad
map,cmd,stars,2705,Collinder_351,,267.259,-28.745,0.025,0.093,0.17,1.81,-1.52,,1700.0,0.77,9.0,1.18,5.46,8.05,,,Simbad
map,cmd,stars,2706,Ruprecht_131,,267.3,-29.235,0.02,0.092,0.165,0.04,-0.42,,614.0,0.104,9.17,0.89,2.62,44.18,,,Simbad
map,cmd,stars,2707,FSR_1740,r,267.322,-51.545,0.02,0.095,0.17,-0.85,-4.74,,3066.0,0.208,9.4,2.63,10.38,2.01,,,Simbad
map,cmd,stars,2708,Dutra-Bica_51,,267.367,-31.25,0.015,0.035,0.055,3.18,0.61,,1346.0,3.123,6.0,0.58,1.5,19.78,,,Simbad
map,cmd,stars,2709,NGC_6444,,267.375,-34.825,0.02,0.115,0.19,-0.49,-0.93,,1217.0,0.229,9.015,1.14,6.15,11.82,,,Simbad
map,cmd,stars,2713,NGC_6441,g,267.555,-37.051,0.04,0.08,0.125,2.5,-4.03,16.5,11610.0,0.468,10.05,7.03,24.64,2.47,glo,-0.46,Simbad
map,cmd,stars,2718,NGC_6451,,267.67,-30.2,0.015,0.12,0.22,2.7,1.87,-23.0,2605.0,0.687,8.45,2.02,17.95,2.78,,-0.34,Simbad
map,cmd,stars,2719,Terzan_6,g,267.693,-31.275,0.025,0.06,0.115,2.03,1.48,126.0,6812.0,2.342,9.85,8.51,21.67,9.14,glo,-0.65,Simbad
map,cmd,stars,2722,NGC_6453,g,267.715,-34.599,0.025,0.09,0.15,0.6,1.03,-83.7,11611.0,0.639,10.1,8.51,29.02,0.9,glo,-1.445,Simbad
map,cmd,stars,2723,ASCC_92,,267.78,-11.88,0.025,0.11,0.23,-6.63,-5.53,,644.0,0.312,9.08,1.86,4.02,5.56,,,Simbad
map,cmd,stars,2724,FSR_0106,,267.817,11.162,0.014,0.08,0.14,-2.05,-2.9,,1596.0,0.885,7.95,0.47,7.16,5.1,,,Simbad
map,cmd,stars,2725,NGC_6455,,267.937,-35.175,0.02,0.13,0.23,1.49,-2.77,,2710.0,1.041,9.25,13.27,22.1,1.09,ast,,Simbad
map,cmd,stars,2727,Basel_5,,268.125,-30.105,0.02,0.12,0.2,3.37,2.0,,995.0,0.344,8.85,0.71,5.34,16.13,,,Simbad
map,cmd,stars,2728,Ruprecht_133,r,268.099,-28.652,0.015,0.085,0.14,-3.71,0.85,,5246.0,0.625,8.0,3.39,15.74,0.56,,,Simbad
map,cmd,stars,2729,Sco_OB5,a,268.11,-38.635,0.025,0.17,0.31,2.24,-2.0,-10.4,2695.0,0.458,6.325,1.77,30.67,2.6,ass,,Simbad
map,cmd,stars,2730,Ruprecht_134,,268.179,-29.55,0.015,0.075,0.125,-0.28,0.56,,6664.0,0.874,7.88,3.33,24.6,0.79,,,Simbad
map,cmd,stars,2732,Ruprecht_168,,268.207,-28.44,0.01,0.04,0.075,-2.05,-3.45,,2626.0,2.186,9.1,5.91,5.82,112.18,,,Simbad
map,cmd,stars,2733,NGC_6481,r,268.2,4.167,0.018,0.065,0.125,-0.6,-5.02,,1836.0,0.25,9.56,2.62,5.95,12.02,rem,,Simbad
map,cmd,stars,2734,ESO_456-05,,268.26,-29.873,0.01,0.05,0.07,1.57,3.22,,1828.0,1.832,9.0,,,,dub,,Simbad
map,cmd,stars,2735,NGC_6469,,268.305,-22.315,0.02,0.15,0.235,0.84,-4.51,,690.0,0.333,8.875,0.91,4.74,29.66,,,Simbad
map,cmd,stars,2737,Czernik_37,,268.32,-27.365,0.012,0.06,0.125,-0.28,-1.24,,1668.0,1.208,8.77,0.39,7.3,48.2,,,Simbad
map,cmd,stars,2738,Dutra-Bica_28,,268.362,-28.32,0.01,0.045,0.065,-1.04,1.3,,7575.0,1.874,8.4,3.38,12.3,2.32,,,Simbad
map,cmd,stars,2739,NGC_6475,,268.44,-34.78,0.06,0.37,0.7,2.58,-4.98,-12.6,303.0,0.219,8.25,,,,,0.14,Simbad
map,cmd,stars,2740,ESO_456-09,g,268.485,-32.465,0.012,0.05,0.08,3.83,-10.6,,7475.0,1.187,10.05,5.9,25.96,0.69,dub,-0.9,Simbad
map,cmd,stars,2742,FSR_1776,,268.5,-36.145,0.01,0.06,0.105,-9.45,-3.47,,8923.0,0.458,9.5,6.88,25.96,0.16,,,Simbad
map,cmd,stars,2746,NGC_6480,,268.641,-30.441,0.01,0.045,0.09,2.47,-3.47,,3567.0,3.227,7.725,,,,ast,,Simbad
map,cmd,stars,2748,Dutra-Bica_13,,268.831,-29.388,0.01,0.065,0.095,-4.15,-3.75,,1698.0,2.644,6.9,,,,ast,,Simbad
map,cmd,stars,2749,Dutra-Bica_24,,268.852,-29.045,0.011,0.04,0.07,3.14,-2.14,,2295.0,1.853,8.9,,,,ast,,Simbad
map,cmd,stars,2750,FSR_1775,r,269.032,-36.565,0.018,0.06,0.1,-9.53,-1.0,,8508.0,0.468,9.6,6.34,24.99,1.68,,,Simbad
map,cmd,stars,2751,FSR_0022,,269.107,-23.192,0.012,0.075,0.125,-1.22,-6.67,,4340.0,1.749,9.65,2.32,15.16,9.51,irc,,Simbad
map,cmd,stars,2754,FSR_0080,,269.158,0.058,0.03,0.083,0.15,1.21,-3.62,,3260.0,0.416,9.5,5.06,15.09,0.15,,,Simbad
map,cmd,stars,2755,Trumpler_30,,269.227,-35.27,0.02,0.1,0.19,1.35,-1.91,,1982.0,0.479,8.35,2.86,10.21,6.99,,,Simbad
map,cmd,stars,2756,Dutra-Bica_30,,269.235,-28.625,0.012,0.05,0.077,-1.73,-6.41,,7061.0,1.416,8.49,6.02,21.91,1.17,ast,,Simbad
map,cmd,stars,2757,NGC_6494,,269.227,-19.0,0.035,0.28,0.55,1.93,-1.4,-8.6,648.0,0.437,8.515,1.11,19.84,37.07,,0.09,Simbad
map,cmd,stars,2758,FSR_0023,,269.407,-22.865,0.015,0.08,0.14,0.57,-4.04,,2418.0,1.499,8.7,2.65,12.21,1.76,irc,,Simbad
map,cmd,stars,2759,Ruprecht_135,,269.514,-11.677,0.015,0.045,0.08,2.66,-6.0,-0.7,3497.0,0.874,9.5,1.71,6.03,4.77,,,Simbad
map,cmd,stars,2761,ESO_456-29,,269.667,-32.01,0.02,0.06,0.085,-3.38,-6.25,,3007.0,1.582,9.2,1.71,7.16,4.98,dub,,Simbad
map,cmd,stars,2762,Pfleiderer_2,g,269.662,-5.072,0.02,0.055,0.09,1.38,-7.86,,8677.0,0.958,9.85,2.62,27.24,0.3,glo,-0.5,Simbad
map,cmd,stars,2764,NGC_6496,g,269.766,-44.266,0.03,0.077,0.125,-3.71,-4.99,-112.7,11307.0,0.15,10.05,2.97,40.81,5.04,glo,-0.46,Simbad
map,cmd,stars,2765,Ruprecht_136,,269.824,-24.71,0.012,0.068,0.115,-0.8,-3.14,,4513.0,0.708,8.4,1.87,21.21,0.63,,,Simbad
map,cmd,stars,2767,ESO_229-02,r,269.917,-51.695,0.025,0.085,0.14,0.67,-9.28,,2362.0,0.104,9.7,1.75,10.81,1.47,,,Simbad
map,cmd,stars,2769,Trumpler_31,,269.932,-28.207,0.018,0.09,0.165,-2.77,-4.03,,830.0,0.479,8.635,,,,,,Simbad
map,cmd,stars,2770,NGC_6507,,269.952,-17.418,0.02,0.08,0.12,-0.76,-2.85,,3707.0,1.103,9.2,1.23,15.79,2.69,,,Simbad
map,cmd,stars,2771,Ruprecht_138,,269.991,-24.698,0.02,0.065,0.11,-1.43,-2.67,,1134.0,0.708,8.9,1.12,3.36,10.81,,,Simbad
map,cmd,stars,2772,Ruprecht_137,,269.977,-25.215,0.02,0.108,0.16,0.45,-1.89,,1405.0,1.124,8.795,1.51,7.55,3.86,,,Simbad
map,cmd,stars,2773,Collinder_359,,270.12,2.875,0.04,0.44,0.8,0.22,-8.9,-4.6,640.0,0.16,7.45,2.83,7.82,4.37,,,Simbad
map,cmd,stars,2774,BDSB_107,n,270.19,-24.073,0.012,0.06,0.09,0.54,-7.73,-1.3,2378.0,1.301,6.4,1.3,8.07,3.17,irc,,Simbad
map,cmd,stars,2776,Ruprecht_139,,270.247,-23.535,0.015,0.09,0.155,0.46,-3.87,,593.0,0.104,9.05,0.54,3.21,43.2,,,Simbad
map,cmd,stars,2777,BDSB_106,,270.396,-24.835,0.02,0.075,0.11,0.53,-5.82,,1478.0,1.249,7.15,0.27,4.96,33.92,irc,,Simbad
map,cmd,stars,2778,Terzan_9,g,270.411,-26.833,0.02,0.04,0.075,-0.38,-2.08,59.0,7108.0,1.759,10.05,2.61,7.71,3.76,glo,-1.05,Simbad
map,cmd,stars,2779,Djorg_2,g,270.454,-27.817,0.01,0.045,0.085,4.37,-1.48,999.9,6305.0,0.937,9.95,2.19,23.75,4.58,glo,-0.55,Simbad
map,cmd,stars,2780,NGC_6517,g,270.46,-8.959,0.035,0.08,0.16,-0.87,-9.19,-39.6,10600.0,1.083,10.1,2.82,26.07,8.13,glo,-1.23,Simbad
map,cmd,stars,2781,Bochum_14,n,270.498,-23.705,0.013,0.09,0.167,1.35,-4.25,,538.0,1.853,7.1,0.17,4.01,46.16,,,Simbad
map,cmd,stars,2782,BDSB_109,n,270.505,-23.953,0.01,0.045,0.08,-1.11,-7.53,,2062.0,1.332,7.15,0.49,5.06,6.14,irc,,Simbad
map,cmd,stars,2784,NGC_6525,r,270.517,11.017,0.018,0.09,0.16,-1.59,-4.48,,3221.0,0.187,9.45,4.27,15.45,0.92,non,,Simbad
map,cmd,stars,2785,BDSB_111,,270.522,-21.775,0.012,0.06,0.107,0.94,-5.13,,1763.0,1.145,6.6,1.41,5.17,2.23,irc,,Simbad
map,cmd,stars,2786,ESO_589-26,,270.57,-21.917,0.02,0.06,0.115,4.56,-4.12,,2434.0,1.145,6.5,0.9,8.79,5.34,,,Simbad
map,cmd,stars,2787,FSR_0117,r,270.583,16.774,0.012,0.075,0.12,1.07,-3.83,,1724.0,0.208,9.32,0.81,8.13,6.94,,,Simbad
map,cmd,stars,2789,NGC_6514,n,270.645,-22.995,0.02,0.165,0.265,3.1,-0.21,-2.1,1093.0,0.333,6.9,,,,,,Simbad
map,cmd,stars,2790,NGC_6520,,270.862,-27.895,0.02,0.09,0.155,1.27,-4.0,-26.0,1472.0,0.5,7.755,0.51,4.35,46.6,,,Simbad
map,cmd,stars,2791,Teutsch_14a,,270.871,-22.117,0.018,0.085,0.16,5.5,-5.09,,2106.0,1.499,8.485,0.73,8.8,14.7,,,Simbad
map,cmd,stars,2792,NGC_6522,g,270.892,-30.034,0.02,0.065,0.1,-3.47,-1.84,-21.1,7702.0,0.479,10.1,1.89,16.32,4.71,glo,-1.145,Simbad
map,cmd,stars,2793,Terzan_10,g,270.901,-26.067,0.01,0.04,0.08,5.89,-5.05,999.9,5797.0,2.405,9.95,12.75,13.93,16.52,glo,-1.0,Simbad
map,cmd,stars,2795,NGC_6535,g,270.96,-0.298,0.018,0.06,0.115,0.66,-2.44,-215.1,6806.0,0.344,10.1,2.18,25.91,0.69,glo,-1.595,Simbad
map,cmd,stars,2796,NGC_6531,,271.05,-22.49,0.025,0.1,0.19,2.43,-1.44,-14.7,1194.0,0.344,6.82,1.95,6.39,30.25,,,Simbad
map,cmd,stars,2797,FSR_0035,,271.072,-20.178,0.012,0.05,0.085,2.79,-3.79,,2525.0,1.208,6.6,1.46,5.78,5.79,irc,,Simbad
map,cmd,stars,2798,NGC_6530,n,271.125,-24.36,0.025,0.1,0.2,1.06,-2.85,-6.5,1365.0,0.541,6.67,1.71,6.3,21.06,,,Simbad
map,cmd,stars,2799,ESO_139-54,r,271.155,-58.525,0.022,0.08,0.115,-1.62,-3.57,,985.0,0.104,8.99,0.57,3.91,5.53,,,Simbad
map,cmd,stars,2800,NGC_6528,g,271.207,-30.056,0.02,0.06,0.1,-4.89,-5.43,206.6,7892.0,0.541,9.95,2.14,27.67,3.79,glo,-0.11,Simbad
map,cmd,stars,2801,NGC_6539,g,271.207,-7.586,0.04,0.1,0.19,-2.01,-9.54,31.0,7801.0,1.02,9.95,2.94,23.84,12.61,glo,-0.63,Simbad
map,cmd,stars,2804,NGC_6540,g,271.536,-27.75,0.02,0.068,0.125,-2.4,-2.74,-17.7,5301.0,0.66,10.1,7.47,22.94,1.9,glo,-1.35,Simbad
map,cmd,stars,2805,BDSB_3,,271.582,-21.62,0.01,0.065,0.09,-0.1,-4.11,22.4,1515.0,1.083,8.255,0.31,5.01,12.99,irc,,Simbad
map,cmd,stars,2806,FSR_0125,,271.612,21.914,0.015,0.075,0.125,0.31,-8.12,,6251.0,0.062,9.35,7.04,25.1,0.34,,,Simbad
map,cmd,stars,2807,FSR_0031,,271.621,-21.38,0.015,0.092,0.14,-1.78,-3.23,,1468.0,1.759,8.55,1.6,6.13,10.57,irc,,Simbad
map,cmd,stars,2808,Collinder_468,,271.63,-27.447,0.01,0.05,0.075,-1.55,-2.01,,7376.0,0.5,9.5,,,,,,Simbad
map,cmd,stars,2809,FSR_0039,,271.762,-19.91,0.012,0.075,0.14,0.62,-1.18,,2940.0,0.802,6.0,5.65,14.44,1.47,irc,,Simbad
map,cmd,stars,2810,NGC_6544,g,271.836,-24.997,0.02,0.1,0.18,-1.67,-8.44,-27.3,3000.0,0.76,10.1,1.23,17.18,33.25,glo,-1.245,Simbad
map,cmd,stars,2811,BDSB_105,n,271.881,-25.755,0.01,0.036,0.06,1.11,-5.62,,1129.0,2.29,7.0,0.22,2.63,24.15,irc,,Simbad
map,cmd,stars,2812,NGC_6546,,271.875,-23.325,0.01,0.115,0.205,0.2,-1.73,-29.4,938.0,0.489,8.72,2.09,6.03,12.6,,-0.334,Simbad
map,cmd,stars,2813,NGC_6541,g,272.01,-43.715,0.055,0.125,0.23,-3.24,-1.74,-158.7,7499.0,0.139,10.1,2.53,26.19,13.71,glo,-1.545,Simbad
map,cmd,stars,2814,ASCC_93,,272.04,-22.28,0.015,0.115,0.165,-1.25,-2.72,-23.3,1830.0,0.583,6.1,1.09,8.25,3.63,,,Simbad
map,cmd,stars,2817,FSR_1774,r,272.182,-37.94,0.01,0.085,0.13,2.72,-0.99,,1935.0,0.208,9.0,0.65,9.59,5.86,,,Simbad
map,cmd,stars,2818,Dol-Dzim_9,r,272.197,31.555,0.015,0.1,0.145,1.72,-6.09,,2626.0,0.167,9.39,1.97,10.95,0.99,,,Simbad
map,cmd,stars,2819,vdBergh_113,,272.175,-21.405,0.025,0.125,0.202,-0.35,-3.15,-8.0,2056.0,1.041,8.3,3.12,9.39,3.98,,-0.358,Simbad
map,cmd,stars,2821,NGC_6554,,272.23,-18.443,0.02,0.145,0.22,1.27,-3.05,15.0,1775.0,0.791,8.62,1.32,12.17,1.31,non,,Simbad
map,cmd,stars,2822,BDSB_113,,272.257,-20.08,0.01,0.065,0.11,1.43,-2.53,1.7,4644.0,1.291,6.0,4.19,16.72,0.92,irc,,Simbad
map,cmd,stars,2823,ESO-SC06,g,272.275,-46.417,0.02,0.035,0.065,-2.15,-3.72,999.9,21395.0,0.073,10.1,9.07,29.62,0.05,glo,-1.8,Simbad
map,cmd,stars,2824,NGC_6553,g,272.323,-25.909,0.015,0.09,0.155,6.83,-4.77,-3.2,6000.0,0.635,10.0,3.76,17.55,12.47,glo,-0.18,Simbad
map,cmd,stars,2825,ESO_521-38,,272.34,-24.53,0.01,0.05,0.09,-0.85,-2.46,,1490.0,0.416,8.395,1.55,3.55,7.13,,,Simbad
map,cmd,stars,2827,2MS-GC02,g,272.38,-20.79,0.018,0.055,0.105,1.58,-4.41,-238.0,7436.0,1.999,10.0,4.32,29.89,0.07,glo,-1.08,Simbad
map,cmd,stars,2828,Collinder_367,n,272.407,-23.7,0.03,0.17,0.315,1.4,-2.94,-3.2,1170.0,0.573,7.295,,,,,,Simbad
map,cmd,stars,2830,FSR_0095,,272.515,4.222,0.012,0.07,0.115,-4.12,-5.31,,4297.0,0.416,9.35,0.85,16.89,4.27,,,Simbad
map,cmd,stars,2831,NGC_6558,g,272.574,-31.764,0.02,0.09,0.13,-1.32,-1.53,-197.2,7411.0,0.437,10.1,3.84,16.33,3.87,glo,-1.145,Simbad
map,cmd,stars,2832,Dolidze_51,,272.599,-17.741,0.017,0.065,0.105,0.15,-4.4,,1423.0,0.729,8.2,0.78,6.29,7.35,ast,,Simbad
map,cmd,stars,2834,NGC_6561,,272.613,-16.73,0.015,0.1,0.155,0.4,-1.5,-17.9,2488.0,0.687,6.6,3.22,8.8,7.38,,,Simbad
map,cmd,stars,2835,IC_1276,g,272.683,-7.208,0.05,0.16,0.29,-2.83,-11.73,155.7,5399.0,1.083,10.1,5.64,45.04,2.81,glo,-0.65,Simbad
map,cmd,stars,2837,Sgr_OB6,a,272.883,-16.0,0.035,0.2,0.31,0.03,-3.32,-7.3,1594.0,0.895,7.5,3.79,15.64,4.17,ass,,Simbad
map,cmd,stars,2838,Terzan_12,g,273.066,-22.733,0.015,0.055,0.11,0.74,-5.9,94.1,4801.0,2.061,10.1,1.96,20.53,11.39,glo,-0.5,Simbad
map,cmd,stars,2839,FSR_0099,,273.091,5.475,0.015,0.055,0.09,-2.84,-9.04,,2495.0,0.666,8.855,1.71,8.01,1.48,,,Simbad
map,cmd,stars,2840,ESO_456-72,,273.121,-29.567,0.018,0.05,0.09,-0.28,-1.36,,1211.0,1.041,9.49,0.68,3.33,10.85,,,Simbad
map,cmd,stars,2841,NGC_6568,,273.18,-21.6,0.02,0.13,0.266,0.41,-3.32,,861.0,0.385,8.8,1.57,6.29,26.0,,,Simbad
map,cmd,stars,2842,ESO_522-05,,273.195,-24.35,0.01,0.065,0.095,-0.31,-5.27,,1657.0,1.874,9.5,1.43,5.18,7.65,,,Simbad
map,cmd,stars,2843,FSR_0051,,273.267,-13.325,0.012,0.055,0.11,1.13,-9.43,,4415.0,1.166,6.1,1.12,13.83,1.02,irc,,Simbad
map,cmd,stars,2844,NGC_6569,g,273.411,-31.827,0.03,0.075,0.14,-3.05,-1.85,-28.1,10900.0,0.531,9.95,2.28,40.28,4.92,glo,-0.76,Simbad
map,cmd,stars,2845,NGC_6573,r,273.412,-22.13,0.02,0.053,0.095,3.59,-7.7,,3032.0,1.062,8.8,,,,non,,Simbad
map,cmd,stars,2846,FSR_0062,,273.45,-8.708,0.02,0.06,0.12,-7.5,-9.14,,3976.0,1.562,9.0,2.49,16.6,1.48,,,Simbad
map,cmd,stars,2847,vdBergh-Hagen_261,g,273.52,-28.633,0.02,0.05,0.08,1.56,-5.13,999.9,6555.0,0.364,10.05,1.54,16.28,1.65,glo,-0.745,Simbad
map,cmd,stars,2848,BDSB_115,,273.52,-17.47,0.01,0.053,0.107,4.92,-3.23,,7959.0,1.541,8.065,1.72,35.98,0.19,irc,,Simbad
map,cmd,stars,2850,FSR_0046,,273.577,-17.325,0.015,0.09,0.15,4.8,-2.77,,4736.0,1.936,8.4,9.49,20.93,0.38,irc,,Simbad
map,cmd,stars,2851,BDSB_116,,273.657,-16.757,0.01,0.035,0.06,3.71,-3.97,37.2,5358.0,1.103,6.0,2.26,8.35,1.51,irc,,Simbad
map,cmd,stars,2852,BDSB_114,,273.663,-17.881,0.012,0.045,0.07,2.49,-3.66,24.8,4269.0,1.083,6.335,0.7,5.91,4.87,irc,,Simbad
map,cmd,stars,2853,Sgr_OB7,a,273.72,-20.32,0.03,0.23,0.48,2.66,-2.1,-7.2,1481.0,0.458,6.45,,,,ass,0.03,Simbad
map,cmd,stars,2854,FSR_0078,,273.745,-3.155,0.02,0.06,0.1,-2.09,-2.94,,2971.0,1.353,9.31,1.6,7.37,6.3,,,Simbad
map,cmd,stars,2855,FSR_0063,,273.78,-8.45,0.01,0.052,0.095,-4.25,-10.49,,3940.0,1.624,9.21,2.34,8.88,1.77,,,Simbad
map,cmd,stars,2856,FSR_0073,,273.804,-3.925,0.012,0.06,0.115,-1.36,-7.57,,4429.0,1.145,9.2,3.2,18.38,1.02,,,Simbad
map,cmd,stars,2857,Markarian_38,,273.87,-19.015,0.02,0.085,0.18,-0.02,-2.21,-3.2,2318.0,0.541,6.9,3.4,9.93,1.61,,0.18,Simbad
map,cmd,stars,2858,ASCC_94,,273.9,-14.975,0.02,0.12,0.27,1.65,-0.2,-22.8,731.0,0.25,8.84,3.07,5.33,11.8,,,Simbad
map,cmd,stars,2860,NGC_6583,,273.954,-22.133,0.01,0.06,0.1,-4.76,0.51,3.0,1753.0,0.562,9.0,0.58,3.69,56.26,,0.37,Simbad
map,cmd,stars,2861,ASCC_95,,274.012,-25.705,0.02,0.13,0.235,-1.05,-3.15,,1213.0,0.25,8.41,2.39,8.03,5.03,,,Simbad
map,cmd,stars,2862,ESO_335-05,r,274.05,-41.05,0.01,0.06,0.09,-3.02,-6.96,,7562.0,0.021,9.2,3.18,31.74,0.51,dub,,Simbad
map,cmd,stars,2863,FSR_0121,r,274.077,17.45,0.013,0.075,0.115,-1.71,-4.69,,1523.0,0.271,9.45,0.64,6.67,8.09,,,Simbad
map,cmd,stars,2864,FSR_0102,,274.122,7.391,0.012,0.06,0.085,-1.3,-5.93,,2153.0,0.729,9.015,0.36,6.26,13.57,,,Simbad
map,cmd,stars,2865,Collinder_469,,274.126,-18.3,0.02,0.09,0.135,1.78,-2.03,,1277.0,1.145,8.0,1.07,5.83,12.53,,,Simbad
map,cmd,stars,2869,FSR_1757,,274.26,-45.25,0.01,0.055,0.1,-0.29,-1.58,,1397.0,0.229,8.66,0.36,5.45,10.43,,,Simbad
map,cmd,stars,2870,BDSB_5,n,274.267,-19.87,0.01,0.06,0.1,1.97,-5.05,,6343.0,1.208,6.0,4.56,18.69,0.61,irc,,Simbad
map,cmd,stars,2872,Turner_2,,274.23,-19.065,0.02,0.1,0.165,2.8,1.1,-15.7,1290.0,0.458,7.9,2.37,6.91,3.47,,,Simbad
map,cmd,stars,2873,Trumpler_32,,274.297,-13.33,0.05,0.16,0.37,0.64,-3.6,,1623.0,0.77,8.795,1.56,15.21,19.49,,,Simbad
