map,cmd,stars,MWSC,Name,Type,RAJ2000,DEJ2000,r0,r1,r2,pmRA,pmDE,RV,d,E(B-V),logt,rc,rt,k,SType,[Fe/H],Simbad
map,cmd,stars,2255,vdBergh-Hagen_164,,221.91,-66.39,0.025,0.25,0.37,-5.9,-9.0,13.5,501.0,0.312,7.1,1.92,6.1,2.29,,,Simbad
map,cmd,stars,2256,NGC_5749,,222.195,-54.485,0.015,0.12,0.21,-1.05,-3.44,,1014.0,0.479,8.0,0.81,6.87,11.42,,,Simbad
map,cmd,stars,2257,Hogg_18,,222.675,-52.27,0.015,0.085,0.16,-3.11,-3.48,,1535.0,0.51,7.95,0.3,6.3,15.07,,,Simbad
map,cmd,stars,2258,Teutsch_80,,223.35,-60.485,0.025,0.08,0.145,-6.78,0.42,,2352.0,1.686,7.75,1.47,9.95,21.25,,,Simbad
map,cmd,stars,2259,NGC_5764,,223.387,-52.673,0.018,0.07,0.15,-3.26,0.94,,2681.0,1.114,8.475,1.16,10.62,6.38,,,Simbad
map,cmd,stars,2260,ESO_008-06,r,224.227,-83.445,0.025,0.13,0.185,-5.26,-4.21,,1380.0,0.312,9.3,0.66,5.6,5.93,,,Simbad
map,cmd,stars,2261,Ruprecht_112,r,224.235,-62.573,0.02,0.1,0.16,-7.0,-0.94,,1764.0,0.833,8.74,1.98,8.28,12.86,,,Simbad
map,cmd,stars,2262,FSR_1685,,224.31,-64.945,0.01,0.055,0.085,-3.64,-0.62,,1513.0,0.312,9.25,0.53,5.94,2.69,,,Simbad
map,cmd,stars,2263,IC_4499,g,225.076,-82.214,0.03,0.085,0.14,-5.39,-7.53,31.5,18804.0,0.229,10.1,16.01,80.25,0.03,glo,-1.445,Simbad
map,cmd,stars,2264,FSR_1696,r,225.3,-57.665,0.015,0.07,0.115,-9.29,-0.37,,1148.0,0.625,8.61,0.85,5.0,3.32,,,Simbad
map,cmd,stars,2265,NGC_5800,,225.445,-51.917,0.012,0.075,0.14,-4.17,0.83,,4844.0,0.541,9.25,8.16,18.86,0.39,,,Simbad
map,cmd,stars,2266,DBSB_92,,225.9,-57.68,0.02,0.05,0.1,-7.41,-2.42,,1963.0,1.041,7.4,0.6,6.65,3.51,irc,,Simbad
map,cmd,stars,2267,NGC_5824,g,225.994,-33.068,0.025,0.085,0.14,-0.22,-0.42,-27.5,32114.0,0.129,10.1,5.09,120.89,0.81,glo,-1.745,Simbad
map,cmd,stars,2268,FSR_1705,r,226.066,-45.55,0.018,0.04,0.07,-2.55,-7.91,,1582.0,0.167,9.4,0.94,4.73,0.67,,,Simbad
map,cmd,stars,2269,NGC_5822,,226.117,-54.39,0.03,0.3,0.55,-7.38,-5.17,-21.2,794.0,0.312,8.84,2.81,9.79,12.67,,0.05,Simbad
map,cmd,stars,2270,ASCC_78,r,226.402,-68.405,0.02,0.1,0.155,-6.16,-0.42,,3241.0,0.146,9.38,1.61,25.24,0.83,,-0.058,Simbad
map,cmd,stars,2271,IRAS_15015-5720,n,226.324,-57.528,0.01,0.03,0.058,-2.01,-1.58,-36.0,3391.0,1.083,6.4,1.8,8.92,0.2,irc,,Simbad
map,cmd,stars,2273,NGC_5823,,226.38,-55.595,0.012,0.065,0.11,-4.7,-3.0,-19.8,1189.0,0.104,8.96,1.45,3.38,39.37,,,Simbad
map,cmd,stars,2274,FSR_1697,,226.675,-56.517,0.02,0.062,0.105,-7.03,2.14,,912.0,0.625,8.06,0.38,3.61,40.51,irc,,Simbad
map,cmd,stars,2275,Loden_2115,,226.927,-54.522,0.02,0.11,0.19,-7.78,-0.59,,1434.0,0.677,8.96,2.81,8.82,3.81,,,Simbad
map,cmd,stars,2276,DBSB_140,,227.512,-58.287,0.012,0.05,0.075,-6.22,-1.53,-9.7,1535.0,1.77,7.3,2.73,3.64,1.85,irc,,Simbad
map,cmd,stars,2277,DBSB_139,,227.505,-58.426,0.015,0.037,0.062,-3.57,0.63,-65.8,1950.0,1.707,7.5,0.87,4.38,3.11,irc,,Simbad
map,cmd,stars,2278,Loden_2045,,227.64,-58.77,0.02,0.09,0.16,-5.24,1.56,,2056.0,1.041,6.8,1.96,7.36,0.58,dub,,Simbad
map,cmd,stars,2279,FSR_1720,,227.872,-37.365,0.02,0.1,0.185,-5.65,0.28,,3066.0,0.208,9.33,2.07,15.78,1.57,,,Simbad
map,cmd,stars,2280,FSR_1694,n,228.802,-62.775,0.02,0.09,0.13,-0.55,-5.63,,9537.0,1.874,8.4,5.64,36.67,0.14,,,Simbad
map,cmd,stars,2281,Pismis_20,,228.846,-59.067,0.015,0.05,0.085,-2.7,-0.38,-69.6,1501.0,1.145,7.5,0.35,5.67,39.21,,,Simbad
map,cmd,stars,2282,Palomar_5,g,229.021,-0.112,0.012,0.08,0.14,-2.99,-0.6,-58.7,23195.0,0.031,10.1,12.62,109.39,0.03,glo,-1.245,Simbad
map,cmd,stars,2283,Pismis_21,,229.185,-59.655,0.022,0.07,0.11,-5.53,-1.94,-41.2,1174.0,0.625,8.11,0.36,4.47,38.56,ast,,Simbad
map,cmd,stars,2284,Lynga_3,,229.207,-58.34,0.015,0.06,0.105,-2.39,0.01,,4164.0,1.562,8.915,4.33,15.36,1.51,,,Simbad
map,cmd,stars,2285,NGC_5897,g,229.351,-21.01,0.035,0.165,0.285,-3.48,-3.47,101.5,12502.0,0.094,10.1,37.8,84.55,0.04,glo,-1.745,Simbad
map,cmd,stars,2286,NGC_5904,g,229.638,2.081,0.065,0.25,0.44,5.11,-10.29,53.2,7501.0,0.029,10.1,3.87,47.58,14.28,glo,-1.145,Simbad
map,cmd,stars,2287,DBSB_93,,229.717,-56.66,0.017,0.055,0.1,-7.47,-4.34,,2049.0,1.374,8.2,1.26,6.3,2.41,irc,,Simbad
map,cmd,stars,2288,ASCC_79,,229.665,-60.63,0.05,0.28,0.51,-3.55,-4.2,4.5,871.0,0.312,6.95,6.99,10.79,39.88,,,Simbad
map,cmd,stars,2289,FSR_1698,,230.241,-59.62,0.018,0.075,0.125,-5.19,-2.3,,1562.0,0.874,8.56,1.04,7.66,5.5,irc,,Simbad
map,cmd,stars,2290,ASCC_80,,231.187,-60.128,0.02,0.17,0.315,-3.33,-5.03,-25.0,1281.0,0.396,8.375,,,,,,Simbad
map,cmd,stars,2291,FSR_1728,,231.255,-35.635,0.02,0.075,0.145,-6.95,-2.21,,1031.0,0.26,8.9,0.31,5.15,28.66,,,Simbad
map,cmd,stars,2292,FSR_1693,,231.457,-64.82,0.025,0.085,0.14,-8.28,-1.31,,3743.0,0.416,9.11,3.22,12.15,0.5,,,Simbad
map,cmd,stars,2293,NGC_5925,,231.892,-54.517,0.02,0.08,0.135,0.48,-3.72,,1555.0,0.75,8.25,2.47,5.79,13.56,,,Simbad
map,cmd,stars,2294,ESO_329-02,r,231.883,-41.05,0.02,0.065,0.095,-6.52,-1.75,,1546.0,0.167,9.3,0.85,5.79,3.64,non,,Simbad
map,cmd,stars,2295,NGC_5927,g,232.003,-50.673,0.045,0.11,0.2,-8.19,3.03,-107.5,7699.0,0.45,9.95,2.51,40.67,13.12,glo,-0.49,Simbad
map,cmd,stars,2296,FSR_1701,r,232.11,-56.997,0.01,0.068,0.1,-2.87,-7.11,,1505.0,1.124,8.4,0.29,3.27,22.28,,,Simbad
map,cmd,stars,2297,DBSB_141,,232.147,-56.375,0.01,0.035,0.06,-2.72,-0.75,,5240.0,2.186,6.0,0.72,15.1,2.25,irc,,Simbad
map,cmd,stars,2298,Alessi_8,a,232.365,-51.255,0.02,0.14,0.26,-7.69,-7.0,,715.0,0.09,8.105,1.27,5.61,36.23,,,Simbad
map,cmd,stars,2299,ESO_099-06,r,232.45,-64.85,0.02,0.065,0.105,-2.04,-3.62,,1274.0,0.229,8.9,0.95,4.23,4.08,,,Simbad
map,cmd,stars,2302,Lynga_4,,233.332,-55.24,0.035,0.1,0.195,-7.0,-3.69,,1369.0,1.301,8.55,0.62,6.05,36.16,,,Simbad
map,cmd,stars,2303,Loden_2159,,233.415,-58.135,0.02,0.085,0.14,0.75,-1.34,,6111.0,1.77,8.5,,,,dub,,Simbad
map,cmd,stars,2304,Harvard_9,,233.46,-53.68,0.01,0.07,0.12,-4.21,-2.97,,1478.0,0.937,8.25,0.61,6.82,10.6,,,Simbad
map,cmd,stars,2305,Loden_2158,,233.767,-58.275,0.012,0.1,0.14,-4.02,0.33,,6206.0,1.666,8.5,2.61,26.87,0.41,dub,,Simbad
map,cmd,stars,2306,NGC_5946,g,233.869,-50.66,0.025,0.06,0.12,-15.51,0.14,128.4,10596.0,0.541,10.1,10.38,24.3,3.34,glo,-1.29,Simbad
map,cmd,stars,2307,FSR_1700,,234.705,-59.253,0.01,0.06,0.115,-3.26,-0.43,,2357.0,0.739,8.905,1.29,9.61,4.36,,,Simbad
map,cmd,stars,2308,vdBergh-Hagen_176,g,234.772,-50.051,0.02,0.06,0.1,0.19,-0.63,999.9,18887.0,0.541,9.8,6.51,81.42,0.18,glo,-0.1,Simbad
map,cmd,stars,2309,Loden_2313,,235.237,-52.46,0.025,0.1,0.185,-3.8,-3.4,,1076.0,0.281,8.29,2.4,5.37,17.85,,,Simbad
map,cmd,stars,2310,Lynga_5,,235.474,-56.65,0.02,0.1,0.16,-5.7,-3.58,,1753.0,0.874,8.975,1.28,9.06,14.09,,,Simbad
map,cmd,stars,2311,FSR_1703,,235.492,-54.98,0.012,0.06,0.115,-4.23,1.2,,1330.0,0.874,8.55,0.93,4.77,13.52,,,Simbad
map,cmd,stars,2312,DBSB_94,,235.575,-53.96,0.018,0.045,0.075,-3.7,-0.19,-42.4,2422.0,0.979,8.22,0.54,3.44,7.51,irc,,Simbad
map,cmd,stars,2313,Loden_2326,,235.912,-52.47,0.02,0.07,0.11,-7.0,-3.33,,1390.0,0.573,8.83,1.48,4.51,9.33,,,Simbad
map,cmd,stars,2317,NGC_5986,g,236.512,-37.786,0.03,0.09,0.165,-10.52,-1.48,88.9,10517.0,0.281,10.1,3.7,27.52,9.17,glo,-1.345,Simbad
map,cmd,stars,2318,Johansson_1,,236.562,-52.378,0.02,0.195,0.3,-6.58,-3.3,-13.0,869.0,0.171,8.725,1.17,5.38,6.74,,,Simbad
map,cmd,stars,2319,ASCC_81,,236.692,-50.995,0.025,0.1,0.16,-3.6,-4.55,,850.0,0.167,8.75,,,,,,Simbad
map,cmd,stars,2320,ASCC_82,,236.76,-64.412,0.02,0.11,0.21,-2.34,-5.16,,800.0,0.0,8.6,0.5,3.85,10.86,,,Simbad
map,cmd,stars,2321,FSR_1715,,237.165,-50.215,0.015,0.05,0.075,-4.55,-1.49,,1423.0,0.729,8.485,0.66,4.23,7.52,irc,,Simbad
map,cmd,stars,2322,FSR_1714,,237.36,-50.603,0.025,0.1,0.17,-4.11,-2.79,,1608.0,0.833,8.5,0.86,6.47,10.48,irc,,Simbad
map,cmd,stars,2323,NGC_5998,r,237.36,-28.583,0.022,0.09,0.14,-4.83,-3.12,,4853.0,0.062,9.5,2.11,24.19,0.43,non,,Simbad
map,cmd,stars,2324,Collinder_292,,237.51,-57.638,0.02,0.11,0.17,-1.39,-1.54,,1106.0,0.25,8.7,1.75,5.74,19.7,,,Simbad
map,cmd,stars,2325,ASCC_83,,237.517,-52.79,0.02,0.1,0.17,-4.76,-4.67,,619.0,0.125,8.1,0.73,2.36,21.15,,,Simbad
map,cmd,stars,2326,NGC_5999,,238.042,-56.467,0.01,0.055,0.1,0.8,0.25,,1629.0,0.437,8.6,0.71,6.05,40.16,,,Simbad
map,cmd,stars,2328,FSR_1719,,238.44,-49.51,0.01,0.06,0.11,-9.15,-1.02,,1113.0,0.208,9.4,0.72,4.4,15.74,,,Simbad
map,cmd,stars,2329,DBSB_149,n,238.537,-53.18,0.015,0.028,0.045,-6.79,0.88,-93.6,4204.0,1.187,6.4,1.48,4.03,1.31,irc,,Simbad
map,cmd,stars,2332,FSR_1712,,238.68,-52.48,0.025,0.085,0.17,-4.57,-2.67,,1137.0,0.687,8.6,0.86,5.67,7.5,,,Simbad
map,cmd,stars,2333,ASCC_84,,238.732,-60.745,0.035,0.115,0.2,-1.92,-5.54,-5.0,884.0,0.271,7.85,0.67,3.73,15.98,,,Simbad
map,cmd,stars,2335,FSR_1723,,238.777,-46.01,0.03,0.085,0.155,-5.43,-3.77,,1513.0,0.312,8.77,0.54,6.14,29.74,,,Simbad
map,cmd,stars,2336,NGC_6005,,238.995,-57.44,0.012,0.07,0.13,12.12,13.26,,1802.0,0.687,9.06,0.92,8.63,23.75,,,Simbad
map,cmd,stars,2337,Ruprecht_113,,239.385,-59.495,0.03,0.265,0.45,-3.05,-2.0,,810.0,0.15,8.345,,,,,,Simbad
map,cmd,stars,2338,FSR_1709,,239.37,-54.375,0.02,0.095,0.15,-0.64,-1.0,-37.5,1893.0,0.666,8.5,1.56,9.96,4.16,,,Simbad
map,cmd,stars,2339,ESO_389-05,,239.452,-36.195,0.014,0.06,0.112,-3.85,-5.4,,4785.0,0.312,9.55,9.47,15.3,0.32,,,Simbad
map,cmd,stars,2343,Trumpler_23,,240.217,-53.533,0.012,0.1,0.165,-5.67,-4.96,,2194.0,0.604,8.96,1.7,8.46,21.81,,,Simbad
map,cmd,stars,2346,Moffat_1,,240.375,-54.117,0.02,0.06,0.1,0.52,-0.76,-42.0,2120.0,0.937,6.8,1.03,5.54,3.1,var,,Simbad
map,cmd,stars,2347,NGC_6025,a,240.817,-60.4,0.02,0.19,0.345,-4.22,-3.24,-3.4,763.0,0.208,8.18,0.9,8.32,15.13,,0.19,Simbad
map,cmd,stars,2348,Lynga_6,,241.222,-51.925,0.018,0.065,0.125,-4.08,-1.17,-59.4,1771.0,1.27,7.45,1.31,6.57,12.5,,,Simbad
map,cmd,stars,2349,Dolidze_50,r,241.402,-20.485,0.012,0.078,0.125,-2.18,-3.0,,1546.0,0.479,9.4,0.66,5.78,3.95,ast,,Simbad
map,cmd,stars,2350,Ruprecht_114,r,241.584,-56.867,0.015,0.075,0.125,0.99,0.23,,2088.0,0.625,8.9,1.04,9.13,5.09,,,Simbad
map,cmd,stars,2351,DBSB_159,,241.597,-50.725,0.01,0.045,0.065,-7.31,-1.61,-81.0,3358.0,1.77,6.62,1.78,10.15,0.94,irc,,Simbad
map,cmd,stars,2352,NGC_6031,,241.912,-54.018,0.018,0.08,0.14,-4.25,-4.1,-2.5,1278.0,0.521,8.195,0.57,5.78,27.98,,,Simbad
map,cmd,stars,2353,DBSB_153,n,241.908,-52.53,0.012,0.05,0.09,2.41,-4.62,-82.2,6497.0,1.978,8.0,5.5,23.33,0.04,irc,,Simbad
map,cmd,stars,2354,FSR_1736,,241.98,-39.35,0.02,0.07,0.105,-3.14,-2.63,,7468.0,0.416,9.7,3.54,25.81,0.22,,,Simbad
map,cmd,stars,2355,DBSB_154,n,242.37,-52.25,0.01,0.042,0.06,-2.83,-1.77,,2087.0,1.249,6.7,1.35,4.71,3.15,irc,,Simbad
map,cmd,stars,2356,DBSB_155,n,242.55,-52.135,0.01,0.03,0.055,-7.81,1.2,,2186.0,1.249,7.2,1.31,4.62,0.75,irc,,Simbad
map,cmd,stars,2357,DBSB_101,a,242.64,-49.013,0.02,0.065,0.115,-3.0,-0.3,-39.0,1076.0,1.062,8.05,0.66,4.64,12.05,,,Simbad
map,cmd,stars,2358,FSR_1675,r,242.62,-77.66,0.02,0.085,0.135,-4.02,-6.28,,5666.0,0.104,9.2,9.07,20.23,0.33,,,Simbad
map,cmd,stars,2359,FSR_1716,,242.67,-53.75,0.025,0.085,0.16,-2.29,-3.65,,2396.0,1.874,9.225,2.33,13.65,11.07,,,Simbad
map,cmd,stars,2361,Lynga_7,g,242.763,-55.314,0.02,0.06,0.095,-10.43,-0.91,8.0,8785.0,0.874,10.05,2.84,22.55,5.3,glo,-1.01,Simbad
map,cmd,stars,2363,DBSB_158,,242.797,-51.525,0.018,0.065,0.115,-9.83,2.4,,2434.0,0.833,8.705,1.01,11.67,4.26,irc,,Simbad
map,cmd,stars,2365,DBSB_144,,243.04,-51.475,0.01,0.04,0.06,-5.98,-0.94,,7362.0,0.979,6.0,0.58,18.03,3.89,irc,,Simbad
map,cmd,stars,2366,DBSB_156,,243.063,-52.046,0.01,0.04,0.075,0.88,-0.06,-69.0,2031.0,1.124,7.3,,,,irc,,Simbad
map,cmd,stars,2367,DBSB_157,,243.084,-51.771,0.015,0.065,0.12,-4.71,-3.3,-67.3,3917.0,1.041,7.95,7.0,15.98,0.08,irc,,Simbad
map,cmd,stars,2368,Ruprecht_115,,243.24,-52.427,0.025,0.09,0.14,-3.73,-6.26,,1948.0,0.937,9.135,2.22,6.08,10.06,,,Simbad
map,cmd,stars,2369,DBSB_99,,243.255,-50.39,0.02,0.065,0.12,-7.26,-3.47,,2867.0,1.905,7.7,2.42,10.84,1.05,irc,,Simbad
map,cmd,stars,2370,NGC_6067,,243.3,-54.22,0.03,0.135,0.235,-2.0,-2.62,-37.3,1793.0,0.412,7.97,2.02,10.41,35.39,,0.138,Simbad
map,cmd,stars,2371,Pismis_22,,243.555,-51.865,0.015,0.06,0.13,-10.73,-3.63,,2023.0,1.926,8.2,0.49,5.67,31.03,,,Simbad
map,cmd,stars,2373,Ruprecht_176,,243.66,-51.333,0.01,0.053,0.085,-4.3,-3.01,,2686.0,0.479,8.76,0.81,9.89,9.37,,,Simbad
map,cmd,stars,2374,DBSB_102,,243.754,-49.85,0.018,0.04,0.06,-8.62,-1.98,-47.6,4362.0,0.937,6.1,0.91,5.13,2.59,irc,,Simbad
map,cmd,stars,2376,NGC_6093,g,244.26,-22.976,0.035,0.095,0.17,-4.11,-4.04,8.1,10011.0,0.179,10.1,2.77,26.26,10.8,glo,-1.445,Simbad
map,cmd,stars,2377,DBSB_161,,244.27,-50.792,0.01,0.043,0.07,-6.57,-3.1,-49.6,6353.0,1.197,6.0,5.65,16.94,0.64,irc,,Simbad
map,cmd,stars,2378,FSR_1749,r,244.357,-31.2,0.02,0.085,0.13,-2.2,0.11,,8015.0,0.25,9.5,8.29,30.22,0.23,,,Simbad
map,cmd,stars,2379,FSR_1737,,244.594,-40.22,0.015,0.05,0.09,3.62,0.98,,2136.0,1.249,9.5,0.41,6.82,14.96,,,Simbad
map,cmd,stars,2380,DBSB_163,,244.68,-50.316,0.01,0.045,0.08,-6.35,-3.96,,1258.0,0.937,8.32,1.04,2.57,15.87,irc,,Simbad
map,cmd,stars,2381,Harvard_10,a,244.732,-54.92,0.055,0.195,0.38,-2.42,-11.0,-18.2,1441.0,0.333,7.97,6.55,13.43,2.02,,,Simbad
map,cmd,stars,2382,NGC_6087,a,244.71,-57.94,0.05,0.17,0.32,-1.41,-3.5,-13.7,889.0,0.271,7.95,0.79,9.18,8.06,,-0.01,Simbad
map,cmd,stars,2383,FSR_1734,,244.771,-42.129,0.015,0.07,0.11,-3.2,-4.55,,3481.0,0.75,9.5,0.87,13.54,4.66,,,Simbad
map,cmd,stars,2385,DBSB_164,,244.852,-50.15,0.012,0.035,0.06,-5.49,-7.53,-50.0,2053.0,1.051,7.3,1.37,4.51,8.55,irc,,Simbad
map,cmd,stars,2386,Lynga_8,,245.016,-50.217,0.01,0.037,0.075,-0.87,-9.24,,1338.0,0.833,9.29,0.73,2.8,19.63,rem,,Simbad
map,cmd,stars,2387,DBSB_100,,245.109,-50.907,0.015,0.042,0.06,-4.87,-2.74,,2240.0,1.083,8.55,1.47,3.22,11.32,irc,,Simbad
map,cmd,stars,2388,DBSB_162,,245.115,-50.695,0.01,0.028,0.045,0.12,-6.13,,5523.0,1.52,6.3,1.62,5.16,1.0,irc,,Simbad
map,cmd,stars,2389,Lynga_9,,245.17,-48.517,0.01,0.055,0.1,-9.94,3.34,,1704.0,1.166,8.82,0.65,5.57,36.83,,,Simbad
map,cmd,stars,2390,DBSB_166,,245.377,-50.01,0.016,0.035,0.05,-3.06,-3.1,,5366.0,1.093,6.2,1.52,8.61,3.77,irc,,Simbad
map,cmd,stars,2393,Ruprecht_116,,245.85,-52.0,0.018,0.07,0.13,-3.23,-3.95,,895.0,0.135,8.95,0.8,4.51,12.69,,,Simbad
map,cmd,stars,2394,DBSB_167,,245.857,-49.545,0.018,0.035,0.055,-5.61,2.95,,4076.0,1.395,6.2,1.22,5.85,3.35,irc,,Simbad
map,cmd,stars,2395,Ruprecht_117,,245.857,-51.88,0.018,0.052,0.08,-2.92,-7.83,,937.0,0.125,8.95,0.28,3.04,55.23,,,Simbad
map,cmd,stars,2396,NGC_6121,g,245.896,-26.526,0.065,0.47,0.885,-17.63,-21.57,70.7,2199.0,0.354,10.1,3.7,63.08,4.51,glo,-0.845,Simbad
map,cmd,stars,2397,Grasdalen_1,n,245.917,-24.455,0.02,0.125,0.195,-1.67,-4.79,,1762.0,2.082,7.9,1.83,9.3,6.25,rem,,Simbad
map,cmd,stars,2398,FSR_1751,,245.962,-32.01,0.018,0.06,0.115,-4.72,-2.04,,3393.0,0.458,9.415,0.57,8.02,8.03,,,Simbad
map,cmd,stars,2399,Pismis_23,,245.991,-48.895,0.018,0.05,0.075,-7.45,1.19,,2820.0,1.457,8.565,0.53,4.87,43.09,,,Simbad
map,cmd,stars,2400,ESO_226-06,,246.067,-51.155,0.01,0.038,0.08,-0.37,-5.13,,1220.0,0.833,8.475,0.48,2.28,21.72,,,Simbad
map,cmd,stars,2401,ESO_137-23,r,246.127,-61.733,0.018,0.08,0.13,-0.19,-4.71,,1561.0,0.104,9.55,0.6,5.38,3.94,dub,,Simbad
map,cmd,stars,2402,Ruprecht_118,,246.18,-51.94,0.02,0.075,0.14,-2.49,-4.09,,974.0,0.146,8.94,0.56,3.48,1.74,,,Simbad
map,cmd,stars,2403,NGC_6124,,246.315,-40.65,0.03,0.225,0.455,-0.5,-2.65,-21.1,559.0,0.656,8.285,1.68,6.83,60.61,,,Simbad
map,cmd,stars,2404,NGC_6101,g,246.45,-72.202,0.025,0.075,0.125,-2.98,-0.46,361.4,15405.0,0.052,10.1,4.59,60.95,1.3,glo,-1.545,Simbad
map,cmd,stars,2409,NGC_6144,g,246.807,-26.024,0.02,0.09,0.155,-4.42,-5.54,193.8,8903.0,0.364,10.1,2.61,41.79,7.39,glo,-1.245,Simbad
map,cmd,stars,2411,NGC_6139,g,246.918,-38.849,0.04,0.075,0.13,-7.39,-5.73,6.7,10110.0,0.75,10.1,3.57,21.36,8.88,glo,-1.545,Simbad
map,cmd,stars,2412,NGC_6134,,246.952,-49.155,0.02,0.115,0.22,-1.65,-5.12,-26.0,892.0,0.458,9.015,0.41,3.78,145.0,,0.15,Simbad
map,cmd,stars,2413,Ruprecht_119,,247.05,-51.51,0.02,0.085,0.13,-2.11,-0.56,-11.2,1105.0,0.57,8.435,0.87,5.56,19.93,,,Simbad
map,cmd,stars,2414,Terzan_3,g,247.167,-35.353,0.025,0.09,0.16,-6.86,-1.85,-136.3,8205.0,0.729,9.95,2.76,34.93,0.72,glo,-0.74,Simbad
map,cmd,stars,2415,Hogg_19,,247.26,-49.097,0.016,0.06,0.12,-3.52,-4.01,,898.0,0.416,9.015,0.64,3.82,49.58,,,Simbad
map,cmd,stars,2416,DBSB_170,,247.245,-49.603,0.01,0.04,0.075,-4.63,-0.22,,5163.0,1.353,8.0,3.73,16.96,0.14,irc,,Simbad
map,cmd,stars,2417,FSR_1761,r,247.287,-27.961,0.025,0.09,0.18,-5.27,-6.44,,7468.0,0.416,9.6,4.76,29.96,0.21,,,Simbad
map,cmd,stars,2418,Patchick_94,,247.399,-47.3,0.012,0.04,0.065,-8.15,-2.57,,3178.0,1.52,6.55,2.06,6.85,4.77,,,Simbad
map,cmd,stars,2419,FSR_1727,,247.455,-49.752,0.03,0.085,0.14,-4.33,-1.17,,1201.0,0.937,8.87,2.3,3.86,53.37,,,Simbad
map,cmd,stars,2420,FSR_1725,,247.605,-50.125,0.016,0.065,0.115,0.38,-4.38,,1623.0,1.395,8.0,1.06,5.47,7.6,,,Simbad
map,cmd,stars,2421,FSR_1772,r,247.762,-24.275,0.025,0.23,0.4,-1.08,-1.04,,4350.0,0.645,9.4,10.4,40.78,1.69,,,Simbad
map,cmd,stars,2422,NGC_6171,g,248.133,-13.054,0.035,0.13,0.23,-0.43,-11.52,-34.1,6397.0,0.333,10.1,1.88,24.08,20.22,glo,-0.945,Simbad
map,cmd,stars,2423,NGC_6152,,248.175,-52.64,0.035,0.11,0.19,-2.0,-4.35,,1031.0,0.198,8.63,1.43,5.91,21.63,,,Simbad
map,cmd,stars,2424,NGC_6169,,248.527,-44.016,0.02,0.07,0.11,0.69,-2.47,6.3,1007.0,0.729,7.5,0.35,4.05,24.63,,,Simbad
map,cmd,stars,2425,NGC_6167,,248.67,-49.785,0.025,0.12,0.21,-2.09,-3.95,-34.4,1216.0,0.854,8.19,0.96,7.86,59.74,,,Simbad
map,cmd,stars,2426,Ruprecht_120,,248.79,-48.3,0.02,0.06,0.115,-2.43,-0.39,,1476.0,0.791,8.45,0.62,6.08,14.6,,,Simbad
map,cmd,stars,2427,Collinder_307,,248.833,-50.99,0.016,0.07,0.115,-3.41,-0.04,,2065.0,1.166,7.25,1.57,7.3,13.44,,,Simbad
map,cmd,stars,2428,NGC_6178,,248.947,-45.625,0.02,0.115,0.19,0.38,-3.6,3.5,1011.0,0.239,7.51,1.05,5.25,20.83,,,Simbad
map,cmd,stars,2429,Dolidze_27,r,249.105,-8.935,0.025,0.125,0.225,-1.79,-2.26,,2107.0,0.874,8.97,4.24,15.43,0.1,,,Simbad
map,cmd,stars,2430,FSR_1748,r,249.145,-35.015,0.015,0.055,0.1,-6.14,-1.23,,4298.0,0.26,9.7,1.12,11.55,1.47,,,Simbad
map,cmd,stars,2432,FSR_1718,,249.517,-57.095,0.02,0.05,0.07,-6.91,-0.53,,2466.0,0.125,9.5,0.97,3.43,8.49,,,Simbad
map,cmd,stars,2433,Lynga_11,,249.532,-46.295,0.015,0.05,0.085,-2.49,-0.29,,4101.0,1.353,6.0,3.88,9.95,1.23,,,Simbad
map,cmd,stars,2434,DBSB_171,,249.532,-47.078,0.012,0.04,0.075,-8.79,-0.21,-53.9,6764.0,1.395,7.71,1.93,18.13,0.78,irc,,Simbad
map,cmd,stars,2435,DBSB_169,,249.712,-47.293,0.01,0.04,0.07,-6.21,-0.16,,6667.0,2.207,7.75,2.29,20.75,0.36,irc,,Simbad
map,cmd,stars,2436,1636-283,g,249.856,-28.399,0.015,0.04,0.075,-4.9,-4.83,999.9,8308.0,0.458,10.1,2.86,14.22,0.27,glo,-1.145,Simbad
map,cmd,stars,2437,DBSB_103,n,250.012,-48.777,0.01,0.045,0.065,-7.09,-4.37,-35.0,1449.0,0.916,7.2,,,,irc,,Simbad
