recno	ID	NameLit	SourceCat	TypeSourceCat	Sep	SepTidal	SepTidalLit	SepTidalData	pmRASep	pmRASigma	pmDESep	pmDESigma	PlxSep	PlxSigma	maxSigma	meanSigma
21199	6064	Theia_2599	Kounkel+20	gaia_dr2	0.1533	0.10106271	0.10106271	0.32980708	0.01375	0.0	0.002639	0.0	0.026	0.0	0.0	0.0
21200	4838	Theia_26	Kounkel+20	gaia_dr2	0.4949	0.06112564	0.06112564	0.727771	0.01846	0.0	0.06409	0.02798	0.01561	0.0	0.028	0.009327
21201	5485	Theia_26	Kounkel+20	gaia_dr2	1.915	0.23648412	0.23648412	0.96816357	0.566	1.04682797	0.7455	1.38	0.0385	0.0	1.38	0.8089
21202	5551	Theia_260	Kounkel+20	gaia_dr2	1.234	0.1905322	0.1905322	0.90622182	0.3395	0.16047049	0.0614	0.01961	0.01371	0.0	0.16	0.06003
21203		Theia_2600	Kounkel+20	gaia_dr2												
21204		Theia_2601	Kounkel+20	gaia_dr2												
21205		Theia_2602	Kounkel+20	gaia_dr2												
21206		Theia_2603	Kounkel+20	gaia_dr2												
21207		Theia_2604	Kounkel+20	gaia_dr2												
21208		Theia_2605	Kounkel+20	gaia_dr2												
21209	5507	Theia_2606	Kounkel+20	gaia_dr2	1.694	0.8714735	0.87988909	0.8714735	0.4194	1.09403313	1.447	1.636	0.3673	1.516	1.64	1.415
21210		Theia_2607	Kounkel+20	gaia_dr2												
21211		Theia_2608	Kounkel+20	gaia_dr2												
21212		Theia_2609	Kounkel+20	gaia_dr2												
21213		Theia_261	Kounkel+20	gaia_dr2												
21214		Theia_2610	Kounkel+20	gaia_dr2												
21215		Theia_2611	Kounkel+20	gaia_dr2												
21216	6487	Theia_2612	Kounkel+20	gaia_dr2	0.07231	0.04027754	0.04027754	0.61041709	0.05513	0.02764914	0.151	0.3147	0.003856	0.0	0.315	0.1141
21217		Theia_2613	Kounkel+20	gaia_dr2												
21218	4353	Theia_2614	Kounkel+20	gaia_dr2	0.08427	0.05892699	0.05892699	0.2693896	0.1663	0.42942839	0.2575	0.3112	0.05011	7.452E-4	0.429	0.2471
21219	5846	Theia_2615	Kounkel+20	gaia_dr2	0.09076	0.01468233	0.01468233	0.57506606	0.05737	0.01982108	1.076	1.055	0.381	1.493	1.49	0.8561
21220		Theia_2616	Kounkel+20	gaia_dr2												
21221		Theia_2617	Kounkel+20	gaia_dr2												
21222		Theia_2618	Kounkel+20	gaia_dr2												
21223	5847	Theia_2619	Kounkel+20	gaia_dr2	0.6685	0.34055687	0.34055687	0.48354647	0.0285	0.0	0.7618	0.8148	0.09005	0.2876	0.815	0.3675
21224		Theia_262	Kounkel+20	gaia_dr2												
21225		Theia_2620	Kounkel+20	gaia_dr2												
21226	5848	Theia_2621	Kounkel+20	gaia_dr2	0.2153	0.06951181	0.06951181	0.24459638	0.07597	0.07832154	0.09516	0.1571	0.1143	0.2961	0.296	0.1772
21227	4793	Theia_2622	Kounkel+20	gaia_dr2	0.0734	0.13275337	0.13275337	0.41033915	0.01328	0.0	0.195	0.2374	0.02522	0.0	0.237	0.07913
21228		Theia_2623	Kounkel+20	gaia_dr2												
21229		Theia_2624	Kounkel+20	gaia_dr2												
21230		Theia_2625	Kounkel+20	gaia_dr2												
21231	5330	Theia_2626	Kounkel+20	gaia_dr2	0.07346	0.03501163	0.03501163	0.45987377	0.04187	0.0	0.2797	0.2707	0.2063	1.802	1.8	0.691
21232	6363	Theia_2626	Kounkel+20	gaia_dr2	0.413	0.19683388	0.19683388	0.61064768	0.8459	0.93160287	0.7747	0.8541	0.02674	0.0	0.932	0.5952
21233		Theia_2627	Kounkel+20	gaia_dr2												
21234		Theia_2628	Kounkel+20	gaia_dr2												
21235		Theia_2629	Kounkel+20	gaia_dr2												
21236		Theia_263	Kounkel+20	gaia_dr2												
21237	4493	Theia_2630	Kounkel+20	gaia_dr2	0.06491	0.07825169	0.07825169	0.3061545	0.1279	0.50936392	0.09591	0.09753	0.03112	0.0	0.509	0.2023
21238		Theia_2631	Kounkel+20	gaia_dr2												
21239	7052	Theia_2632	Kounkel+20	gaia_dr2	1.355	0.54648542	0.54648542	0.54978285	1.025	0.80202748	0.5833	0.9887	0.2559	0.7058	0.989	0.8322
21240		Theia_2633	Kounkel+20	gaia_dr2												
21241		Theia_2634	Kounkel+20	gaia_dr2												
21242		Theia_2635	Kounkel+20	gaia_dr2												
21243		Theia_2636	Kounkel+20	gaia_dr2												
21244	5920	Theia_2637	Kounkel+20	gaia_dr2	0.7818	0.23971162	0.23971162	0.72547166	0.1606	0.17671299	0.2964	0.467	0.2704	1.996	2.0	0.88
21245		Theia_2638	Kounkel+20	gaia_dr2												
21246		Theia_2639	Kounkel+20	gaia_dr2												
21247	7123	Theia_264	Kounkel+20	gaia_dr2	0.6674	0.22916911	0.22916911	0.32430521	0.4136	0.35232363	0.1161	0.06211	0.0348	0.0	0.352	0.1381
21248		Theia_2640	Kounkel+20	gaia_dr2												
21249		Theia_2641	Kounkel+20	gaia_dr2												
21250	4691	Theia_2642	Kounkel+20	gaia_dr2	0.06485	0.03295411	0.03295411	0.11548577	0.0369	0.0	0.2078	0.2024	0.0369	0.0	0.202	0.06748
21251		Theia_2643	Kounkel+20	gaia_dr2												
21252	146	Theia_2644	Kounkel+20	gaia_dr2	0.4781	0.24453887	0.24453887	0.69876975	0.5273	0.29639694	1.067	1.17	0.2108	1.073	1.17	0.8465
21253		Theia_2645	Kounkel+20	gaia_dr2												
21254		Theia_2646	Kounkel+20	gaia_dr2												
21255		Theia_2647	Kounkel+20	gaia_dr2												
21256		Theia_2648	Kounkel+20	gaia_dr2												
21257	5849	Theia_2649	Kounkel+20	gaia_dr2	0.01359	0.00799478	0.00799478	0.01328528	0.5181	0.43031351	0.2131	0.5046	0.14	0.3498	0.505	0.4282
21258	4995	Theia_265	Kounkel+20	gaia_dr2	0.8085	0.22099615	0.22099615	0.89489675	0.4179	0.61944529	0.5463	1.302	0.5489	1.954	1.95	1.292
21259		Theia_2650	Kounkel+20	gaia_dr2												
21260	5850	Theia_2651	Kounkel+20	gaia_dr2	0.09493	0.04829085	0.04829085	0.12152256	0.8937	0.78228889	0.06242	0.02663	0.1607	1.257	1.26	0.6887
21261	1192	Theia_2651	Kounkel+20	gaia_dr2	0.299	0.15209514	0.15209514	0.33249208	0.4566	0.37706152	0.4439	0.8446	0.1639	1.294	1.29	0.8384
21262	5902	Theia_2651	Kounkel+20	gaia_dr2	0.1692	0.08605519	0.08605519	0.32576827	1.145	1.01548355	0.7254	1.448	0.03913	0.0	1.45	0.821
21263	7109	Theia_2652	Kounkel+20	gaia_dr2	0.2084	0.10648462	0.10648462	0.250729	0.6735	0.39003765	0.0875	0.07352	0.1252	0.3533	0.39	0.2723
21264		Theia_2653	Kounkel+20	gaia_dr2												
21265		Theia_2654	Kounkel+20	gaia_dr2												
21266		Theia_2655	Kounkel+20	gaia_dr2												
21267		Theia_2656	Kounkel+20	gaia_dr2												
21268		Theia_2657	Kounkel+20	gaia_dr2												
21269		Theia_2658	Kounkel+20	gaia_dr2												
21270		Theia_2659	Kounkel+20	gaia_dr2												
21271	4658	Theia_266	Kounkel+20	gaia_dr2	0.06301	0.02208139	0.02208139	0.05139425	0.02795	0.0	0.1283	0.09449	0.04591	0.0	0.0945	0.0315
21272		Theia_2660	Kounkel+20	gaia_dr2												
21273		Theia_2661	Kounkel+20	gaia_dr2												
21274		Theia_2662	Kounkel+20	gaia_dr2												
21275		Theia_2663	Kounkel+20	gaia_dr2												
21276		Theia_2664	Kounkel+20	gaia_dr2												
21277	5851	Theia_2665	Kounkel+20	gaia_dr2	0.1698	0.09750081	0.09750081	0.79422243	0.01863	0.0	0.0183	0.0	4.047E-4	0.0	0.0	0.0
21278		Theia_2666	Kounkel+20	gaia_dr2												
21279	5343	Theia_2667	Kounkel+20	gaia_dr2	0.03376	0.02069033	0.02069033	0.03510385	0.02967	0.0	0.3691	0.3357	0.09196	0.2075	0.336	0.1811
21280		Theia_2668	Kounkel+20	gaia_dr2												
21281		Theia_2669	Kounkel+20	gaia_dr2												
21282	5552	Theia_267	Kounkel+20	gaia_dr2	1.291	0.19848011	0.19848011	0.99225949	0.04531	0.0	0.2769	0.4816	0.1676	0.5197	0.52	0.3338
21283	3193	Theia_267	Kounkel+20	gaia_dr2	1.7	0.26145022	0.26145022	0.38652824	0.01781	0.0	0.1708	0.2566	0.05563	0.02489	0.257	0.09382
21284		Theia_2670	Kounkel+20	gaia_dr2												
21285		Theia_2671	Kounkel+20	gaia_dr2												
21286		Theia_2672	Kounkel+20	gaia_dr2												
21287	5876	Theia_2673	Kounkel+20	gaia_dr2	0.3687	0.2073528	0.2073528	0.91722942	0.1518	0.43764076	0.8469	1.167	0.1958	1.447	1.45	1.017
21288		Theia_2674	Kounkel+20	gaia_dr2												
21289		Theia_2675	Kounkel+20	gaia_dr2												
21290		Theia_2676	Kounkel+20	gaia_dr2												
21291		Theia_2677	Kounkel+20	gaia_dr2												
21292		Theia_2678	Kounkel+20	gaia_dr2												
21293		Theia_2679	Kounkel+20	gaia_dr2												
21294	7002	Theia_268	Kounkel+20	gaia_dr2	0.07584	0.04304618	0.04304618	0.08014138	0.09192	0.24574675	0.02853	0.0	0.02245	0.0	0.246	0.08192
21295	4750	Theia_2680	Kounkel+20	gaia_dr2	0.06126	0.08441448	0.08441448	0.18911561	0.0765	0.2956317	0.3617	0.6505	0.02317	0.0	0.651	0.3154
21296		Theia_2681	Kounkel+20	gaia_dr2												
21297		Theia_2682	Kounkel+20	gaia_dr2												
21298		Theia_2683	Kounkel+20	gaia_dr2												
21299		Theia_2684	Kounkel+20	gaia_dr2												
21300		Theia_2685	Kounkel+20	gaia_dr2												
21301		Theia_2686	Kounkel+20	gaia_dr2												
21302		Theia_2687	Kounkel+20	gaia_dr2												
21303	6414	Theia_2688	Kounkel+20	gaia_dr2	0.2836	0.26559582	0.26559582	0.64601499	0.02953	0.0	0.08465	0.06898	0.004282	0.0	0.069	0.02299
21304		Theia_2689	Kounkel+20	gaia_dr2												
21305	5553	Theia_269	Kounkel+20	gaia_dr2	0.6235	0.14577416	0.14577416	0.69485057	0.2207	0.26217388	0.08433	0.05831	0.08505	0.1046	0.262	0.1417
21306		Theia_2690	Kounkel+20	gaia_dr2												
21307		Theia_2691	Kounkel+20	gaia_dr2												
21308	4291	Theia_2692	Kounkel+20	gaia_dr2	0.2701	0.05684611	0.05684611	0.45076751	0.4498	0.29926398	0.4767	0.4096	0.04542	0.0	0.41	0.2363
21309		Theia_2693	Kounkel+20	gaia_dr2												
21310		Theia_2694	Kounkel+20	gaia_dr2												
21311		Theia_2695	Kounkel+20	gaia_dr2												
21312		Theia_2696	Kounkel+20	gaia_dr2												
21313	401	Theia_2697	Kounkel+20	gaia_dr2	0.3499	0.18668891	0.18668891	0.55982259	0.1282	0.32702981	0.04336	0.0	0.004758	0.0	0.327	0.109
21314		Theia_2698	Kounkel+20	gaia_dr2												
21315		Theia_2699	Kounkel+20	gaia_dr2												
21316	1523	Theia_27	Kounkel+20	gaia_dr2	0.06533	0.06723413	0.06723413	0.32107126	0.05378	0.0150416	0.2922	1.001	0.007314	0.0	1.0	0.3388
21317	7129	Theia_270	Kounkel+20	gaia_dr2	0.05335	0.05383981	0.05383981	0.06808312	0.1794	0.34844526	0.1738	0.2776	0.06041	0.07832	0.348	0.2348
21318		Theia_2700	Kounkel+20	gaia_dr2												
21319		Theia_2701	Kounkel+20	gaia_dr2												
21320	5927	Theia_2702	Kounkel+20	gaia_dr2	0.7071	0.30798172	0.30798172	0.89872752	2.214	1.71870649	0.5119	0.8062	0.07452	0.2842	1.72	0.9363
21321	1192	Theia_2702	Kounkel+20	gaia_dr2	0.7825	0.34083415	0.34083415	0.87024055	1.085	0.82189201	0.74	1.205	0.1271	0.8943	1.2	0.9736
21322	5902	Theia_2702	Kounkel+20	gaia_dr2	0.4533	0.19744767	0.19744767	0.87299946	0.5171	0.37101002	0.4293	0.662	0.0759	0.3001	0.662	0.4444
21323	5850	Theia_2702	Kounkel+20	gaia_dr2	0.6821	0.29710566	0.29710566	0.87323917	0.2656	0.1712602	0.3585	0.5386	0.1239	0.8568	0.857	0.5222
21324		Theia_2703	Kounkel+20	gaia_dr2												
21325		Theia_2704	Kounkel+20	gaia_dr2												
21326		Theia_2705	Kounkel+20	gaia_dr2												
21327		Theia_2706	Kounkel+20	gaia_dr2												
21328		Theia_2707	Kounkel+20	gaia_dr2												
21329		Theia_2708	Kounkel+20	gaia_dr2												
21330		Theia_2709	Kounkel+20	gaia_dr2												
21331	7084	Theia_271	Kounkel+20	gaia_dr2	0.126	0.04513497	0.04513497	0.07473078	0.04252	0.0	0.1614	0.1928	0.01582	0.0	0.193	0.06425
21332		Theia_2710	Kounkel+20	gaia_dr2												
21333	5896	Theia_2711	Kounkel+20	gaia_dr2	0.596	0.38037271	0.38037271	0.84044161	1.88	1.97437997	1.083	1.831	0.09321	0.4628	1.97	1.423
21334		Theia_2712	Kounkel+20	gaia_dr2												
21335		Theia_2713	Kounkel+20	gaia_dr2												
21336		Theia_2714	Kounkel+20	gaia_dr2												
21337		Theia_2715	Kounkel+20	gaia_dr2												
21338		Theia_2716	Kounkel+20	gaia_dr2												
21339	4604	Theia_2717	Kounkel+20	gaia_dr2	0.2942	0.10267731	0.10267731	0.51097419	0.08875	0.0345223	0.08592	0.04505	0.005273	0.0	0.045	0.02652
21340	5737	Theia_2717	Kounkel+20	gaia_dr2	1.15	0.40117844	0.40117844	0.84654822	1.378	1.18322418	1.39	1.68	0.07565	0.1761	1.68	1.013
21341		Theia_2718	Kounkel+20	gaia_dr2												
21342		Theia_2719	Kounkel+20	gaia_dr2												
21343	5554	Theia_272	Kounkel+20	gaia_dr2	1.297	0.23925472	0.23925472	0.30439744	0.4104	0.22375579	0.2605	0.213	0.03408	0.0	0.224	0.1456
21344		Theia_2720	Kounkel+20	gaia_dr2												
21345		Theia_2721	Kounkel+20	gaia_dr2												
21346		Theia_2722	Kounkel+20	gaia_dr2												
21347		Theia_2723	Kounkel+20	gaia_dr2												
21348		Theia_2724	Kounkel+20	gaia_dr2												
21349	5852	Theia_2725	Kounkel+20	gaia_dr2	0.243	0.12164341	0.12164341	0.23905447	0.08044	0.33497828	0.5053	1.603	0.1629	0.7767	1.6	0.9049
21350		Theia_2726	Kounkel+20	gaia_dr2												
21351	4404	Theia_2727	Kounkel+20	gaia_dr2	0.2341	0.15741645	0.15741645	0.89923436	0.3362	0.22510575	0.0961	0.252	0.1502	1.262	1.26	0.5797
21352	5369	Theia_2727	Kounkel+20	gaia_dr2	0.05228	0.0351553	0.0351553	0.17159325	0.3956	0.27181616	0.02647	0.0	0.03022	0.0	0.272	0.09061
21353	5853	Theia_2727	Kounkel+20	gaia_dr2	0.1172	0.07880178	0.07880178	0.80100986	0.9969	0.74459942	0.0081	0.0	0.1839	1.687	1.69	0.8104
21354	5854	Theia_2728	Kounkel+20	gaia_dr2	0.3042	0.16912535	0.16912535	0.8646509	0.3001	0.46315585	0.1447	0.2762	0.2087	0.5525	0.553	0.4306
21355		Theia_2729	Kounkel+20	gaia_dr2												
21356	1462	Theia_273	Kounkel+20	gaia_dr2	0.1656	0.03096478	0.03096478	0.79363404	0.1959	0.29349082	0.9875	1.892	0.1767	0.3823	1.89	0.8558
21357	5855	Theia_2730	Kounkel+20	gaia_dr2	0.1559	0.05427267	0.05427267	0.85358579	0.3816	0.55028825	0.06002	0.0136	0.2039	1.664	1.66	0.7428
21358	6242	Theia_2731	Kounkel+20	gaia_dr2	0.1	0.04086521	0.04086521	0.5897882	1.328	0.98549302	0.182	0.1427	0.04704	0.0	0.985	0.3761
21359		Theia_2732	Kounkel+20	gaia_dr2												
21360		Theia_2733	Kounkel+20	gaia_dr2												
21361		Theia_2734	Kounkel+20	gaia_dr2												
21362		Theia_2735	Kounkel+20	gaia_dr2												
21363		Theia_2736	Kounkel+20	gaia_dr2												
21364	4846	Theia_2737	Kounkel+20	gaia_dr2	0.06188	0.02397985	0.02397985	0.16189662	0.05178	0.00509113	0.03166	0.0	0.01521	0.0	0.00509	0.001697
21365		Theia_2738	Kounkel+20	gaia_dr2												
21366	6391	Theia_2739	Kounkel+20	gaia_dr2	0.5178	0.14520534	0.14520534	0.42449778	0.757	0.58365881	0.09627	0.1887	0.2938	1.429	1.43	0.7338
21367	5555	Theia_274	Kounkel+20	gaia_dr2	0.2126	0.08730877	0.08730877	0.09553808	0.01285	0.0	0.13	0.1649	0.04345	0.0	0.165	0.05498
21368		Theia_2740	Kounkel+20	gaia_dr2												
21369	6267	Theia_2741	Kounkel+20	gaia_dr2	0.749	0.41050493	0.41050493	0.98810399	0.45	1.29252624	0.7602	0.7695	0.1476	1.07	1.29	1.044
21370	1769	Theia_2742	Kounkel+20	gaia_dr2	0.1587	0.04318533	0.04318533	0.4521948	0.1763	0.27924364	0.00289	0.0	0.02812	0.0	0.279	0.09308
21371		Theia_2743	Kounkel+20	gaia_dr2												
21372		Theia_2744	Kounkel+20	gaia_dr2												
21373	5856	Theia_2745	Kounkel+20	gaia_dr2	0.2741	0.12167093	0.12167093	0.62177481	0.8616	0.67483791	0.223	0.545	0.1138	0.4018	0.675	0.5406
21374	4271	Theia_2746	Kounkel+20	gaia_dr2	0.02892	0.01501932	0.01501932	0.22302844	0.1661	0.13769774	0.3218	0.5585	0.03109	0.0	0.558	0.2321
21375		Theia_2747	Kounkel+20	gaia_dr2												
21376		Theia_2748	Kounkel+20	gaia_dr2												
21377		Theia_2749	Kounkel+20	gaia_dr2												
21378		Theia_275	Kounkel+20	gaia_dr2												
21379		Theia_2750	Kounkel+20	gaia_dr2												
21380		Theia_2751	Kounkel+20	gaia_dr2												
21381		Theia_2752	Kounkel+20	gaia_dr2												
21382		Theia_2753	Kounkel+20	gaia_dr2												
21383		Theia_2754	Kounkel+20	gaia_dr2												
21384		Theia_2755	Kounkel+20	gaia_dr2												
21385		Theia_2756	Kounkel+20	gaia_dr2												
21386		Theia_2757	Kounkel+20	gaia_dr2												
21387		Theia_2758	Kounkel+20	gaia_dr2												
21388		Theia_2759	Kounkel+20	gaia_dr2												
21389	5462	Theia_276	Kounkel+20	gaia_dr2	1.459	0.32247081	0.32247081	0.97251944	0.1198	0.17969172	0.157	0.07454	0.02089	0.0	0.18	0.08475
21390		Theia_2760	Kounkel+20	gaia_dr2												
21391		Theia_2761	Kounkel+20	gaia_dr2												
21392	7134	Theia_2762	Kounkel+20	gaia_dr2	0.6405	0.17708097	0.17708097	0.71962577	1.098	1.30337502	1.336	1.358	0.3747	1.628	1.63	1.43
21393	1716	Theia_2763	Kounkel+20	gaia_dr2	0.1378	0.08881287	0.08881287	0.27106994	0.498	0.90981031	0.3551	0.3201	0.1758	1.345	1.34	0.8582
21394		Theia_2764	Kounkel+20	gaia_dr2												
21395	4611	Theia_2765	Kounkel+20	gaia_dr2	0.2036	0.06438967	0.06438967	0.40419757	0.4287	0.28359852	0.5222	0.3955	0.08609	0.2382	0.396	0.3058
21396	5883	Theia_2765	Kounkel+20	gaia_dr2	1.593	0.50390463	0.50390463	0.84320609	1.901	1.38606802	0.135	0.07122	0.06163	0.07676	1.39	0.5113
21397		Theia_2766	Kounkel+20	gaia_dr2												
21398	6801	Theia_2767	Kounkel+20	gaia_dr2	1.273	0.65518974	0.65518974	0.72226073	0.5488	0.51692075	2.024	1.813	0.1245	0.3824	1.81	0.9042
21399	4603	Theia_2767	Kounkel+20	gaia_dr2	0.05978	0.03078206	0.03078206	0.15309407	0.02201	0.0	0.06925	0.01768	0.02784	0.0	0.0177	0.005895
21400		Theia_2768	Kounkel+20	gaia_dr2												
21401		Theia_2769	Kounkel+20	gaia_dr2												
21402	5556	Theia_277	Kounkel+20	gaia_dr2	0.2796	0.058247	0.058247	0.87009804	0.2778	0.22834267	1.909	1.436	0.3529	0.9379	1.44	0.8674
21403	4573	Theia_277	Kounkel+20	gaia_dr2	0.2065	0.04301692	0.04301692	0.2958145	0.1405	0.09069861	0.3651	0.2434	0.0406	0.0	0.243	0.1114
21404	5834	Theia_277	Kounkel+20	gaia_dr2	0.3141	0.06543787	0.06543787	0.1123768	1.015	0.96718307	1.782	1.338	0.09443	0.1376	1.34	0.8142
21405		Theia_2770	Kounkel+20	gaia_dr2												
21406		Theia_2771	Kounkel+20	gaia_dr2												
21407		Theia_2772	Kounkel+20	gaia_dr2												
21408		Theia_2773	Kounkel+20	gaia_dr2												
21409		Theia_2774	Kounkel+20	gaia_dr2												
21410		Theia_2775	Kounkel+20	gaia_dr2												
21411		Theia_2776	Kounkel+20	gaia_dr2												
21412		Theia_2777	Kounkel+20	gaia_dr2												
21413		Theia_2778	Kounkel+20	gaia_dr2												
21414	4670	Theia_2779	Kounkel+20	gaia_dr2	0.01375	0.02015071	0.02015071	0.0388988	0.02783	0.0	0.04519	0.0	0.01332	0.0	0.0	0.0
21415	7001	Theia_278	Kounkel+20	gaia_dr2	0.2229	0.07687211	0.07687211	0.28484129	0.1854	0.44926224	0.5792	0.3989	0.1017	0.2133	0.449	0.3538
21416		Theia_2780	Kounkel+20	gaia_dr2												
21417		Theia_2781	Kounkel+20	gaia_dr2												
21418	5857	Theia_2782	Kounkel+20	gaia_dr2	0.6158	0.29004257	0.29004257	0.79174431	0.1508	0.13278036	0.06691	0.1831	0.05482	0.02365	0.183	0.1132
21419	1282	Theia_2782	Kounkel+20	gaia_dr2	0.4812	0.22662295	0.22662295	0.66167123	0.1541	0.13718803	0.06275	0.1392	0.0577	0.03775	0.139	0.1047
21420		Theia_2783	Kounkel+20	gaia_dr2												
21421		Theia_2784	Kounkel+20	gaia_dr2												
21422		Theia_2785	Kounkel+20	gaia_dr2												
21423		Theia_2786	Kounkel+20	gaia_dr2												
21424		Theia_2787	Kounkel+20	gaia_dr2												
21425	1397	Theia_2788	Kounkel+20	gaia_dr2	0.1662	0.07366551	0.07366551	0.67864786	0.1958	0.13491425	0.06684	0.02117	0.2248	1.421	1.42	0.5258
21426	1595	Theia_2789	Kounkel+20	gaia_dr2	0.1049	0.07710291	0.07710291	0.27248859	0.06841	0.08613038	0.05637	0.0712	0.02226	0.0	0.0861	0.05244
21427		Theia_279	Kounkel+20	gaia_dr2												
21428		Theia_2790	Kounkel+20	gaia_dr2												
21429		Theia_2791	Kounkel+20	gaia_dr2												
21430		Theia_2792	Kounkel+20	gaia_dr2												
21431	4836	Theia_2793	Kounkel+20	gaia_dr2	0.05485	0.03363055	0.03363055	0.14827612	0.01376	0.0	0.37	0.4023	0.05138	0.009734	0.402	0.1373
21432		Theia_2794	Kounkel+20	gaia_dr2												
21433		Theia_2795	Kounkel+20	gaia_dr2												
21434	319	Theia_2796	Kounkel+20	gaia_dr2	0.465	0.21629124	0.21629124	0.92563567	0.007323	0.0	0.2705	0.314	0.06171	0.04734	0.314	0.1205
21435		Theia_2797	Kounkel+20	gaia_dr2												
21436		Theia_2798	Kounkel+20	gaia_dr2												
21437		Theia_2799	Kounkel+20	gaia_dr2												
21438	89	Theia_28	Kounkel+20	gaia_dr2	0.285	0.04514885	0.04514885	0.2301393	0.01538	0.0	0.4693	0.3547	0.01986	0.0	0.355	0.1182
21439	5788	Theia_28	Kounkel+20	gaia_dr2	0.7634	0.12093654	0.12093654	0.80030234	1.982	1.85241622	1.245	1.011	0.07569	0.1257	1.85	0.9964
21440	5557	Theia_280	Kounkel+20	gaia_dr2	0.773	0.1942193	0.1942193	0.21033103	0.3591	0.67146127	0.00321	0.0	0.04914	0.0	0.671	0.2238
21441		Theia_2800	Kounkel+20	gaia_dr2												
21442		Theia_2801	Kounkel+20	gaia_dr2												
21443		Theia_2802	Kounkel+20	gaia_dr2												
21444	5858	Theia_2803	Kounkel+20	gaia_dr2	0.1796	0.10691074	0.10691074	0.76355566	0.05192	0.01054635	0.1736	0.2384	0.02317	0.0	0.238	0.083
21445		Theia_2804	Kounkel+20	gaia_dr2												
21446		Theia_2805	Kounkel+20	gaia_dr2												
21447		Theia_2806	Kounkel+20	gaia_dr2												
21448		Theia_2807	Kounkel+20	gaia_dr2												
21449		Theia_2808	Kounkel+20	gaia_dr2												
21450		Theia_2809	Kounkel+20	gaia_dr2												
21451	4519	Theia_281	Kounkel+20	gaia_dr2	1.793	0.40156446	0.46619192	0.40156446	0.009246	0.0	0.0566	0.01198	0.05737	0.04069	0.0407	0.01756
21452		Theia_2810	Kounkel+20	gaia_dr2												
21453	4580	Theia_2811	Kounkel+20	gaia_dr2	0.3597	0.10752761	0.10752761	0.46563507	1.031	0.81097626	0.4772	0.779	0.175	0.676	0.811	0.7553
21454	5859	Theia_2812	Kounkel+20	gaia_dr2	0.4607	0.13905074	0.13905074	0.89762854	0.03188	0.0	0.3749	0.419	0.1011	0.2104	0.419	0.2098
21455	4629	Theia_2813	Kounkel+20	gaia_dr2	0.1777	0.05624062	0.05624062	0.51569926	0.5098	0.30295294	0.07322	0.05862	0.1473	0.7008	0.701	0.3541
21456		Theia_2814	Kounkel+20	gaia_dr2												
21457	1762	Theia_2815	Kounkel+20	gaia_dr2	0.1968	0.07714609	0.07714609	0.80934188	0.01022	0.0	0.003588	0.0	0.003014	0.0	0.0	0.0
21458		Theia_2816	Kounkel+20	gaia_dr2												
21459		Theia_2817	Kounkel+20	gaia_dr2												
21460		Theia_2818	Kounkel+20	gaia_dr2												
21461	5860	Theia_2819	Kounkel+20	gaia_dr2	0.2679	0.10078853	0.10078853	0.96957207	0.7386	0.90260079	0.1336	0.1905	0.01577	0.0	0.903	0.3644
21462	5558	Theia_282	Kounkel+20	gaia_dr2	1.191	0.12185524	0.12185524	0.19977427	0.1676	0.27242295	0.02305	0.0	0.04157	0.0	0.272	0.09081
21463	5980	Theia_2820	Kounkel+20	gaia_dr2	0.4469	0.11921055	0.11921055	0.8933769	0.06747	0.06017762	0.395	0.7767	0.05687	0.2781	0.777	0.3717
21464	1734	Theia_2821	Kounkel+20	gaia_dr2	0.1884	0.05082613	0.05082613	0.36003362	0.01187	0.0	0.008957	0.0	0.02762	0.0	0.0	0.0
21465	5861	Theia_2822	Kounkel+20	gaia_dr2	0.06595	0.02755917	0.02755917	0.42597569	0.5806	0.925287	0.212	0.2723	0.1485	1.499	1.5	0.8988
21466		Theia_2823	Kounkel+20	gaia_dr2												
21467		Theia_2824	Kounkel+20	gaia_dr2												
21468		Theia_2825	Kounkel+20	gaia_dr2												
21469		Theia_2826	Kounkel+20	gaia_dr2												
21470		Theia_2827	Kounkel+20	gaia_dr2												
21471		Theia_2828	Kounkel+20	gaia_dr2												
21472		Theia_2829	Kounkel+20	gaia_dr2												
21473	5559	Theia_283	Kounkel+20	gaia_dr2	0.08885	0.01337215	0.01337215	0.08071542	0.2508	0.26187308	0.3077	0.3016	0.03452	0.0	0.302	0.1878
21474		Theia_2830	Kounkel+20	gaia_dr2												
21475		Theia_2831	Kounkel+20	gaia_dr2												
21476		Theia_2832	Kounkel+20	gaia_dr2												
21477		Theia_2833	Kounkel+20	gaia_dr2												
21478		Theia_2834	Kounkel+20	gaia_dr2												
21479		Theia_2835	Kounkel+20	gaia_dr2												
21480	6337	Theia_2836	Kounkel+20	gaia_dr2	0.06528	0.06069293	0.06069293	0.07155128	0.1535	0.28717022	0.2324	0.3009	0.08246	0.1506	0.301	0.2462
21481		Theia_2837	Kounkel+20	gaia_dr2												
21482	254	Theia_2838	Kounkel+20	gaia_dr2	0.1494	0.06853119	0.06853119	0.45472402	0.08261	0.21098617	0.1344	0.09616	0.04114	0.0	0.211	0.1024
21483		Theia_2839	Kounkel+20	gaia_dr2												
21484		Theia_284	Kounkel+20	gaia_dr2												
