recno	ID	NameLit	SourceCat	TypeSourceCat	Sep	SepTidal	SepTidalLit	SepTidalData	pmRASep	pmRASigma	pmDESep	pmDESigma	PlxSep	PlxSigma	maxSigma	meanSigma
17764		SL_107	Bica+08	position_(magellanic_clouds)												
17765		SL_108	Bica+08	position_(magellanic_clouds)												
17766		SL_109	Bica+08	position_(magellanic_clouds)												
17767		SL_11	Bica+08	position_(magellanic_clouds)												
17768		SL_110	Bica+08	position_(magellanic_clouds)												
17769		SL_111	Bica+08	position_(magellanic_clouds)												
17770		SL_114	Bica+08	position_(magellanic_clouds)												
17771		SL_116	Bica+08	position_(magellanic_clouds)												
17772		SL_117	Bica+08	position_(magellanic_clouds)												
17773		SL_118	Bica+08	position_(magellanic_clouds)												
17774		SL_119	Bica+08	position_(magellanic_clouds)												
17775		SL_12	Bica+08	position_(magellanic_clouds)												
17776		SL_123	Bica+08	position_(magellanic_clouds)												
17777		SL_124e	Bica+08	position_(magellanic_clouds)												
17778		SL_124w	Bica+08	position_(magellanic_clouds)												
17779		SL_126	Bica+08	position_(magellanic_clouds)												
17780		SL_13	Bica+08	position_(magellanic_clouds)												
17781		SL_131	Bica+08	position_(magellanic_clouds)												
17782		SL_132	Bica+08	position_(magellanic_clouds)												
17783		SL_133	Bica+08	position_(magellanic_clouds)												
17784		SL_134	Bica+08	position_(magellanic_clouds)												
17785		SL_135	Bica+08	position_(magellanic_clouds)												
17786		SL_136	Bica+08	position_(magellanic_clouds)												
17787		SL_138	Bica+08	position_(magellanic_clouds)												
17788		SL_139	Bica+08	position_(magellanic_clouds)												
17789		SL_14	Bica+08	position_(magellanic_clouds)												
17790		SL_142	Bica+08	position_(magellanic_clouds)												
17791		SL_143	Bica+08	position_(magellanic_clouds)												
17792		SL_146	Bica+08	position_(magellanic_clouds)												
17793		SL_147	Bica+08	position_(magellanic_clouds)												
17794		SL_15	Bica+08	position_(magellanic_clouds)												
17795		SL_150	Bica+08	position_(magellanic_clouds)												
17796		SL_151	Bica+08	position_(magellanic_clouds)												
17797		SL_152	Bica+08	position_(magellanic_clouds)												
17798		SL_153	Bica+08	position_(magellanic_clouds)												
17799		SL_154	Bica+08	position_(magellanic_clouds)												
17800		SL_156	Bica+08	position_(magellanic_clouds)												
17801		SL_157	Bica+08	position_(magellanic_clouds)												
17802		SL_158	Bica+08	position_(magellanic_clouds)												
17803		SL_16	Bica+08	position_(magellanic_clouds)												
17804		SL_160	Bica+08	position_(magellanic_clouds)												
17805		SL_161	Bica+08	position_(magellanic_clouds)												
17806		SL_162	Bica+08	position_(magellanic_clouds)												
17807		SL_164	Bica+08	position_(magellanic_clouds)												
17808		SL_166	Bica+08	position_(magellanic_clouds)												
17809		SL_167	Bica+08	position_(magellanic_clouds)												
17810		SL_168	Bica+08	position_(magellanic_clouds)												
17811		SL_169	Bica+08	position_(magellanic_clouds)												
17812		SL_171	Bica+08	position_(magellanic_clouds)												
17813		SL_173	Bica+08	position_(magellanic_clouds)												
17814		SL_174	Bica+08	position_(magellanic_clouds)												
17815		SL_175	Bica+08	position_(magellanic_clouds)												
17816		SL_176	Bica+08	position_(magellanic_clouds)												
17817		SL_177	Bica+08	position_(magellanic_clouds)												
17818		SL_178	Bica+08	position_(magellanic_clouds)												
17819		SL_179	Bica+08	position_(magellanic_clouds)												
17820		SL_18	Bica+08	position_(magellanic_clouds)												
17821		SL_180	Bica+08	position_(magellanic_clouds)												
17822		SL_181	Bica+08	position_(magellanic_clouds)												
17823		SL_183	Bica+08	position_(magellanic_clouds)												
17824		SL_185	Bica+08	position_(magellanic_clouds)												
17825		SL_187	Bica+08	position_(magellanic_clouds)												
17826		SL_188	Bica+08	position_(magellanic_clouds)												
17827		SL_19	Bica+08	position_(magellanic_clouds)												
17828		SL_191	Bica+08	position_(magellanic_clouds)												
17829		SL_192	Bica+08	position_(magellanic_clouds)												
17830		SL_193	Bica+08	position_(magellanic_clouds)												
17831		SL_195	Bica+08	position_(magellanic_clouds)												
17832		SL_196	Bica+08	position_(magellanic_clouds)												
17833		SL_197	Bica+08	position_(magellanic_clouds)												
17834		SL_2	Bica+08	position_(magellanic_clouds)												
17835		SL_204	Bica+08	position_(magellanic_clouds)												
17836		SL_205	Bica+08	position_(magellanic_clouds)												
17837		SL_21	Bica+08	position_(magellanic_clouds)												
17838		SL_212	Bica+08	position_(magellanic_clouds)												
17839		SL_213	Bica+08	position_(magellanic_clouds)												
17840		SL_214	Bica+08	position_(magellanic_clouds)												
17841		SL_216	Bica+08	position_(magellanic_clouds)												
17842		SL_218	Bica+08	position_(magellanic_clouds)												
17843		SL_219	Bica+08	position_(magellanic_clouds)												
17844		SL_22	Bica+08	position_(magellanic_clouds)												
17845		SL_222e	Bica+08	position_(magellanic_clouds)												
17846		SL_222w	Bica+08	position_(magellanic_clouds)												
17847		SL_224	Bica+08	position_(magellanic_clouds)												
17848		SL_228e	Bica+08	position_(magellanic_clouds)												
17849		SL_228w	Bica+08	position_(magellanic_clouds)												
17850		SL_229	Bica+08	position_(magellanic_clouds)												
17851		SL_23	Bica+08	position_(magellanic_clouds)												
17852		SL_230	Bica+08	position_(magellanic_clouds)												
17853		SL_231	Bica+08	position_(magellanic_clouds)												
17854		SL_232	Bica+08	position_(magellanic_clouds)												
17855		SL_233	Bica+08	position_(magellanic_clouds)												
17856		SL_234	Bica+08	position_(magellanic_clouds)												
17857		SL_235	Bica+08	position_(magellanic_clouds)												
17858		SL_236	Bica+08	position_(magellanic_clouds)												
17859		SL_237	Bica+08	position_(magellanic_clouds)												
17860		SL_238	Bica+08	position_(magellanic_clouds)												
17861		SL_239	Bica+08	position_(magellanic_clouds)												
17862		SL_23A	Bica+08	position_(magellanic_clouds)												
17863		SL_24	Bica+08	position_(magellanic_clouds)												
17864		SL_244	Bica+08	position_(magellanic_clouds)												
17865		SL_245	Bica+08	position_(magellanic_clouds)												
17866		SL_246	Bica+08	position_(magellanic_clouds)												
17867		SL_248	Bica+08	position_(magellanic_clouds)												
17868		SL_249	Bica+08	position_(magellanic_clouds)												
17869		SL_250	Bica+08	position_(magellanic_clouds)												
17870		SL_251	Bica+08	position_(magellanic_clouds)												
17871		SL_252	Bica+08	position_(magellanic_clouds)												
17872		SL_253	Bica+08	position_(magellanic_clouds)												
17873		SL_254	Bica+08	position_(magellanic_clouds)												
17874		SL_255	Bica+08	position_(magellanic_clouds)												
17875		SL_256	Bica+08	position_(magellanic_clouds)												
17876		SL_257	Bica+08	position_(magellanic_clouds)												
17877		SL_258	Bica+08	position_(magellanic_clouds)												
17878		SL_259	Bica+08	position_(magellanic_clouds)												
17879		SL_26	Bica+08	position_(magellanic_clouds)												
17880		SL_260	Bica+08	position_(magellanic_clouds)												
17881		SL_262	Bica+08	position_(magellanic_clouds)												
17882		SL_263	Bica+08	position_(magellanic_clouds)												
17883		SL_266	Bica+08	position_(magellanic_clouds)												
17884		SL_268	Bica+08	position_(magellanic_clouds)												
17885		SL_269	Bica+08	position_(magellanic_clouds)												
17886		SL_27	Bica+08	position_(magellanic_clouds)												
17887		SL_270	Bica+08	position_(magellanic_clouds)												
17888		SL_272	Bica+08	position_(magellanic_clouds)												
17889		SL_273	Bica+08	position_(magellanic_clouds)												
17890		SL_275	Bica+08	position_(magellanic_clouds)												
17891		SL_276	Bica+08	position_(magellanic_clouds)												
17892		SL_278	Bica+08	position_(magellanic_clouds)												
17893		SL_279	Bica+08	position_(magellanic_clouds)												
17894		SL_28	Bica+08	position_(magellanic_clouds)												
17895		SL_280	Bica+08	position_(magellanic_clouds)												
17896		SL_281	Bica+08	position_(magellanic_clouds)												
17897		SL_282	Bica+08	position_(magellanic_clouds)												
17898		SL_283	Bica+08	position_(magellanic_clouds)												
17899		SL_285	Bica+08	position_(magellanic_clouds)												
17900		SL_288	Bica+08	position_(magellanic_clouds)												
17901		SL_289	Bica+08	position_(magellanic_clouds)												
17902		SL_29	Bica+08	position_(magellanic_clouds)												
17903		SL_290	Bica+08	position_(magellanic_clouds)												
17904		SL_291	Bica+08	position_(magellanic_clouds)												
17905		SL_292	Bica+08	position_(magellanic_clouds)												
17906		SL_293	Bica+08	position_(magellanic_clouds)												
17907		SL_294	Bica+08	position_(magellanic_clouds)												
17908		SL_295	Bica+08	position_(magellanic_clouds)												
17909		SL_296	Bica+08	position_(magellanic_clouds)												
17910		SL_298	Bica+08	position_(magellanic_clouds)												
17911		SL_30	Bica+08	position_(magellanic_clouds)												
17912		SL_300	Bica+08	position_(magellanic_clouds)												
17913		SL_301	Bica+08	position_(magellanic_clouds)												
17914		SL_302	Bica+08	position_(magellanic_clouds)												
17915		SL_303	Bica+08	position_(magellanic_clouds)												
17916		SL_304	Bica+08	position_(magellanic_clouds)												
17917		SL_308	Bica+08	position_(magellanic_clouds)												
17918		SL_31	Bica+08	position_(magellanic_clouds)												
17919		SL_310	Bica+08	position_(magellanic_clouds)												
17920		SL_311	Bica+08	position_(magellanic_clouds)												
17921		SL_312	Bica+08	position_(magellanic_clouds)												
17922		SL_314	Bica+08	position_(magellanic_clouds)												
17923		SL_315	Bica+08	position_(magellanic_clouds)												
17924		SL_322	Bica+08	position_(magellanic_clouds)												
17925		SL_327	Bica+08	position_(magellanic_clouds)												
17926		SL_329	Bica+08	position_(magellanic_clouds)												
17927		SL_33	Bica+08	position_(magellanic_clouds)												
17928		SL_332	Bica+08	position_(magellanic_clouds)												
17929		SL_333	Bica+08	position_(magellanic_clouds)												
17930		SL_334	Bica+08	position_(magellanic_clouds)												
17931		SL_335	Bica+08	position_(magellanic_clouds)												
17932		SL_336	Bica+08	position_(magellanic_clouds)												
17933		SL_337	Bica+08	position_(magellanic_clouds)												
17934		SL_339	Bica+08	position_(magellanic_clouds)												
17935		SL_34	Bica+08	position_(magellanic_clouds)												
17936		SL_341	Bica+08	position_(magellanic_clouds)												
17937		SL_342	Bica+08	position_(magellanic_clouds)												
17938		SL_345	Bica+08	position_(magellanic_clouds)												
17939		SL_346	Bica+08	position_(magellanic_clouds)												
17940		SL_347	Bica+08	position_(magellanic_clouds)												
17941		SL_348	Bica+08	position_(magellanic_clouds)												
17942		SL_349	Bica+08	position_(magellanic_clouds)												
17943		SL_35	Bica+08	position_(magellanic_clouds)												
17944		SL_351	Bica+08	position_(magellanic_clouds)												
17945		SL_352	Bica+08	position_(magellanic_clouds)												
17946		SL_354	Bica+08	position_(magellanic_clouds)												
17947		SL_357	Bica+08	position_(magellanic_clouds)												
17948		SL_358	Bica+08	position_(magellanic_clouds)												
17949		SL_359	Bica+08	position_(magellanic_clouds)												
17950		SL_36	Bica+08	position_(magellanic_clouds)												
17951		SL_360	Bica+08	position_(magellanic_clouds)												
17952		SL_362	Bica+08	position_(magellanic_clouds)												
17953		SL_364	Bica+08	position_(magellanic_clouds)												
17954		SL_366	Bica+08	position_(magellanic_clouds)												
17955		SL_368	Bica+08	position_(magellanic_clouds)												
17956		SL_37	Bica+08	position_(magellanic_clouds)												
17957		SL_370	Bica+08	position_(magellanic_clouds)												
17958		SL_371	Bica+08	position_(magellanic_clouds)												
17959		SL_372	Bica+08	position_(magellanic_clouds)												
17960		SL_374	Bica+08	position_(magellanic_clouds)												
17961		SL_375	Bica+08	position_(magellanic_clouds)												
17962		SL_377	Bica+08	position_(magellanic_clouds)												
17963		SL_378	Bica+08	position_(magellanic_clouds)												
17964		SL_380	Bica+08	position_(magellanic_clouds)												
17965		SL_382	Bica+08	position_(magellanic_clouds)												
17966		SL_383	Bica+08	position_(magellanic_clouds)												
17967		SL_384	Bica+08	position_(magellanic_clouds)												
17968		SL_385	Bica+08	position_(magellanic_clouds)												
17969		SL_386	Bica+08	position_(magellanic_clouds)												
17970		SL_387	Bica+08	position_(magellanic_clouds)												
17971		SL_388	Bica+08	position_(magellanic_clouds)												
17972		SL_389	Bica+08	position_(magellanic_clouds)												
17973		SL_390	Bica+08	position_(magellanic_clouds)												
17974		SL_393	Bica+08	position_(magellanic_clouds)												
17975		SL_394	Bica+08	position_(magellanic_clouds)												
17976		SL_395	Bica+08	position_(magellanic_clouds)												
17977		SL_396	Bica+08	position_(magellanic_clouds)												
17978		SL_397	Bica+08	position_(magellanic_clouds)												
17979		SL_398	Bica+08	position_(magellanic_clouds)												
17980		SL_399	Bica+08	position_(magellanic_clouds)												
17981		SL_4	Bica+08	position_(magellanic_clouds)												
17982		SL_400	Bica+08	position_(magellanic_clouds)												
17983		SL_401	Bica+08	position_(magellanic_clouds)												
17984		SL_402	Bica+08	position_(magellanic_clouds)												
17985		SL_406	Bica+08	position_(magellanic_clouds)												
17986		SL_407	Bica+08	position_(magellanic_clouds)												
17987		SL_408A	Bica+08	position_(magellanic_clouds)												
17988		SL_409	Bica+08	position_(magellanic_clouds)												
17989		SL_41	Bica+08	position_(magellanic_clouds)												
17990		SL_410	Bica+08	position_(magellanic_clouds)												
17991		SL_411	Bica+08	position_(magellanic_clouds)												
17992		SL_412	Bica+08	position_(magellanic_clouds)												
17993		SL_415	Bica+08	position_(magellanic_clouds)												
17994		SL_416	Bica+08	position_(magellanic_clouds)												
17995		SL_418	Bica+08	position_(magellanic_clouds)												
17996		SL_419	Bica+08	position_(magellanic_clouds)												
17997		SL_42	Bica+08	position_(magellanic_clouds)												
17998		SL_421	Bica+08	position_(magellanic_clouds)												
17999		SL_423	Bica+08	position_(magellanic_clouds)												
18000		SL_424	Bica+08	position_(magellanic_clouds)												
18001		SL_425	Bica+08	position_(magellanic_clouds)												
18002		SL_428	Bica+08	position_(magellanic_clouds)												
18003		SL_431	Bica+08	position_(magellanic_clouds)												
18004		SL_432n	Bica+08	position_(magellanic_clouds)												
18005		SL_432s	Bica+08	position_(magellanic_clouds)												
18006		SL_433	Bica+08	position_(magellanic_clouds)												
18007		SL_434	Bica+08	position_(magellanic_clouds)												
18008		SL_435	Bica+08	position_(magellanic_clouds)												
18009		SL_436	Bica+08	position_(magellanic_clouds)												
18010		SL_438	Bica+08	position_(magellanic_clouds)												
18011		SL_439	Bica+08	position_(magellanic_clouds)												
18012		SL_440	Bica+08	position_(magellanic_clouds)												
18013		SL_441	Bica+08	position_(magellanic_clouds)												
18014		SL_443	Bica+08	position_(magellanic_clouds)												
18015		SL_444	Bica+08	position_(magellanic_clouds)												
18016		SL_446	Bica+08	position_(magellanic_clouds)												
18017		SL_446A	Bica+08	position_(magellanic_clouds)												
18018		SL_447	Bica+08	position_(magellanic_clouds)												
18019		SL_448	Bica+08	position_(magellanic_clouds)												
18020		SL_449	Bica+08	position_(magellanic_clouds)												
18021		SL_451	Bica+08	position_(magellanic_clouds)												
18022		SL_452	Bica+08	position_(magellanic_clouds)												
18023		SL_453	Bica+08	position_(magellanic_clouds)												
18024		SL_455	Bica+08	position_(magellanic_clouds)												
18025		SL_460	Bica+08	position_(magellanic_clouds)												
18026		SL_461	Bica+08	position_(magellanic_clouds)												
18027		SL_463	Bica+08	position_(magellanic_clouds)												
18028		SL_465	Bica+08	position_(magellanic_clouds)												
18029		SL_468	Bica+08	position_(magellanic_clouds)												
18030		SL_469	Bica+08	position_(magellanic_clouds)												
18031		SL_470	Bica+08	position_(magellanic_clouds)												
18032		SL_472	Bica+08	position_(magellanic_clouds)												
18033		SL_473	Bica+08	position_(magellanic_clouds)												
18034		SL_474	Bica+08	position_(magellanic_clouds)												
18035		SL_477	Bica+08	position_(magellanic_clouds)												
18036		SL_48	Bica+08	position_(magellanic_clouds)												
18037		SL_482	Bica+08	position_(magellanic_clouds)												
18038		SL_484	Bica+08	position_(magellanic_clouds)												
18039		SL_485	Bica+08	position_(magellanic_clouds)												
18040		SL_487e	Bica+08	position_(magellanic_clouds)												
18041		SL_49	Bica+08	position_(magellanic_clouds)												
18042		SL_490	Bica+08	position_(magellanic_clouds)												
18043		SL_492	Bica+08	position_(magellanic_clouds)												
18044		SL_495	Bica+08	position_(magellanic_clouds)												
18045		SL_496	Bica+08	position_(magellanic_clouds)												
18046		SL_497	Bica+08	position_(magellanic_clouds)												
18047		SL_498	Bica+08	position_(magellanic_clouds)												
18048		SL_5	Bica+08	position_(magellanic_clouds)												
18049		SL_500	Bica+08	position_(magellanic_clouds)												
18050		SL_502	Bica+08	position_(magellanic_clouds)												
18051		SL_503	Bica+08	position_(magellanic_clouds)												
18052		SL_504	Bica+08	position_(magellanic_clouds)												
18053		SL_504A	Bica+08	position_(magellanic_clouds)												
18054		SL_505	Bica+08	position_(magellanic_clouds)												
18055		SL_508	Bica+08	position_(magellanic_clouds)												
18056		SL_509	Bica+08	position_(magellanic_clouds)												
18057		SL_51	Bica+08	position_(magellanic_clouds)												
18058		SL_510	Bica+08	position_(magellanic_clouds)												
18059		SL_511	Bica+08	position_(magellanic_clouds)												
18060		SL_512	Bica+08	position_(magellanic_clouds)												
18061		SL_513	Bica+08	position_(magellanic_clouds)												
18062		SL_514	Bica+08	position_(magellanic_clouds)												
18063		SL_515	Bica+08	position_(magellanic_clouds)												
18064		SL_516	Bica+08	position_(magellanic_clouds)												
18065		SL_519n	Bica+08	position_(magellanic_clouds)												
18066		SL_519s	Bica+08	position_(magellanic_clouds)												
18067		SL_52	Bica+08	position_(magellanic_clouds)												
18068		SL_521	Bica+08	position_(magellanic_clouds)												
18069		SL_522	Bica+08	position_(magellanic_clouds)												
18070		SL_524	Bica+08	position_(magellanic_clouds)												
18071		SL_525	Bica+08	position_(magellanic_clouds)												
18072		SL_527	Bica+08	position_(magellanic_clouds)												
18073		SL_528	Bica+08	position_(magellanic_clouds)												
18074		SL_529	Bica+08	position_(magellanic_clouds)												
18075		SL_53	Bica+08	position_(magellanic_clouds)												
18076		SL_535	Bica+08	position_(magellanic_clouds)												
18077		SL_536	Bica+08	position_(magellanic_clouds)												
18078		SL_538	Bica+08	position_(magellanic_clouds)												
18079		SL_539	Bica+08	position_(magellanic_clouds)												
18080		SL_54	Bica+08	position_(magellanic_clouds)												
18081		SL_540	Bica+08	position_(magellanic_clouds)												
18082		SL_541	Bica+08	position_(magellanic_clouds)												
18083		SL_542	Bica+08	position_(magellanic_clouds)												
18084		SL_543	Bica+08	position_(magellanic_clouds)												
18085		SL_544	Bica+08	position_(magellanic_clouds)												
18086		SL_546	Bica+08	position_(magellanic_clouds)												
18087		SL_548	Bica+08	position_(magellanic_clouds)												
18088		SL_549	Bica+08	position_(magellanic_clouds)												
18089		SL_550	Bica+08	position_(magellanic_clouds)												
18090		SL_551	Bica+08	position_(magellanic_clouds)												
18091		SL_555	Bica+08	position_(magellanic_clouds)												
18092		SL_557	Bica+08	position_(magellanic_clouds)												
18093		SL_558	Bica+08	position_(magellanic_clouds)												
18094		SL_56	Bica+08	position_(magellanic_clouds)												
18095		SL_561	Bica+08	position_(magellanic_clouds)												
18096		SL_562	Bica+08	position_(magellanic_clouds)												
18097		SL_563	Bica+08	position_(magellanic_clouds)												
18098		SL_564	Bica+08	position_(magellanic_clouds)												
18099		SL_565	Bica+08	position_(magellanic_clouds)												
18100		SL_566	Bica+08	position_(magellanic_clouds)												
18101		SL_568	Bica+08	position_(magellanic_clouds)												
18102		SL_57	Bica+08	position_(magellanic_clouds)												
18103		SL_572	Bica+08	position_(magellanic_clouds)												
18104		SL_573	Bica+08	position_(magellanic_clouds)												
18105		SL_574	Bica+08	position_(magellanic_clouds)												
18106		SL_576	Bica+08	position_(magellanic_clouds)												
18107		SL_578	Bica+08	position_(magellanic_clouds)												
18108		SL_579	Bica+08	position_(magellanic_clouds)												
18109		SL_58	Bica+08	position_(magellanic_clouds)												
18110		SL_580	Bica+08	position_(magellanic_clouds)												
18111		SL_582	Bica+08	position_(magellanic_clouds)												
18112		SL_583	Bica+08	position_(magellanic_clouds)												
18113		SL_584	Bica+08	position_(magellanic_clouds)												
18114		SL_585	Bica+08	position_(magellanic_clouds)												
18115		SL_586	Bica+08	position_(magellanic_clouds)												
18116		SL_588	Bica+08	position_(magellanic_clouds)												
18117		SL_591	Bica+08	position_(magellanic_clouds)												
18118		SL_592	Bica+08	position_(magellanic_clouds)												
18119		SL_593	Bica+08	position_(magellanic_clouds)												
18120		SL_594	Bica+08	position_(magellanic_clouds)												
18121		SL_596	Bica+08	position_(magellanic_clouds)												
18122		SL_598	Bica+08	position_(magellanic_clouds)												
18123		SL_599	Bica+08	position_(magellanic_clouds)												
18124		SL_601	Bica+08	position_(magellanic_clouds)												
18125		SL_603	Bica+08	position_(magellanic_clouds)												
18126		SL_604	Bica+08	position_(magellanic_clouds)												
18127		SL_606	Bica+08	position_(magellanic_clouds)												
18128		SL_607	Bica+08	position_(magellanic_clouds)												
18129		SL_61	Bica+08	position_(magellanic_clouds)												
18130		SL_612	Bica+08	position_(magellanic_clouds)												
18131		SL_615	Bica+08	position_(magellanic_clouds)												
18132		SL_617	Bica+08	position_(magellanic_clouds)												
18133		SL_618	Bica+08	position_(magellanic_clouds)												
18134		SL_619	Bica+08	position_(magellanic_clouds)												
18135		SL_62	Bica+08	position_(magellanic_clouds)												
18136		SL_620	Bica+08	position_(magellanic_clouds)												
18137		SL_621	Bica+08	position_(magellanic_clouds)												
18138		SL_622	Bica+08	position_(magellanic_clouds)												
18139		SL_624	Bica+08	position_(magellanic_clouds)												
18140		SL_625	Bica+08	position_(magellanic_clouds)												
18141		SL_628	Bica+08	position_(magellanic_clouds)												
18142		SL_629	Bica+08	position_(magellanic_clouds)												
18143		SL_63	Bica+08	position_(magellanic_clouds)												
18144		SL_631	Bica+08	position_(magellanic_clouds)												
18145		SL_634	Bica+08	position_(magellanic_clouds)												
18146		SL_635	Bica+08	position_(magellanic_clouds)												
18147		SL_636	Bica+08	position_(magellanic_clouds)												
18148		SL_638	Bica+08	position_(magellanic_clouds)												
18149		SL_639	Bica+08	position_(magellanic_clouds)												
18150		SL_64	Bica+08	position_(magellanic_clouds)												
18151		SL_641	Bica+08	position_(magellanic_clouds)												
18152		SL_643	Bica+08	position_(magellanic_clouds)												
18153		SL_645	Bica+08	position_(magellanic_clouds)												
18154		SL_647	Bica+08	position_(magellanic_clouds)												
18155		SL_649	Bica+08	position_(magellanic_clouds)												
18156		SL_650	Bica+08	position_(magellanic_clouds)												
18157		SL_651	Bica+08	position_(magellanic_clouds)												
18158		SL_654	Bica+08	position_(magellanic_clouds)												
18159		SL_655	Bica+08	position_(magellanic_clouds)												
18160		SL_656	Bica+08	position_(magellanic_clouds)												
18161		SL_658	Bica+08	position_(magellanic_clouds)												
18162		SL_66	Bica+08	position_(magellanic_clouds)												
18163		SL_661	Bica+08	position_(magellanic_clouds)												
18164		SL_663	Bica+08	position_(magellanic_clouds)												
18165	7188	SL_666	Bica+08	position_(magellanic_clouds)	0.005936	0.03301365	0.64754124	0.03301365								
18166		SL_670	Bica+08	position_(magellanic_clouds)												
18167		SL_671	Bica+08	position_(magellanic_clouds)												
18168		SL_672	Bica+08	position_(magellanic_clouds)												
18169		SL_674	Bica+08	position_(magellanic_clouds)												
18170		SL_675	Bica+08	position_(magellanic_clouds)												
18171		SL_676	Bica+08	position_(magellanic_clouds)												
18172		SL_677	Bica+08	position_(magellanic_clouds)												
18173		SL_678	Bica+08	position_(magellanic_clouds)												
18174		SL_68	Bica+08	position_(magellanic_clouds)												
18175		SL_680	Bica+08	position_(magellanic_clouds)												
18176		SL_683	Bica+08	position_(magellanic_clouds)												
18177		SL_684	Bica+08	position_(magellanic_clouds)												
18178		SL_685	Bica+08	position_(magellanic_clouds)												
18179		SL_689	Bica+08	position_(magellanic_clouds)												
18180		SL_690	Bica+08	position_(magellanic_clouds)												
18181		SL_691	Bica+08	position_(magellanic_clouds)												
18182		SL_692	Bica+08	position_(magellanic_clouds)												
18183		SL_693	Bica+08	position_(magellanic_clouds)												
18184		SL_694	Bica+08	position_(magellanic_clouds)												
18185		SL_695	Bica+08	position_(magellanic_clouds)												
18186		SL_696	Bica+08	position_(magellanic_clouds)												
18187		SL_697	Bica+08	position_(magellanic_clouds)												
18188		SL_698	Bica+08	position_(magellanic_clouds)												
18189		SL_70	Bica+08	position_(magellanic_clouds)												
18190		SL_700	Bica+08	position_(magellanic_clouds)												
18191		SL_701	Bica+08	position_(magellanic_clouds)												
18192		SL_702	Bica+08	position_(magellanic_clouds)												
18193		SL_703	Bica+08	position_(magellanic_clouds)												
18194		SL_704	Bica+08	position_(magellanic_clouds)												
18195		SL_707	Bica+08	position_(magellanic_clouds)												
18196		SL_708	Bica+08	position_(magellanic_clouds)												
18197		SL_709	Bica+08	position_(magellanic_clouds)												
18198		SL_71	Bica+08	position_(magellanic_clouds)												
18199		SL_710	Bica+08	position_(magellanic_clouds)												
18200		SL_711	Bica+08	position_(magellanic_clouds)												
18201		SL_712	Bica+08	position_(magellanic_clouds)												
18202		SL_713	Bica+08	position_(magellanic_clouds)												
18203		SL_714	Bica+08	position_(magellanic_clouds)												
18204		SL_716	Bica+08	position_(magellanic_clouds)												
18205		SL_719	Bica+08	position_(magellanic_clouds)												
18206		SL_72	Bica+08	position_(magellanic_clouds)												
18207		SL_720	Bica+08	position_(magellanic_clouds)												
18208		SL_721	Bica+08	position_(magellanic_clouds)												
18209		SL_722	Bica+08	position_(magellanic_clouds)												
18210		SL_723	Bica+08	position_(magellanic_clouds)												
18211		SL_724	Bica+08	position_(magellanic_clouds)												
18212		SL_726	Bica+08	position_(magellanic_clouds)												
18213		SL_727	Bica+08	position_(magellanic_clouds)												
18214		SL_728	Bica+08	position_(magellanic_clouds)												
18215		SL_729	Bica+08	position_(magellanic_clouds)												
18216		SL_73	Bica+08	position_(magellanic_clouds)												
18217		SL_730	Bica+08	position_(magellanic_clouds)												
18218		SL_732	Bica+08	position_(magellanic_clouds)												
18219		SL_733	Bica+08	position_(magellanic_clouds)												
18220		SL_734	Bica+08	position_(magellanic_clouds)												
18221		SL_736	Bica+08	position_(magellanic_clouds)												
18222		SL_737	Bica+08	position_(magellanic_clouds)												
18223		SL_738	Bica+08	position_(magellanic_clouds)												
18224		SL_739	Bica+08	position_(magellanic_clouds)												
18225		SL_74	Bica+08	position_(magellanic_clouds)												
18226		SL_740	Bica+08	position_(magellanic_clouds)												
18227		SL_741	Bica+08	position_(magellanic_clouds)												
18228		SL_743	Bica+08	position_(magellanic_clouds)												
18229		SL_744	Bica+08	position_(magellanic_clouds)												
18230		SL_745	Bica+08	position_(magellanic_clouds)												
18231		SL_746	Bica+08	position_(magellanic_clouds)												
18232		SL_747	Bica+08	position_(magellanic_clouds)												
18233		SL_748	Bica+08	position_(magellanic_clouds)												
18234		SL_749	Bica+08	position_(magellanic_clouds)												
18235		SL_75	Bica+08	position_(magellanic_clouds)												
18236		SL_752	Bica+08	position_(magellanic_clouds)												
18237		SL_753	Bica+08	position_(magellanic_clouds)												
18238		SL_754	Bica+08	position_(magellanic_clouds)												
18239		SL_756	Bica+08	position_(magellanic_clouds)												
18240		SL_759	Bica+08	position_(magellanic_clouds)												
18241		SL_76	Bica+08	position_(magellanic_clouds)												
18242		SL_761	Bica+08	position_(magellanic_clouds)												
18243		SL_763	Bica+08	position_(magellanic_clouds)												
18244		SL_766	Bica+08	position_(magellanic_clouds)												
18245		SL_767	Bica+08	position_(magellanic_clouds)												
18246		SL_768	Bica+08	position_(magellanic_clouds)												
18247		SL_769	Bica+08	position_(magellanic_clouds)												
18248		SL_770	Bica+08	position_(magellanic_clouds)												
18249		SL_772	Bica+08	position_(magellanic_clouds)												
18250		SL_774	Bica+08	position_(magellanic_clouds)												
18251		SL_775	Bica+08	position_(magellanic_clouds)												
18252		SL_776	Bica+08	position_(magellanic_clouds)												
18253		SL_778	Bica+08	position_(magellanic_clouds)												
18254		SL_779	Bica+08	position_(magellanic_clouds)												
18255		SL_781	Bica+08	position_(magellanic_clouds)												
18256		SL_782	Bica+08	position_(magellanic_clouds)												
18257		SL_783	Bica+08	position_(magellanic_clouds)												
