recno	ID	NameLit	SourceCat	TypeSourceCat	Sep
25593		Theia_6465	Kounkel+20	gaia_dr2	
25594		Theia_6466	Kounkel+20	gaia_dr2	
25595		Theia_6467	Kounkel+20	gaia_dr2	
25596		Theia_6468	Kounkel+20	gaia_dr2	
25597		Theia_6469	Kounkel+20	gaia_dr2	
25598		Theia_647	Kounkel+20	gaia_dr2	
25599		Theia_6470	Kounkel+20	gaia_dr2	
25600		Theia_6471	Kounkel+20	gaia_dr2	
25601		Theia_6472	Kounkel+20	gaia_dr2	
25602		Theia_6473	Kounkel+20	gaia_dr2	
25603		Theia_6474	Kounkel+20	gaia_dr2	
25604	4870	Theia_6475	Kounkel+20	gaia_dr2	0.005936
25605		Theia_6476	Kounkel+20	gaia_dr2	
25606		Theia_6477	Kounkel+20	gaia_dr2	
25607		Theia_6478	Kounkel+20	gaia_dr2	
25608		Theia_6479	Kounkel+20	gaia_dr2	
25609	336	Theia_648	Kounkel+20	gaia_dr2	0.6201
25610	5624	Theia_648	Kounkel+20	gaia_dr2	0.3507
25611		Theia_6480	Kounkel+20	gaia_dr2	
25612		Theia_6481	Kounkel+20	gaia_dr2	
25613		Theia_6482	Kounkel+20	gaia_dr2	
25614		Theia_6483	Kounkel+20	gaia_dr2	
25615		Theia_6484	Kounkel+20	gaia_dr2	
25616		Theia_6485	Kounkel+20	gaia_dr2	
25617		Theia_6486	Kounkel+20	gaia_dr2	
25618		Theia_6487	Kounkel+20	gaia_dr2	
25619		Theia_6488	Kounkel+20	gaia_dr2	
25620		Theia_6489	Kounkel+20	gaia_dr2	
25621	5625	Theia_649	Kounkel+20	gaia_dr2	0.706
25622		Theia_6490	Kounkel+20	gaia_dr2	
25623		Theia_6491	Kounkel+20	gaia_dr2	
25624		Theia_6492	Kounkel+20	gaia_dr2	
25625		Theia_6493	Kounkel+20	gaia_dr2	
25626		Theia_6494	Kounkel+20	gaia_dr2	
25627		Theia_6495	Kounkel+20	gaia_dr2	
25628		Theia_6496	Kounkel+20	gaia_dr2	
25629		Theia_6497	Kounkel+20	gaia_dr2	
25630		Theia_6498	Kounkel+20	gaia_dr2	
25631		Theia_6499	Kounkel+20	gaia_dr2	
25632	5496	Theia_65	Kounkel+20	gaia_dr2	0.2924
25633	4300	Theia_650	Kounkel+20	gaia_dr2	0.0214
25634	4819	Theia_6500	Kounkel+20	gaia_dr2	0.201
25635	4266	Theia_6500	Kounkel+20	gaia_dr2	0.248
25636		Theia_6501	Kounkel+20	gaia_dr2	
25637		Theia_6502	Kounkel+20	gaia_dr2	
25638		Theia_6503	Kounkel+20	gaia_dr2	
25639		Theia_6504	Kounkel+20	gaia_dr2	
25640		Theia_6505	Kounkel+20	gaia_dr2	
25641		Theia_6506	Kounkel+20	gaia_dr2	
25642		Theia_6507	Kounkel+20	gaia_dr2	
25643		Theia_6508	Kounkel+20	gaia_dr2	
25644		Theia_6509	Kounkel+20	gaia_dr2	
25645	5626	Theia_651	Kounkel+20	gaia_dr2	0.5901
25646		Theia_6510	Kounkel+20	gaia_dr2	
25647		Theia_6511	Kounkel+20	gaia_dr2	
25648		Theia_6512	Kounkel+20	gaia_dr2	
25649		Theia_6513	Kounkel+20	gaia_dr2	
25650		Theia_6514	Kounkel+20	gaia_dr2	
25651		Theia_6515	Kounkel+20	gaia_dr2	
25652		Theia_6516	Kounkel+20	gaia_dr2	
25653		Theia_6517	Kounkel+20	gaia_dr2	
25654		Theia_6518	Kounkel+20	gaia_dr2	
25655		Theia_6519	Kounkel+20	gaia_dr2	
25656	5627	Theia_652	Kounkel+20	gaia_dr2	0.7907
25657		Theia_6520	Kounkel+20	gaia_dr2	
25658		Theia_6521	Kounkel+20	gaia_dr2	
25659		Theia_6522	Kounkel+20	gaia_dr2	
25660		Theia_6523	Kounkel+20	gaia_dr2	
25661		Theia_6524	Kounkel+20	gaia_dr2	
25662		Theia_6525	Kounkel+20	gaia_dr2	
25663		Theia_6526	Kounkel+20	gaia_dr2	
25664		Theia_6527	Kounkel+20	gaia_dr2	
25665		Theia_6528	Kounkel+20	gaia_dr2	
25666		Theia_6529	Kounkel+20	gaia_dr2	
25667	4754	Theia_653	Kounkel+20	gaia_dr2	0.4136
25668		Theia_6530	Kounkel+20	gaia_dr2	
25669		Theia_6531	Kounkel+20	gaia_dr2	
25670		Theia_6532	Kounkel+20	gaia_dr2	
25671		Theia_6533	Kounkel+20	gaia_dr2	
25672		Theia_6534	Kounkel+20	gaia_dr2	
25673		Theia_6535	Kounkel+20	gaia_dr2	
25674		Theia_6536	Kounkel+20	gaia_dr2	
25675		Theia_6537	Kounkel+20	gaia_dr2	
25676		Theia_6538	Kounkel+20	gaia_dr2	
25677		Theia_6539	Kounkel+20	gaia_dr2	
25678	5628	Theia_654	Kounkel+20	gaia_dr2	0.8287
25679		Theia_6540	Kounkel+20	gaia_dr2	
25680		Theia_6541	Kounkel+20	gaia_dr2	
25681		Theia_6542	Kounkel+20	gaia_dr2	
25682		Theia_6543	Kounkel+20	gaia_dr2	
25683		Theia_6544	Kounkel+20	gaia_dr2	
25684		Theia_6545	Kounkel+20	gaia_dr2	
25685		Theia_6546	Kounkel+20	gaia_dr2	
25686		Theia_6547	Kounkel+20	gaia_dr2	
25687		Theia_6548	Kounkel+20	gaia_dr2	
25688		Theia_6549	Kounkel+20	gaia_dr2	
25689	5693	Theia_655	Kounkel+20	gaia_dr2	1.625
25690		Theia_6550	Kounkel+20	gaia_dr2	
25691		Theia_6551	Kounkel+20	gaia_dr2	
25692	4628	Theia_6552	Kounkel+20	gaia_dr2	0.4533
25693		Theia_6553	Kounkel+20	gaia_dr2	
25694		Theia_6554	Kounkel+20	gaia_dr2	
25695		Theia_6555	Kounkel+20	gaia_dr2	
25696		Theia_6556	Kounkel+20	gaia_dr2	
25697		Theia_6557	Kounkel+20	gaia_dr2	
25698		Theia_6558	Kounkel+20	gaia_dr2	
25699		Theia_6559	Kounkel+20	gaia_dr2	
25700		Theia_656	Kounkel+20	gaia_dr2	
25701		Theia_6560	Kounkel+20	gaia_dr2	
25702		Theia_6561	Kounkel+20	gaia_dr2	
25703		Theia_6562	Kounkel+20	gaia_dr2	
25704		Theia_6563	Kounkel+20	gaia_dr2	
25705		Theia_6564	Kounkel+20	gaia_dr2	
25706		Theia_6565	Kounkel+20	gaia_dr2	
25707		Theia_6566	Kounkel+20	gaia_dr2	
25708		Theia_6567	Kounkel+20	gaia_dr2	
25709		Theia_6568	Kounkel+20	gaia_dr2	
25710	1363	Theia_6569	Kounkel+20	gaia_dr2	0.08826
25711		Theia_657	Kounkel+20	gaia_dr2	
25712		Theia_6570	Kounkel+20	gaia_dr2	
25713		Theia_6571	Kounkel+20	gaia_dr2	
25714		Theia_6572	Kounkel+20	gaia_dr2	
25715		Theia_6573	Kounkel+20	gaia_dr2	
25716		Theia_6574	Kounkel+20	gaia_dr2	
25717		Theia_6575	Kounkel+20	gaia_dr2	
25718		Theia_6576	Kounkel+20	gaia_dr2	
25719		Theia_6577	Kounkel+20	gaia_dr2	
25720		Theia_6578	Kounkel+20	gaia_dr2	
25721		Theia_6579	Kounkel+20	gaia_dr2	
25722		Theia_658	Kounkel+20	gaia_dr2	
25723		Theia_6580	Kounkel+20	gaia_dr2	
25724	4597	Theia_6581	Kounkel+20	gaia_dr2	0.03609
25725		Theia_6582	Kounkel+20	gaia_dr2	
25726		Theia_6583	Kounkel+20	gaia_dr2	
25727		Theia_6584	Kounkel+20	gaia_dr2	
25728		Theia_6585	Kounkel+20	gaia_dr2	
25729		Theia_6586	Kounkel+20	gaia_dr2	
25730		Theia_6587	Kounkel+20	gaia_dr2	
25731		Theia_6588	Kounkel+20	gaia_dr2	
25732		Theia_6589	Kounkel+20	gaia_dr2	
25733	5629	Theia_659	Kounkel+20	gaia_dr2	1.277
25734		Theia_6590	Kounkel+20	gaia_dr2	
25735		Theia_6591	Kounkel+20	gaia_dr2	
25736		Theia_6592	Kounkel+20	gaia_dr2	
25737	6034	Theia_6593	Kounkel+20	gaia_dr2	0.9377
25738		Theia_6594	Kounkel+20	gaia_dr2	
25739		Theia_6595	Kounkel+20	gaia_dr2	
25740		Theia_6596	Kounkel+20	gaia_dr2	
25741		Theia_6597	Kounkel+20	gaia_dr2	
25742		Theia_6598	Kounkel+20	gaia_dr2	
25743	6018	Theia_6599	Kounkel+20	gaia_dr2	0.2243
25744	5497	Theia_66	Kounkel+20	gaia_dr2	0.4572
25745		Theia_660	Kounkel+20	gaia_dr2	
25746		Theia_6600	Kounkel+20	gaia_dr2	
25747		Theia_6601	Kounkel+20	gaia_dr2	
25748		Theia_6602	Kounkel+20	gaia_dr2	
25749		Theia_6603	Kounkel+20	gaia_dr2	
25750		Theia_6604	Kounkel+20	gaia_dr2	
25751		Theia_6605	Kounkel+20	gaia_dr2	
25752		Theia_6606	Kounkel+20	gaia_dr2	
25753		Theia_6607	Kounkel+20	gaia_dr2	
25754		Theia_6608	Kounkel+20	gaia_dr2	
25755		Theia_6609	Kounkel+20	gaia_dr2	
25756		Theia_661	Kounkel+20	gaia_dr2	
25757		Theia_6610	Kounkel+20	gaia_dr2	
25758		Theia_6611	Kounkel+20	gaia_dr2	
25759		Theia_6612	Kounkel+20	gaia_dr2	
25760		Theia_6613	Kounkel+20	gaia_dr2	
25761		Theia_6614	Kounkel+20	gaia_dr2	
25762		Theia_6615	Kounkel+20	gaia_dr2	
25763		Theia_6616	Kounkel+20	gaia_dr2	
25764		Theia_6617	Kounkel+20	gaia_dr2	
25765		Theia_6618	Kounkel+20	gaia_dr2	
25766		Theia_6619	Kounkel+20	gaia_dr2	
25767		Theia_662	Kounkel+20	gaia_dr2	
25768		Theia_6620	Kounkel+20	gaia_dr2	
25769		Theia_6621	Kounkel+20	gaia_dr2	
25770		Theia_6622	Kounkel+20	gaia_dr2	
25771		Theia_6623	Kounkel+20	gaia_dr2	
25772		Theia_6624	Kounkel+20	gaia_dr2	
25773		Theia_6625	Kounkel+20	gaia_dr2	
25774		Theia_6626	Kounkel+20	gaia_dr2	
25775		Theia_6627	Kounkel+20	gaia_dr2	
25776		Theia_6628	Kounkel+20	gaia_dr2	
25777		Theia_6629	Kounkel+20	gaia_dr2	
25778		Theia_663	Kounkel+20	gaia_dr2	
25779		Theia_6630	Kounkel+20	gaia_dr2	
25780		Theia_6631	Kounkel+20	gaia_dr2	
25781		Theia_6632	Kounkel+20	gaia_dr2	
25782		Theia_6633	Kounkel+20	gaia_dr2	
25783		Theia_6634	Kounkel+20	gaia_dr2	
25784		Theia_6635	Kounkel+20	gaia_dr2	
25785		Theia_6636	Kounkel+20	gaia_dr2	
25786		Theia_6637	Kounkel+20	gaia_dr2	
25787		Theia_6638	Kounkel+20	gaia_dr2	
25788		Theia_6639	Kounkel+20	gaia_dr2	
25789		Theia_664	Kounkel+20	gaia_dr2	
25790		Theia_6640	Kounkel+20	gaia_dr2	
25791		Theia_6641	Kounkel+20	gaia_dr2	
25792		Theia_6642	Kounkel+20	gaia_dr2	
25793		Theia_6643	Kounkel+20	gaia_dr2	
25794		Theia_6644	Kounkel+20	gaia_dr2	
25795		Theia_6645	Kounkel+20	gaia_dr2	
25796		Theia_6646	Kounkel+20	gaia_dr2	
25797		Theia_6647	Kounkel+20	gaia_dr2	
25798		Theia_6648	Kounkel+20	gaia_dr2	
25799		Theia_6649	Kounkel+20	gaia_dr2	
25800	983	Theia_665	Kounkel+20	gaia_dr2	0.226
25801	5630	Theia_665	Kounkel+20	gaia_dr2	0.4146
25802		Theia_6650	Kounkel+20	gaia_dr2	
25803		Theia_6651	Kounkel+20	gaia_dr2	
25804		Theia_6652	Kounkel+20	gaia_dr2	
25805		Theia_6653	Kounkel+20	gaia_dr2	
25806		Theia_6654	Kounkel+20	gaia_dr2	
25807		Theia_6655	Kounkel+20	gaia_dr2	
25808		Theia_6656	Kounkel+20	gaia_dr2	
25809		Theia_6657	Kounkel+20	gaia_dr2	
25810		Theia_6658	Kounkel+20	gaia_dr2	
25811		Theia_6659	Kounkel+20	gaia_dr2	
25812		Theia_666	Kounkel+20	gaia_dr2	
25813		Theia_6660	Kounkel+20	gaia_dr2	
25814		Theia_6661	Kounkel+20	gaia_dr2	
25815		Theia_6662	Kounkel+20	gaia_dr2	
25816		Theia_6663	Kounkel+20	gaia_dr2	
25817		Theia_6664	Kounkel+20	gaia_dr2	
25818		Theia_6665	Kounkel+20	gaia_dr2	
25819		Theia_6666	Kounkel+20	gaia_dr2	
25820		Theia_6667	Kounkel+20	gaia_dr2	
25821		Theia_6668	Kounkel+20	gaia_dr2	
25822		Theia_6669	Kounkel+20	gaia_dr2	
25823	5631	Theia_667	Kounkel+20	gaia_dr2	0.118
25824		Theia_6670	Kounkel+20	gaia_dr2	
25825		Theia_6671	Kounkel+20	gaia_dr2	
25826		Theia_6672	Kounkel+20	gaia_dr2	
25827		Theia_6673	Kounkel+20	gaia_dr2	
25828	4329	Theia_6674	Kounkel+20	gaia_dr2	0.1312
25829		Theia_6675	Kounkel+20	gaia_dr2	
25830		Theia_6676	Kounkel+20	gaia_dr2	
25831		Theia_6677	Kounkel+20	gaia_dr2	
25832		Theia_6678	Kounkel+20	gaia_dr2	
25833		Theia_6679	Kounkel+20	gaia_dr2	
25834		Theia_668	Kounkel+20	gaia_dr2	
25835	6019	Theia_6680	Kounkel+20	gaia_dr2	0.3169
25836		Theia_6681	Kounkel+20	gaia_dr2	
25837		Theia_6682	Kounkel+20	gaia_dr2	
25838		Theia_6683	Kounkel+20	gaia_dr2	
25839		Theia_6684	Kounkel+20	gaia_dr2	
25840		Theia_6685	Kounkel+20	gaia_dr2	
25841		Theia_6686	Kounkel+20	gaia_dr2	
25842		Theia_6687	Kounkel+20	gaia_dr2	
25843		Theia_6688	Kounkel+20	gaia_dr2	
25844		Theia_6689	Kounkel+20	gaia_dr2	
25845	5632	Theia_669	Kounkel+20	gaia_dr2	0.3357
25846		Theia_6690	Kounkel+20	gaia_dr2	
25847		Theia_6691	Kounkel+20	gaia_dr2	
25848		Theia_6692	Kounkel+20	gaia_dr2	
25849		Theia_6693	Kounkel+20	gaia_dr2	
25850		Theia_6694	Kounkel+20	gaia_dr2	
25851		Theia_6695	Kounkel+20	gaia_dr2	
25852		Theia_6696	Kounkel+20	gaia_dr2	
25853		Theia_6697	Kounkel+20	gaia_dr2	
25854		Theia_6698	Kounkel+20	gaia_dr2	
25855		Theia_6699	Kounkel+20	gaia_dr2	
25856	5498	Theia_67	Kounkel+20	gaia_dr2	0.5237
25857	232	Theia_670	Kounkel+20	gaia_dr2	0.3278
25858		Theia_6700	Kounkel+20	gaia_dr2	
25859		Theia_6701	Kounkel+20	gaia_dr2	
25860		Theia_6702	Kounkel+20	gaia_dr2	
25861		Theia_6703	Kounkel+20	gaia_dr2	
25862		Theia_6704	Kounkel+20	gaia_dr2	
25863		Theia_6705	Kounkel+20	gaia_dr2	
25864		Theia_6706	Kounkel+20	gaia_dr2	
25865		Theia_6707	Kounkel+20	gaia_dr2	
25866		Theia_6708	Kounkel+20	gaia_dr2	
25867		Theia_6709	Kounkel+20	gaia_dr2	
25868		Theia_671	Kounkel+20	gaia_dr2	
25869		Theia_6710	Kounkel+20	gaia_dr2	
25870		Theia_6711	Kounkel+20	gaia_dr2	
25871		Theia_6712	Kounkel+20	gaia_dr2	
25872		Theia_6713	Kounkel+20	gaia_dr2	
25873		Theia_6714	Kounkel+20	gaia_dr2	
25874		Theia_6715	Kounkel+20	gaia_dr2	
25875		Theia_6716	Kounkel+20	gaia_dr2	
25876		Theia_6717	Kounkel+20	gaia_dr2	
25877		Theia_6718	Kounkel+20	gaia_dr2	
25878		Theia_6719	Kounkel+20	gaia_dr2	
25879		Theia_672	Kounkel+20	gaia_dr2	
25880		Theia_6720	Kounkel+20	gaia_dr2	
25881		Theia_6721	Kounkel+20	gaia_dr2	
25882		Theia_6722	Kounkel+20	gaia_dr2	
25883		Theia_6723	Kounkel+20	gaia_dr2	
25884		Theia_6724	Kounkel+20	gaia_dr2	
25885		Theia_6725	Kounkel+20	gaia_dr2	
25886		Theia_6726	Kounkel+20	gaia_dr2	
25887		Theia_6727	Kounkel+20	gaia_dr2	
25888		Theia_6728	Kounkel+20	gaia_dr2	
25889		Theia_6729	Kounkel+20	gaia_dr2	
25890		Theia_6730	Kounkel+20	gaia_dr2	
25891		Theia_6731	Kounkel+20	gaia_dr2	
25892		Theia_6732	Kounkel+20	gaia_dr2	
25893		Theia_6733	Kounkel+20	gaia_dr2	
25894		Theia_6734	Kounkel+20	gaia_dr2	
25895		Theia_6735	Kounkel+20	gaia_dr2	
25896	1584	Theia_6736	Kounkel+20	gaia_dr2	0.08963
25897		Theia_6737	Kounkel+20	gaia_dr2	
25898		Theia_6738	Kounkel+20	gaia_dr2	
25899		Theia_6739	Kounkel+20	gaia_dr2	
25900	4768	Theia_674	Kounkel+20	gaia_dr2	0.03131
25901		Theia_6740	Kounkel+20	gaia_dr2	
25902		Theia_6741	Kounkel+20	gaia_dr2	
25903		Theia_6742	Kounkel+20	gaia_dr2	
25904		Theia_6743	Kounkel+20	gaia_dr2	
25905		Theia_6744	Kounkel+20	gaia_dr2	
25906		Theia_6745	Kounkel+20	gaia_dr2	
25907		Theia_6746	Kounkel+20	gaia_dr2	
25908		Theia_6747	Kounkel+20	gaia_dr2	
25909		Theia_6748	Kounkel+20	gaia_dr2	
25910		Theia_6749	Kounkel+20	gaia_dr2	
25911	302	Theia_675	Kounkel+20	gaia_dr2	0.1729
25912		Theia_6750	Kounkel+20	gaia_dr2	
25913		Theia_6751	Kounkel+20	gaia_dr2	
25914		Theia_6752	Kounkel+20	gaia_dr2	
25915		Theia_6753	Kounkel+20	gaia_dr2	
25916		Theia_6754	Kounkel+20	gaia_dr2	
25917		Theia_6755	Kounkel+20	gaia_dr2	
25918		Theia_6756	Kounkel+20	gaia_dr2	
25919		Theia_6757	Kounkel+20	gaia_dr2	
25920		Theia_6758	Kounkel+20	gaia_dr2	
25921		Theia_6759	Kounkel+20	gaia_dr2	
25922		Theia_676	Kounkel+20	gaia_dr2	
25923		Theia_6760	Kounkel+20	gaia_dr2	
25924		Theia_6761	Kounkel+20	gaia_dr2	
25925		Theia_6762	Kounkel+20	gaia_dr2	
25926		Theia_6763	Kounkel+20	gaia_dr2	
25927		Theia_6764	Kounkel+20	gaia_dr2	
25928		Theia_6765	Kounkel+20	gaia_dr2	
25929		Theia_6766	Kounkel+20	gaia_dr2	
25930		Theia_6767	Kounkel+20	gaia_dr2	
25931		Theia_6768	Kounkel+20	gaia_dr2	
25932		Theia_6769	Kounkel+20	gaia_dr2	
25933		Theia_677	Kounkel+20	gaia_dr2	
25934		Theia_6770	Kounkel+20	gaia_dr2	
25935		Theia_6771	Kounkel+20	gaia_dr2	
25936		Theia_6772	Kounkel+20	gaia_dr2	
25937		Theia_6773	Kounkel+20	gaia_dr2	
25938		Theia_6774	Kounkel+20	gaia_dr2	
25939		Theia_6775	Kounkel+20	gaia_dr2	
25940		Theia_6776	Kounkel+20	gaia_dr2	
25941		Theia_6777	Kounkel+20	gaia_dr2	
25942		Theia_6778	Kounkel+20	gaia_dr2	
25943		Theia_6779	Kounkel+20	gaia_dr2	
25944		Theia_678	Kounkel+20	gaia_dr2	
25945		Theia_6780	Kounkel+20	gaia_dr2	
25946		Theia_6781	Kounkel+20	gaia_dr2	
25947		Theia_6782	Kounkel+20	gaia_dr2	
25948		Theia_6783	Kounkel+20	gaia_dr2	
25949		Theia_6784	Kounkel+20	gaia_dr2	
25950		Theia_6785	Kounkel+20	gaia_dr2	
25951	4290	Theia_6786	Kounkel+20	gaia_dr2	0.5181
25952		Theia_6787	Kounkel+20	gaia_dr2	
25953		Theia_6788	Kounkel+20	gaia_dr2	
25954		Theia_6789	Kounkel+20	gaia_dr2	
25955		Theia_679	Kounkel+20	gaia_dr2	
25956		Theia_6790	Kounkel+20	gaia_dr2	
25957		Theia_6791	Kounkel+20	gaia_dr2	
25958		Theia_6792	Kounkel+20	gaia_dr2	
25959		Theia_6793	Kounkel+20	gaia_dr2	
25960		Theia_6794	Kounkel+20	gaia_dr2	
25961		Theia_6795	Kounkel+20	gaia_dr2	
25962		Theia_6796	Kounkel+20	gaia_dr2	
25963		Theia_6797	Kounkel+20	gaia_dr2	
25964		Theia_6798	Kounkel+20	gaia_dr2	
25965		Theia_6799	Kounkel+20	gaia_dr2	
25966		Theia_68	Kounkel+20	gaia_dr2	
25967		Theia_680	Kounkel+20	gaia_dr2	
25968		Theia_6800	Kounkel+20	gaia_dr2	
25969		Theia_6801	Kounkel+20	gaia_dr2	
25970		Theia_6802	Kounkel+20	gaia_dr2	
25971		Theia_6803	Kounkel+20	gaia_dr2	
25972	1456	Theia_6804	Kounkel+20	gaia_dr2	0.7465
25973		Theia_6805	Kounkel+20	gaia_dr2	
25974		Theia_6806	Kounkel+20	gaia_dr2	
25975		Theia_6807	Kounkel+20	gaia_dr2	
25976		Theia_6808	Kounkel+20	gaia_dr2	
25977		Theia_6809	Kounkel+20	gaia_dr2	
25978		Theia_681	Kounkel+20	gaia_dr2	
25979		Theia_6810	Kounkel+20	gaia_dr2	
25980		Theia_6811	Kounkel+20	gaia_dr2	
25981		Theia_6812	Kounkel+20	gaia_dr2	
25982		Theia_6813	Kounkel+20	gaia_dr2	
25983		Theia_6814	Kounkel+20	gaia_dr2	
25984		Theia_6815	Kounkel+20	gaia_dr2	
25985		Theia_6816	Kounkel+20	gaia_dr2	
25986		Theia_6817	Kounkel+20	gaia_dr2	
25987		Theia_6818	Kounkel+20	gaia_dr2	
25988		Theia_6819	Kounkel+20	gaia_dr2	
25989		Theia_682	Kounkel+20	gaia_dr2	
25990		Theia_6820	Kounkel+20	gaia_dr2	
25991		Theia_6821	Kounkel+20	gaia_dr2	
25992		Theia_6822	Kounkel+20	gaia_dr2	
25993	6016	Theia_6823	Kounkel+20	gaia_dr2	0.4742
25994		Theia_6824	Kounkel+20	gaia_dr2	
25995		Theia_6825	Kounkel+20	gaia_dr2	
25996		Theia_6826	Kounkel+20	gaia_dr2	
25997		Theia_6827	Kounkel+20	gaia_dr2	
25998		Theia_6828	Kounkel+20	gaia_dr2	
25999		Theia_6829	Kounkel+20	gaia_dr2	
26000		Theia_683	Kounkel+20	gaia_dr2	
26001		Theia_6830	Kounkel+20	gaia_dr2	
26002		Theia_6831	Kounkel+20	gaia_dr2	
26003		Theia_6832	Kounkel+20	gaia_dr2	
26004		Theia_6833	Kounkel+20	gaia_dr2	
26005		Theia_6834	Kounkel+20	gaia_dr2	
26006		Theia_6835	Kounkel+20	gaia_dr2	
26007		Theia_6836	Kounkel+20	gaia_dr2	
26008		Theia_6837	Kounkel+20	gaia_dr2	
26009		Theia_6838	Kounkel+20	gaia_dr2	
26010		Theia_6839	Kounkel+20	gaia_dr2	
26011		Theia_684	Kounkel+20	gaia_dr2	
26012		Theia_6840	Kounkel+20	gaia_dr2	
26013		Theia_6841	Kounkel+20	gaia_dr2	
26014		Theia_6842	Kounkel+20	gaia_dr2	
26015		Theia_6843	Kounkel+20	gaia_dr2	
26016		Theia_6844	Kounkel+20	gaia_dr2	
26017		Theia_6845	Kounkel+20	gaia_dr2	
26018		Theia_6846	Kounkel+20	gaia_dr2	
26019		Theia_6847	Kounkel+20	gaia_dr2	
26020		Theia_6848	Kounkel+20	gaia_dr2	
26021		Theia_6849	Kounkel+20	gaia_dr2	
26022		Theia_685	Kounkel+20	gaia_dr2	
26023	6017	Theia_6850	Kounkel+20	gaia_dr2	0.2308
26024		Theia_6851	Kounkel+20	gaia_dr2	
26025		Theia_6852	Kounkel+20	gaia_dr2	
26026		Theia_6853	Kounkel+20	gaia_dr2	
26027		Theia_6854	Kounkel+20	gaia_dr2	
26028		Theia_6855	Kounkel+20	gaia_dr2	
26029		Theia_6856	Kounkel+20	gaia_dr2	
26030		Theia_6857	Kounkel+20	gaia_dr2	
26031		Theia_6858	Kounkel+20	gaia_dr2	
26032		Theia_6859	Kounkel+20	gaia_dr2	
26033		Theia_686	Kounkel+20	gaia_dr2	
26034		Theia_6860	Kounkel+20	gaia_dr2	
26035		Theia_6861	Kounkel+20	gaia_dr2	
26036		Theia_6862	Kounkel+20	gaia_dr2	
26037		Theia_6863	Kounkel+20	gaia_dr2	
26038		Theia_6864	Kounkel+20	gaia_dr2	
26039		Theia_6865	Kounkel+20	gaia_dr2	
26040		Theia_6866	Kounkel+20	gaia_dr2	
26041		Theia_6867	Kounkel+20	gaia_dr2	
26042		Theia_6868	Kounkel+20	gaia_dr2	
26043		Theia_6869	Kounkel+20	gaia_dr2	
26044		Theia_687	Kounkel+20	gaia_dr2	
26045		Theia_6870	Kounkel+20	gaia_dr2	
26046		Theia_6871	Kounkel+20	gaia_dr2	
26047		Theia_6872	Kounkel+20	gaia_dr2	
26048		Theia_6873	Kounkel+20	gaia_dr2	
26049		Theia_6874	Kounkel+20	gaia_dr2	
26050		Theia_6875	Kounkel+20	gaia_dr2	
26051		Theia_6876	Kounkel+20	gaia_dr2	
26052		Theia_6877	Kounkel+20	gaia_dr2	
26053		Theia_6878	Kounkel+20	gaia_dr2	
26054		Theia_6879	Kounkel+20	gaia_dr2	
26055		Theia_688	Kounkel+20	gaia_dr2	
26056		Theia_6880	Kounkel+20	gaia_dr2	
26057		Theia_6881	Kounkel+20	gaia_dr2	
26058		Theia_6882	Kounkel+20	gaia_dr2	
26059		Theia_6883	Kounkel+20	gaia_dr2	
26060		Theia_6884	Kounkel+20	gaia_dr2	
26061		Theia_6885	Kounkel+20	gaia_dr2	
26062		Theia_6886	Kounkel+20	gaia_dr2	
26063		Theia_6887	Kounkel+20	gaia_dr2	
26064		Theia_6888	Kounkel+20	gaia_dr2	
26065	6156	Theia_6889	Kounkel+20	gaia_dr2	0.0935
26066		Theia_689	Kounkel+20	gaia_dr2	
26067		Theia_6890	Kounkel+20	gaia_dr2	
26068		Theia_6891	Kounkel+20	gaia_dr2	
26069		Theia_6892	Kounkel+20	gaia_dr2	
26070		Theia_6893	Kounkel+20	gaia_dr2	
26071		Theia_6894	Kounkel+20	gaia_dr2	
26072		Theia_6895	Kounkel+20	gaia_dr2	
26073		Theia_6896	Kounkel+20	gaia_dr2	
26074		Theia_6897	Kounkel+20	gaia_dr2	
26075		Theia_6898	Kounkel+20	gaia_dr2	
26076		Theia_6899	Kounkel+20	gaia_dr2	
26077	5499	Theia_69	Kounkel+20	gaia_dr2	0.9969
26078		Theia_690	Kounkel+20	gaia_dr2	
26079		Theia_6900	Kounkel+20	gaia_dr2	
26080		Theia_6901	Kounkel+20	gaia_dr2	
26081		Theia_6902	Kounkel+20	gaia_dr2	
26082		Theia_6903	Kounkel+20	gaia_dr2	
26083		Theia_6904	Kounkel+20	gaia_dr2	
26084		Theia_6905	Kounkel+20	gaia_dr2	
26085		Theia_6906	Kounkel+20	gaia_dr2	
26086		Theia_6907	Kounkel+20	gaia_dr2	
26087		Theia_6908	Kounkel+20	gaia_dr2	
26088		Theia_6909	Kounkel+20	gaia_dr2	
26089		Theia_691	Kounkel+20	gaia_dr2	
26090		Theia_6910	Kounkel+20	gaia_dr2	
26091		Theia_6911	Kounkel+20	gaia_dr2	
26092		Theia_6912	Kounkel+20	gaia_dr2	
26093		Theia_6913	Kounkel+20	gaia_dr2	
26094		Theia_6914	Kounkel+20	gaia_dr2	
26095		Theia_6915	Kounkel+20	gaia_dr2	
26096		Theia_6916	Kounkel+20	gaia_dr2	
26097		Theia_6917	Kounkel+20	gaia_dr2	
26098		Theia_6918	Kounkel+20	gaia_dr2	
26099		Theia_6919	Kounkel+20	gaia_dr2	
26100	4753	Theia_692	Kounkel+20	gaia_dr2	0.1401
26101	6354	Theia_6920	Kounkel+20	gaia_dr2	0.1186
