recno	ID	NameLit	SourceCat	TypeSourceCat	Sep
6528		FSR_0050	Bica+18	position	
6529		FSR_0051	Dias+02	position	
6530		FSR_0051	Kharchenko+13	position,hipparcos	
6531		FSR_0051	Bica+18	position	
6532		FSR_0052	Dias+02	position	
6533		FSR_0052	Kharchenko+13	position,hipparcos	
6534		FSR_0052	Bica+18	position	
6535		FSR_0054	Dias+02	position	
6536		FSR_0054	Kharchenko+13	position,hipparcos	
6537		FSR_0055	Bica+18	position	
6538		FSR_0059	Bica+18	position	
6539		FSR_0059	Kharchenko+13	position,hipparcos	
6540		FSR_0059	Dias+02	position	
6541		FSR_0060	Bica+18	position	
6542		FSR_0060	Bica+18	position	
6543		FSR_0060	Kharchenko+13	position,hipparcos	
6544		FSR_0062	Bica+18	position	
6545		FSR_0062	Kharchenko+13	position,hipparcos	
6546		FSR_0063	Kharchenko+13	position,hipparcos	
6547		FSR_0063	Bica+18	position	
6548		FSR_0067	Kharchenko+13	position,hipparcos	
6549		FSR_0067	Bica+18	position	
6550		FSR_0068	Bica+18	position	
6551	1467	FSR_0069	Kharchenko+13	hipparcos	0.1043
6552	1467	FSR_0069	Kharchenko+13	position	0.1043
6553		FSR_0070	Bica+18	position	
6554		FSR_0070	Kharchenko+13	position,hipparcos	
6555		FSR_0072	Kharchenko+13	position,hipparcos	
6556		FSR_0073	Bica+18	position	
6557		FSR_0073	Kharchenko+13	position,hipparcos	
6558		FSR_0076	Bica+18	position	
6559		FSR_0076	Kharchenko+13	position,hipparcos	
6560		FSR_0077	Kharchenko+13	position,hipparcos	
6561		FSR_0078	Bica+18	position	
6562		FSR_0078	Kharchenko+13	position,hipparcos	
6563		FSR_0079	Bica+18	position	
6564		FSR_0080	Bica+18	position	
6565		FSR_0080	Kharchenko+13	position,hipparcos	
6566		FSR_0083	Kharchenko+13	position,hipparcos	
6567		FSR_0083	Bica+18	position	
6568		FSR_0085	Bica+18	position	
6569		FSR_0085	Kharchenko+13	position,hipparcos	
6570	1468	FSR_0087	Kharchenko+13	position	0.0768
6571	1469	FSR_0088	Kharchenko+13	position	0.005935
6572	1469	FSR_0088	Kharchenko+13	hipparcos	0.005935
6573	1469	FSR_0088	Cantat-Gaudin+20	gaia_dr2	0.02563
6574	1469	FSR_0088	Bica+18	position	0.005816
6575		FSR_0089	Kharchenko+13	position,hipparcos	
6576		FSR_0089	Dias+02	position	
6577		FSR_0089	Bica+18	position	
6578		FSR_0090	Bica+18	position	
6579		FSR_0090	Kharchenko+13	position,hipparcos	
6580		FSR_0090	Dias+02	position	
6581		FSR_0091	Bica+18	position	
6582		FSR_0091	Kharchenko+13	position,hipparcos	
6583		FSR_0094	Kharchenko+13	position,hipparcos	
6584		FSR_0094	Dias+02	position	
6585		FSR_0095	Kharchenko+13	position,hipparcos	
6586		FSR_0095	Bica+18	position	
6587		FSR_0096	Kharchenko+13	position,hipparcos	
6588		FSR_0096	Bica+18	position	
6589		FSR_0097	Bica+18	position	
6590		FSR_0098	Dias+02	position	
6591		FSR_0098	Kharchenko+13	position,hipparcos	
6592		FSR_0098	Bica+18	position	
6593		FSR_0099	Kharchenko+13	position,hipparcos	
6594		FSR_0099	Bica+18	position	
6595		FSR_0100	Dias+02	position	
6596		FSR_0100	Kharchenko+13	position,hipparcos	
6597		FSR_0100	Bica+18	position	
6598		FSR_0101	Bica+18	position	
6599		FSR_0101	Dias+02	position	
6600		FSR_0101	Kharchenko+13	position,hipparcos	
6601		FSR_0102	Bica+18	position	
6602		FSR_0102	Kharchenko+13	position,hipparcos	
6603		FSR_0106	Kharchenko+13	position,hipparcos	
6604		FSR_0106	Bica+18	position	
6605		FSR_0107	Dias+02	position	
6606		FSR_0107	Kharchenko+13	position,hipparcos	
6607		FSR_0107	Bica+18	position	
6608		FSR_0108	Kharchenko+13	position,hipparcos	
6609		FSR_0108	Bica+18	position	
6610		FSR_0110	Kharchenko+13	position,hipparcos	
6611		FSR_0110	Bica+18	position	
6612	1470	FSR_0111	Bica+18	position	0.005743
6613		FSR_0112	Kharchenko+13	position,hipparcos	
6614		FSR_0112	Bica+18	position	
6615		FSR_0114	Bica+18	position	
6616		FSR_0116	Bica+18	position	
6617		FSR_0117	Kharchenko+13	position,hipparcos	
6618		FSR_0117	Bica+18	position	
6619		FSR_0118	Dias+02	position	
6620		FSR_0118	Kharchenko+13	position,hipparcos	
6621		FSR_0118	Bica+18	position	
6622		FSR_0119	Bica+18	position	
6623		FSR_0120	Kharchenko+13	position,hipparcos	
6624		FSR_0120	Bica+18	position	
6625		FSR_0121	Kharchenko+13	position,hipparcos	
6626		FSR_0121	Bica+18	position	
6627	1471	FSR_0123	Kharchenko+13	hipparcos	0.005284
6628	1471	FSR_0123	Bica+18	position	0.01045
6629	1471	FSR_0123	Cantat-Gaudin+20	gaia_dr2	0.009972
6630	1471	FSR_0123	Dias+02	position	0.01045
6631	1471	FSR_0123	Kharchenko+13	position	0.005284
6632	6528	FSR_0124	Bica+18	position	0.007267
6633	6528	FSR_0124	Kharchenko+13	position	0.0115
6634	6528	FSR_0124	Kharchenko+13	hipparcos	0.0115
6635	1471	FSR_0124	Dias+02	position	0.01045
6636		FSR_0125	Bica+18	position	
6637		FSR_0125	Kharchenko+13	position,hipparcos	
6638		FSR_0126	Bica+18	position	
6639		FSR_0126	Kharchenko+13	position,hipparcos	
6640		FSR_0126	Dias+02	position	
6641		FSR_0128	Bica+18	position	
6642		FSR_0128	Kharchenko+13	position,hipparcos	
6643		FSR_0129	Bica+18	position	
6644		FSR_0129	Dias+02	position	
6645		FSR_0129	Kharchenko+13	position,hipparcos	
6646		FSR_0131	Bica+18	position	
6647		FSR_0131	Kharchenko+13	position,hipparcos	
6648		FSR_0131	Dias+02	position	
6649		FSR_0132	Bica+18	position	
6650		FSR_0132	Kharchenko+13	position,hipparcos	
6651	1472	FSR_0133	Kharchenko+13	position	0.01224
6652	1472	FSR_0133	Kharchenko+13	hipparcos	0.01224
6653	1472	FSR_0133	Dias+02	position	0.01442
6654	1472	FSR_0133	Cantat-Gaudin+20	gaia_dr2	0.001093
6655	1472	FSR_0133	Bica+18	position	0.01442
6656	1473	FSR_0134	Bica+18	position	0.007112
6657	1473	FSR_0134	Kharchenko+13	position	0.01197
6658	1473	FSR_0134	Dias+02	position	0.007112
6659		FSR_0136	Bica+18	position	
6660		FSR_0136	Kharchenko+13	position,hipparcos	
6661		FSR_0139	Bica+18	position	
6662		FSR_0140	Bica+18	position	
6663		FSR_0140	Kharchenko+13	position,hipparcos	
6664		FSR_0142	Dias+02	position	
6665		FSR_0142	Kharchenko+13	position,hipparcos	
6666		FSR_0142	Bica+18	position	
6667		FSR_0143	Kharchenko+13	position,hipparcos	
6668		FSR_0143	Bica+18	position	
6669		FSR_0145	Kharchenko+13	position,hipparcos	
6670		FSR_0145	Bica+18	position	
6671		FSR_0146	Bica+18	position	
6672		FSR_0148	Kharchenko+13	position,hipparcos	
6673		FSR_0148	Bica+18	position	
6674		FSR_0149	Kharchenko+13	position,hipparcos	
6675		FSR_0149	Bica+18	position	
6676		FSR_0151	Bica+18	position	
6677		FSR_0151	Kharchenko+13	position,hipparcos	
6678	1474	FSR_0154	Cantat-Gaudin+20	gaia_dr2	0.002242
6679	1474	FSR_0154	Kharchenko+13	hipparcos	0.02166
6680	1474	FSR_0154	Kharchenko+13	position	0.02166
6681	1474	FSR_0154	Bica+18	position	0.008029
6682	1475	FSR_0158	Cantat-Gaudin+20	gaia_dr2	0.001121
6683	1475	FSR_0158	Bica+18	position	0.009031
6684	1475	FSR_0158	Kharchenko+13	position	0.02339
6685		FSR_0160	Kharchenko+13	position,hipparcos	
6686		FSR_0160	Bica+18	position	
6687		FSR_0160	Dias+02	position	
6688		FSR_0161	Bica+18	position	
6689		FSR_0161	Kharchenko+13	position,hipparcos	
6690		FSR_0162	Bica+18	position	
6691		FSR_0162	Kharchenko+13	position,hipparcos	
6692		FSR_0162	Dias+02	position	
6693		FSR_0163	Bica+18	position	
6694		FSR_0163	Kharchenko+13	position,hipparcos	
6695		FSR_0163	Dias+02	position	
6696	1476	FSR_0165	Dias+02	position	0.0193
6697	1476	FSR_0165	Kharchenko+13	position	0.02952
6698	1476	FSR_0165	Kharchenko+13	hipparcos	0.02952
6699	1476	FSR_0165	Bica+18	position	0.02138
6700	1476	FSR_0165	Cantat-Gaudin+20	gaia_dr2	0.01036
6701	1477	FSR_0166	Cantat-Gaudin+20	gaia_dr2	0.01941
6702	1477	FSR_0166	Bica+18	position	0.02496
6703	1477	FSR_0166	Kharchenko+13	position	0.02531
6704	1478	FSR_0167	Kharchenko+13	position	0.03331
6705	1478	FSR_0167	Dias+02	position	0.03759
6706	1478	FSR_0167	Cantat-Gaudin+20	gaia_dr2	0.03593
6707	1478	FSR_0167	Bica+18	position	0.03759
6708	1478	FSR_0167	Kharchenko+13	hipparcos	0.03331
6709		FSR_0170	Dias+02	position	
6710		FSR_0170	Bica+18	position	
6711		FSR_0170	Kharchenko+13	position,hipparcos	
6712	1479	FSR_0172	Kharchenko+13	position	0.004481
6713	1479	FSR_0172	Cantat-Gaudin+20	gaia_dr2	0.005494
6714	1480	FSR_0174	Kharchenko+13	position	0.02749
6715		FSR_0175	Kharchenko+13	position,hipparcos	
6716		FSR_0175	Bica+18	position	
6717		FSR_0178	Kharchenko+13	position,hipparcos	
6718		FSR_0178	Bica+18	position	
6719		FSR_0178	Dias+02	position	
6720	1481	FSR_0182	Bica+18	position	0.01344
6721	1481	FSR_0182	Kharchenko+13	hipparcos	0.02483
6722	1481	FSR_0182	Kharchenko+13	position	0.02483
6723		FSR_0183	Kharchenko+13	position,hipparcos	
6724		FSR_0183	Bica+18	position	
6725		FSR_0184	Kharchenko+13	position,hipparcos	
6726		FSR_0184	Bica+18	position	
6727		FSR_0188	Bica+18	position	
6728		FSR_0188	Kharchenko+13	position,hipparcos	
6729		FSR_0188	Dias+02	position	
6730		FSR_0189	Kharchenko+13	position,hipparcos	
6731		FSR_0189	Dias+02	position	
6732		FSR_0190	Dias+02	position	
6733		FSR_0190	Bica+18	position	
6734		FSR_0190	Kharchenko+13	position,hipparcos	
6735		FSR_0192	Dias+02	position	
6736		FSR_0192	Kharchenko+13	position,hipparcos	
6737		FSR_0192	Bica+18	position	
6738		FSR_0193	Kharchenko+13	position,hipparcos	
6739		FSR_0193	Bica+18	position	
6740	1482	FSR_0195	Cantat-Gaudin+20	gaia_dr2	0.01909
6741	1482	FSR_0195	Kharchenko+13	position	0.006811
6742	1482	FSR_0195	Dias+02	position	0.009185
6743	1482	FSR_0195	Kharchenko+13	hipparcos	0.006811
6744		FSR_0198	Cantat-Gaudin+20	gaia_dr2	
6745		FSR_0198	Dias+02	position	
6746		FSR_0198	Bica+18	position	
6747		FSR_0198	Kharchenko+13	position,hipparcos	
6748		FSR_0209	Kharchenko+13	position,hipparcos	
6749		FSR_0209	Bica+18	position	
6750		FSR_0210	Bica+18	position	
6751		FSR_0210	Kharchenko+13	position,hipparcos	
6752		FSR_0210	Dias+02	position	
6753		FSR_0213	Kharchenko+13	position,hipparcos	
6754		FSR_0213	Dias+02	position	
6755		FSR_0213	Bica+18	position	
6756	1483	FSR_0219	Kharchenko+13	position	0.01811
6757	1483	FSR_0219	Dias+02	position	0.01253
6758	1484	FSR_0222	Kharchenko+13	position	0.0288
6759	1484	FSR_0223	Kharchenko+13	position	0.112
6760	1484	FSR_0223	Kharchenko+13	hipparcos	0.112
6761	1485	FSR_0224	Kharchenko+13	position	0.007632
6762	1485	FSR_0224	Kharchenko+13	hipparcos	0.007632
6763	1485	FSR_0224	Dias+02	position	0.007286
6764		FSR_0225	Bica+18	position	
6765		FSR_0225	Kharchenko+13	position,hipparcos	
6766		FSR_0225	Dias+02	position	
6767	1486	FSR_0227	Kharchenko+13	position	0.01198
6768	1486	FSR_0227	Bica+18	position	0.01441
6769		FSR_0232	Bica+18	position	
6770		FSR_0232	Kharchenko+13	position,hipparcos	
6771		FSR_0232	Dias+02	position	
6772		FSR_0236	Kharchenko+13	position,hipparcos	
6773		FSR_0236	Dias+02	position	
6774		FSR_0237	Dias+02	position	
6775		FSR_0237	Kharchenko+13	position,hipparcos	
6776		FSR_0237	Bica+18	position	
6777	1487	FSR_0238	Kharchenko+13	position	0.06354
6778	1488	FSR_0239	Bica+18	position	0.02311
6779	1488	FSR_0239	Dias+02	position	0.02311
6780	1489	FSR_0241	Cantat-Gaudin+20	gaia_dr2	0.002088
6781	1489	FSR_0241	Bica+18	position	0.006487
6782	1489	FSR_0241	Kharchenko+13	position	0.02297
6783		FSR_0245	Dias+02	position	
6784		FSR_0245	Kharchenko+13	position,hipparcos	
6785		FSR_0246	Dias+02	position	
6786		FSR_0247	Dias+02	position	
6787	1490	FSR_0248	Bica+18	position	0.04954
6788		FSR_0249	Dias+02	position	
6789		FSR_0249	Kharchenko+13	position,hipparcos	
6790		FSR_0250	Bica+18	position	
6791		FSR_0250	Kharchenko+13	position,hipparcos	
6792	1491	FSR_0251	Kharchenko+13	position	0.07586
6793		FSR_0253	Kharchenko+13	position,hipparcos	
6794		FSR_0253	Bica+18	position	
6795		FSR_0254	Kharchenko+13	position,hipparcos	
6796		FSR_0254	Bica+18	position	
6797		FSR_0255	Dias+02	position	
6798		FSR_0255	Kharchenko+13	position,hipparcos	
6799		FSR_0255	Bica+18	position	
6800	1492	FSR_0258	Kharchenko+13	position	0.009458
6801	1492	FSR_0258	Bica+18	position	0.02027
6802		FSR_0260	Dias+02	position	
6803		FSR_0260	Kharchenko+13	position,hipparcos	
6804	1493	FSR_0261	Kharchenko+13	position	0.008944
6805	1493	FSR_0261	Dias+02	position	0.003824
6806		FSR_0264	Bica+18	position	
6807		FSR_0264	Kharchenko+13	position,hipparcos	
6808		FSR_0265	Kharchenko+13	position,hipparcos	
6809		FSR_0266	Kharchenko+13	position,hipparcos	
6810		FSR_0266	Bica+18	position	
6811	1494	FSR_0270	Kharchenko+13	hipparcos	0.01896
6812	1494	FSR_0270	Kharchenko+13	position	0.01896
6813	1494	FSR_0270	Bica+18	position	0.01946
6814		FSR_0271	Kharchenko+13	position,hipparcos	
6815		FSR_0271	Bica+18	position	
6816		FSR_0272	Bica+18	position	
6817		FSR_0273	Dias+02	position	
6818		FSR_0273	Kharchenko+13	position,hipparcos	
6819		FSR_0273	Bica+18	position	
6820		FSR_0274	Kharchenko+13	position,hipparcos	
6821		FSR_0274	Bica+18	position	
6822		FSR_0274	Dias+02	position	
6823	1495	FSR_0275	Cantat-Gaudin+20	gaia_dr2	0.006946
6824	1495	FSR_0275	Bica+18	position	0.01407
6825	1495	FSR_0275	Kharchenko+13	position	0.02313
6826	1495	FSR_0275	Kharchenko+13	hipparcos	0.02313
6827	1495	FSR_0275	Dias+02	position	0.01093
6828	1496	FSR_0276	Bica+18	position	0.006793
6829		FSR_0277	Bica+18	position	
6830		FSR_0277	Kharchenko+13	position,hipparcos	
6831	1497	FSR_0278	Kharchenko+13	position	0.004797
6832	1497	FSR_0278	Bica+18	position	0.02479
6833	1497	FSR_0278	Cantat-Gaudin+20	gaia_dr2	0.003975
6834		FSR_0279	Bica+18	position	
6835		FSR_0279	Kharchenko+13	position,hipparcos	
6836	1498	FSR_0282	Cantat-Gaudin+20	gaia_dr2	0.01063
6837	1498	FSR_0282	Kharchenko+13	hipparcos	0.01739
6838	1498	FSR_0282	Bica+18	position	0.002913
6839	1498	FSR_0282	Kharchenko+13	position	0.01739
6840	1498	FSR_0282	Dias+02	position	0.01259
6841	1499	FSR_0284	Dias+02	position	0.01676
6842	1499	FSR_0284	Kharchenko+13	position	0.01173
6843	1499	FSR_0284	Cantat-Gaudin+20	gaia_dr2	0.004848
6844	1500	FSR_0288	Kharchenko+13	position	0.09349
6845		FSR_0290	Dias+02	position	
6846		FSR_0290	Bica+18	position	
6847		FSR_0290	Kharchenko+13	position,hipparcos	
6848	1501	FSR_0291	Kharchenko+13	position	0.03071
6849	1501	FSR_0291	Kharchenko+13	hipparcos	0.03071
6850	1501	FSR_0291	Bica+18	position	0.008951
6851		FSR_0293	Bica+18	position	
6852		FSR_0293	Kharchenko+13	position,hipparcos	
6853	1502	FSR_0295	Dias+02	position	0.02206
6854	1502	FSR_0295	Bica+18	position	0.02206
6855	1502	FSR_0295	Kharchenko+13	position	0.04238
6856	1503	FSR_0296	Kharchenko+13	position	0.01007
6857	1503	FSR_0296	Cantat-Gaudin+20	gaia_dr2	0.002816
6858	1503	FSR_0296	Bica+18	position	0.006485
6859	1503	FSR_0296	Kharchenko+13	hipparcos	0.01007
6860	1503	FSR_0296	Dias+02	position	0.006485
6861		FSR_0297	Bica+18	position	
6862		FSR_0302	Dias+02	position	
6863		FSR_0302	Bica+18	position	
6864		FSR_0303	Bica+18	position	
6865		FSR_0303	Kharchenko+13	position,hipparcos	
6866		FSR_0304	Dias+02	position	
6867		FSR_0304	Kharchenko+13	position,hipparcos	
6868		FSR_0304	Bica+18	position	
6869		FSR_0305	Kharchenko+13	position,hipparcos	
6870		FSR_0305	Bica+18	position	
6871	1504	FSR_0306	Kharchenko+13	position	0.07235
6872	1504	FSR_0306	Dias+02	position	0.05056
6873	1504	FSR_0306	Kharchenko+13	hipparcos	0.07235
6874	1504	FSR_0306	Cantat-Gaudin+20	gaia_dr2	0.006111
6875		FSR_0307	Dias+02	position	
6876		FSR_0307	Kharchenko+13	position,hipparcos	
6877		FSR_0310	Bica+18	position	
6878		FSR_0310	Kharchenko+13	position,hipparcos	
6879		FSR_0312	Kharchenko+13	position,hipparcos	
6880		FSR_0312	Bica+18	position	
6881		FSR_0312	Dias+02	position	
6882		FSR_0314	Dias+02	position	
6883		FSR_0314	Kharchenko+13	position,hipparcos	
6884	1505	FSR_0316	Dias+02	position	0.004803
6885	1505	FSR_0316	Kharchenko+13	position	0.01289
6886	1505	FSR_0316	Bica+18	position	0.004803
6887		FSR_0317	Dias+02	position	
6888		FSR_0317	Kharchenko+13	position,hipparcos	
6889		FSR_0317	Bica+18	position	
6890		FSR_0318	Kharchenko+13	position,hipparcos	
6891		FSR_0318	Bica+18	position	
6892		FSR_0319	Bica+18	position	
6893		FSR_0319	Kharchenko+13	position,hipparcos	
6894		FSR_0319	Dias+02	position	
6895	1506	FSR_0320	Kharchenko+13	position	0.03841
6896		FSR_0322	Kharchenko+13	position,hipparcos	
6897		FSR_0322	Dias+02	position	
6898		FSR_0323	Dias+02	position	
6899		FSR_0323	Kharchenko+13	position,hipparcos	
6900	1507	FSR_0324	Kharchenko+13	position	0.05117
6901	1507	FSR_0324	Kharchenko+13	hipparcos	0.05117
6902	1508	FSR_0325	Kharchenko+13	position	0.03785
6903	1508	FSR_0325	Kharchenko+13	hipparcos	0.03785
6904	1508	FSR_0325	Bica+18	position	0.03091
6905		FSR_0326	Dias+02	position	
6906		FSR_0326	Kharchenko+13	position,hipparcos	
6907		FSR_0328	Kharchenko+13	position,hipparcos	
6908		FSR_0328	Bica+18	position	
6909		FSR_0330	Kharchenko+13	position,hipparcos	
6910		FSR_0330	Bica+18	position	
6911		FSR_0331	Kharchenko+13	position,hipparcos	
6912		FSR_0331	Bica+18	position	
6913		FSR_0332	Bica+18	position	
6914		FSR_0333	Bica+18	position	
6915		FSR_0333	Kharchenko+13	position,hipparcos	
6916		FSR_0333	Dias+02	position	
6917		FSR_0334	Dias+02	position	
6918		FSR_0334	Kharchenko+13	position,hipparcos	
6919		FSR_0334	Bica+18	position	
6920	1509	FSR_0336	Kharchenko+13	position	0.02714
6921	1509	FSR_0336	Cantat-Gaudin+20	gaia_dr2	0.003845
6922	1509	FSR_0336	Bica+18	position	0.03562
6923	1509	FSR_0336	Dias+02	position	0.007208
6924	2434	FSR_0336	Dias+02	position	0.01259
6925	2434	FSR_0336	Bica+18	position	0.0388
6926	2434	FSR_0336	Kharchenko+13	position	0.0265
6927		FSR_0338	Dias+02	position	
6928		FSR_0338	Kharchenko+13	position,hipparcos	
6929		FSR_0338	Bica+18	position	
6930		FSR_0341	Dias+02	position	
6931		FSR_0341	Bica+18	position	
6932		FSR_0341	Kharchenko+13	position,hipparcos	
6933	1510	FSR_0342	Kharchenko+13	hipparcos	0.03567
6934	1510	FSR_0342	Bica+18	position	0.01143
6935	1510	FSR_0342	Dias+02	position	0.03516
6936	1510	FSR_0342	Kharchenko+13	position	0.03567
6937	1510	FSR_0342	Cantat-Gaudin+20	gaia_dr2	0.01044
6938	1511	FSR_0344	Kharchenko+13	position	0.02341
6939	1511	FSR_0344	Cantat-Gaudin+20	gaia_dr2	0.01364
6940	1511	FSR_0344	Bica+18	position	0.02133
6941		FSR_0346	Kharchenko+13	position,hipparcos	
6942		FSR_0346	Bica+18	position	
6943		FSR_0347	Bica+18	position	
6944		FSR_0347	Kharchenko+13	position,hipparcos	
6945		FSR_0351	Bica+18	position	
6946		FSR_0351	Kharchenko+13	position,hipparcos	
6947		FSR_0354	Kharchenko+13	position,hipparcos	
6948		FSR_0354	Dias+02	position	
6949		FSR_0356	Dias+02	position	
6950		FSR_0356	Kharchenko+13	position,hipparcos	
6951	1512	FSR_0357	Bica+18	position	0.005436
6952	1512	FSR_0357	Kharchenko+13	position	0.008895
6953	1512	FSR_0357	Cantat-Gaudin+20	gaia_dr2	9.902E-4
6954	1513	FSR_0358	Bica+18	position	0.01046
6955	1513	FSR_0358	Dias+02	position	0.01912
6956	1513	FSR_0358	Kharchenko+13	position	0.007884
6957	2459	FSR_0358	Kharchenko+13	position	0.2771
6958		FSR_0362	Bica+18	position	
6959		FSR_0362	Kharchenko+13	position,hipparcos	
6960		FSR_0364	Bica+18	position	
6961		FSR_0364	Dias+02	position	
6962		FSR_0364	Kharchenko+13	position,hipparcos	
6963		FSR_0365	Bica+18	position	
6964		FSR_0365	Dias+02	position	
6965		FSR_0365	Kharchenko+13	position,hipparcos	
6966	1514	FSR_0366	Kharchenko+13	position	0.1365
6967		FSR_0368	Kharchenko+13	position,hipparcos	
6968		FSR_0368	Bica+18	position	
6969	1515	FSR_0369	Kharchenko+13	position	0.01742
6970		FSR_0370	Kharchenko+13	position,hipparcos	
6971		FSR_0370	Bica+18	position	
6972		FSR_0371	Kharchenko+13	position,hipparcos	
6973		FSR_0371	Bica+18	position	
6974		FSR_0377	Kharchenko+13	position,hipparcos	
6975		FSR_0377	Bica+18	position	
6976		FSR_0377	Dias+02	position	
6977		FSR_0378	Kharchenko+13	position,hipparcos	
6978	1516	FSR_0379	Bica+18	position	0.01462
6979	1516	FSR_0379	Kharchenko+13	position	0.04611
6980		FSR_0380	Bica+18	position	
6981	1517	FSR_0381	Bica+18	position	0.009351
6982	1517	FSR_0381	Dias+02	position	0.009351
6983	1517	FSR_0381	Kharchenko+13	position	0.01311
6984	1517	FSR_0381	Kharchenko+13	hipparcos	0.01311
6985	1518	FSR_0384	Cantat-Gaudin+20	gaia_dr2	0.006552
6986	1518	FSR_0384	Kharchenko+13	position	0.007928
6987	1518	FSR_0384	Dias+02	position	0.007244
6988	1519	FSR_0385	Cantat-Gaudin+20	gaia_dr2	0.01053
6989	1519	FSR_0385	Bica+18	position	0.007151
6990	1519	FSR_0385	Kharchenko+13	position	0.01207
6991	1519	FSR_0385	Dias+02	position	0.007151
6992	1519	FSR_0385	Kharchenko+13	hipparcos	0.01207
6993		FSR_0386	Kharchenko+13	position,hipparcos	
6994		FSR_0386	Bica+18	position	
6995		FSR_0388	Kharchenko+13	position,hipparcos	
6996		FSR_0389	Kharchenko+13	position,hipparcos	
6997	1520	FSR_0394	Kharchenko+13	position	0.02064
6998	1520	FSR_0394	Kharchenko+13	hipparcos	0.02064
6999	1520	FSR_0394	Bica+18	position	0.02253
7000	1521	FSR_0398	Bica+18	position	0.02003
7001	1521	FSR_0398	Kharchenko+13	position	0.04005
7002	1521	FSR_0398	Cantat-Gaudin+20	gaia_dr2	0.008356
7003	2507	FSR_0401	Kharchenko+13	hipparcos	0.07147
7004	2507	FSR_0401	Kharchenko+13	position	0.07147
7005	1522	FSR_0401	Dias+02	position	0.01037
7006	1522	FSR_0401	Bica+18	position	0.01037
7007	1522	FSR_0401	Kharchenko+13	position	0.008389
7008	1522	FSR_0401	Cantat-Gaudin+20	gaia_dr2	0.001757
7009	1522	FSR_0401	Kharchenko+13	hipparcos	0.008389
7010		FSR_0403	Bica+18	position	
7011		FSR_0404	Dias+02	position	
7012		FSR_0404	Kharchenko+13	position,hipparcos	
7013		FSR_0405	Kharchenko+13	position,hipparcos	
7014		FSR_0406	Dias+02	position	
7015		FSR_0406	Kharchenko+13	position,hipparcos	
7016		FSR_0410	Kharchenko+13	position,hipparcos	
7017		FSR_0410	Bica+18	position	
7018		FSR_0413	Dias+02	position	
7019		FSR_0413	Kharchenko+13	position,hipparcos	
7020	1523	FSR_0414	Kharchenko+13	hipparcos	0.02908
7021	1523	FSR_0414	Kharchenko+13	position	0.02908
7022	1523	FSR_0416	Kharchenko+13	position	0.06408
7023	1523	FSR_0416	Kharchenko+13	hipparcos	0.06408
7024	1523	FSR_0416	Dias+02	position	0.07184
7025	1524	FSR_0417	Kharchenko+13	position	0.04265
7026		FSR_0418	Kharchenko+13	position,hipparcos	
7027		FSR_0418	Bica+18	position	
7028		FSR_0422	Dias+02	position	
7029		FSR_0422	Kharchenko+13	position,hipparcos	
7030		FSR_0422	Bica+18	position	
7031		FSR_0423	Bica+18	position	
7032		FSR_0423	Kharchenko+13	position,hipparcos	
7033		FSR_0425	Dias+02	position	
7034		FSR_0425	Kharchenko+13	position,hipparcos	
7035		FSR_0426	Dias+02	position	
7036		FSR_0427	Kharchenko+13	position,hipparcos	
7037		FSR_0427	Bica+18	position	
7038		FSR_0428	Kharchenko+13	position,hipparcos	
7039		FSR_0428	Bica+18	position	
7040		FSR_0429	Kharchenko+13	position,hipparcos	
7041	1525	FSR_0430	Kharchenko+13	position	0.0117
7042	1525	FSR_0430	Cantat-Gaudin+20	gaia_dr2	0.01532
7043	1525	FSR_0430	Bica+18	position	0.002628
7044	1526	FSR_0435	Kharchenko+13	position	0.03798
7045	1526	FSR_0435	Kharchenko+13	hipparcos	0.03798
7046	5356	FSR_0436	Bica+18	position	0.006854
7047	5356	FSR_0436	Dias+02	position	0.01921
7048		FSR_0437	Kharchenko+13	position,hipparcos	
7049		FSR_0437	Bica+18	position	
7050		FSR_0440	Kharchenko+13	position,hipparcos	
7051		FSR_0440	Bica+18	position	
7052	1527	FSR_0441	Bica+18	position	0.006397
7053	1527	FSR_0441	Kharchenko+13	position	0.003556
7054	1528	FSR_0442	Kharchenko+13	position	0.01257
7055	1528	FSR_0442	Kharchenko+13	hipparcos	0.01257
7056	1528	FSR_0442	Dias+02	position	0.0353
7057	1528	FSR_0442	Cantat-Gaudin+20	gaia_dr2	0.002122
7058	1528	FSR_0442	Bica+18	position	0.0353
7059	1529	FSR_0443	Bica+18	position	0.01117
7060	1529	FSR_0443	Kharchenko+13	position	0.006832
7061		FSR_0446	Bica+18	position	
7062		FSR_0446	Kharchenko+13	position,hipparcos	
7063		FSR_0447	Bica+18	position	
7064	1530	FSR_0448	Cantat-Gaudin+20	gaia_dr2	0.007572
7065	1530	FSR_0448	Kharchenko+13	hipparcos	0.01528
7066	1530	FSR_0448	Dias+02	position	0.0225
7067	1530	FSR_0448	Bica+18	position	0.0225
7068	1530	FSR_0448	Kharchenko+13	position	0.01528
7069		FSR_0449	Bica+18	position	
7070		FSR_0449	Kharchenko+13	position,hipparcos	
7071	1531	FSR_0451	Cantat-Gaudin+20	gaia_dr2	0.1032
7072	1531	FSR_0451	Dias+02	position	0.01346
7073	1531	FSR_0451	Bica+18	position	0.01346
7074	1531	FSR_0451	Kharchenko+13	position	0.0325
7075	4874	FSR_0453	Dias+02	position	0.005068
7076		FSR_0459	Bica+18	position	
